UniqueCount	AmbigCount
33106	276
48318	251
72199	1116
26658	288
62616	498
33938	198
42353	181
43217	374
33450	204
38093	564
54183	335
17622	135
21548	128
53593	376
21246	130
22115	182
5473	35
31414	405
31432	201
32381	253
20601	209
23801	246
24020	167
27718	131
5969	78
12519	124
33519	251
9392	70
29651	530
34225	464
46951	523
7618	117
34362	895
36896	333
13324	119
63350	302
6536	52
17052	96
24997	212
59017	665
36517	449
18579	119
17389	144
17192	178
37781	303
40098	738
17521	325
16524	114
55314	338
43283	215
20013	159
8714	75
28627	151
6965	74
15209	116
12392	252
22334	400
32970	739
12732	89
18453	312
11547	56
58485	224
42561	280
11163	270
9886	150
8597	359
21004	245
19814	120
15450	253
12592	123
6838	56
25112	355
43763	411
12367	86
28684	511
6924	94
13764	107
12519	174
9112	134
30306	352
20067	147
13692	79
6754	44
23896	184
9259	162
23313	226
15644	280
74192	426
13277	95
27453	240
8605	176
14466	170
7122	43
3162	30
7680	86
9940	94
24526	185
32896	211
20264	112
9814	44
16619	255
43965	243
2095	14
25629	187
10381	70
17815	95
12501	121
11269	176
12300	109
17220	168
2972	35
16161	241
13635	93
15828	138
13784	120
34981	273
4794	51
3226	20
26145	201
5731	47
14610	128
9005	324
12016	160
5491	115
15001	144
10624	64
2078	13
9012	38
17707	274
25356	1763
16708	529
15283	129
12437	72
9698	115
6426	61
17257	216
11507	96
12446	200
14169	138
17629	221
32282	589
5061	29
7264	51
32988	386
6739	116
7021	49
13280	57
15027	493
9179	41
19417	431
13860	110
18610	115
16915	127
11395	150
9071	260
21469	127
14480	147
10485	430
10522	47
28397	726
20597	348
19162	226
24325	161
10288	68
8757	147
15713	303
23378	467
18893	109
6226	39
12994	587
16415	109
24151	288
14255	84
18158	89
19399	294
16554	179
35090	245
6922	123
10049	108
24138	145
6428	116
11156	243
17043	186
5744	77
4597	27
4622	34
19079	300
24224	192
13491	197
15102	69
13321	231
14105	148
20094	1043
12549	332
10624	178
18361	630
7216	103
6467	90
44532	416
16271	202
17547	160
15641	143
9802	243
25560	579
8348	94
28607	260
5497	29
6279	201
4859	28
47895	987
22017	122
24568	160
30668	167
8387	85
17208	219
15945	94
30273	474
17556	728
20721	99
8857	70
5936	107
4610	22
11944	132
46749	840
19014	173
9995	411
5392	42
17226	235
12834	190
11136	81
22759	156
13081	66
10579	144
2775	68
12078	91
8828	43
22498	133
6962	124
15237	169
10390	84
12719	373
15765	94
15147	81
15226	123
8783	156
5364	64
22024	204
13072	131
9388	102
3787	27
6486	45
7770	39
6504	48
15394	195
19772	207
4035	35
3769	39
4265	19
11677	63
6481	125
12627	89
7209	85
10022	41
8149	62
7660	122
22368	176
8683	224
8809	51
14265	117
16357	108
20657	118
11321	100
21770	149
15659	188
57615	395
5411	54
3989	304
33773	792
13691	225
2759	85
10934	369
25431	154
6456	116
10616	124
16490	133
5311	48
5865	55
12379	448
10316	72
10347	369
11456	220
7950	58
29695	236
8131	133
21883	130
11573	314
9133	197
15693	172
19251	113
12817	94
9425	108
10884	647
10985	181
9164	482
16641	169
10414	117
12257	422
6257	43
15209	182
14302	117
7820	67
29545	211
25175	324
22129	269
86565	1494
24289	286
17078	80
5537	33
3726	16
5628	31
11488	97
8445	46
2374	35
4321	51
8844	1100
7967	45
8160	439
13341	209
2222	9
21630	199
40073	213
9979	301
7752	88
3652	45
9991	114
14825	143
5095	50
9702	76
5380	69
8463	55
3856	49
7643	66
10412	141
7097	210
2649	91
9689	134
9595	125
73294	1971
5045	44
17152	113
6054	73
9516	242
4292	185
9300	51
3324	52
6023	103
16529	93
8397	130
34260	195
12240	661
10853	91
11353	120
7975	114
11149	262
14173	192
4695	28
3886	46
11585	168
16148	80
24220	272
1274	37
16953	165
2511	33
44730	432
8898	52
2992	91
27493	230
12102	158
13048	107
12555	130
6653	60
1327	27
8270	200
9892	44
3650	16
36941	280
4484	237
11161	208
8097	86
34905	272
25297	199
11414	121
9951	90
15317	98
46810	1686
10508	178
3377	16
7064	105
12703	69
13050	109
4632	76
5869	171
5446	61
6742	303
2913	25
4031	14
3544	45
2944	22
10459	157
6698	101
7683	44
4515	127
13453	205
13032	239
3174	19
22243	306
14906	172
32578	271
14199	93
7151	49
6798	57
5890	50
8774	384
20029	393
4660	50
7192	41
12800	69
8179	51
12332	95
5802	143
5043	37
10545	76
10710	168
7353	150
18502	122
7220	81
14129	64
3236	41
4761	79
25554	504
59499	1464
21438	131
24626	102
14155	80
2270	24
3145	106
3314	9
3707	13
1972	27
8710	367
10120	162
4355	32
10642	61
7049	58
10454	117
8983	90
7131	216
9293	135
2383	24
6555	51
12239	156
13071	172
8206	290
12002	1266
16669	100
10288	140
3016	20
7751	64
3756	37
6197	211
10006	75
5060	93
3854	40
3496	79
1153	16
6967	100
7336	90
7263	84
1212	20
7013	131
5193	23
8273	51
3425	59
7125	87
7590	627
28116	223
20695	453
15121	83
9701	159
15500	170
29922	124
8498	136
9151	47
2530	22
14606	149
16274	130
15240	117
3606	65
3596	11
4832	160
6921	94
6411	25
8457	185
5493	48
3341	31
4428	82
4078	19
10586	195
9360	381
4370	53
5055	35
17287	134
8597	209
11330	381
3450	88
4408	114
5088	29
13690	224
2114	16
6774	257
7228	75
2621	13
12644	84
20660	817
5013	40
3498	34
2797	51
12050	148
5920	185
2658	21
4673	44
18356	135
26602	191
46569	361
3297	27
3941	59
17873	1030
6834	137
32669	266
5018	30
2739	76
7282	57
8157	50
7395	74
8352	80
8176	149
3898	62
2296	29
5836	67
4908	35
13886	73
9032	39
12904	109
9170	172
7601	97
21113	171
9740	48
7664	143
3077	58
10948	63
5139	56
25894	185
5383	25
12422	136
7652	44
5884	36
10527	186
8505	67
4965	36
11496	110
20644	222
15766	137
11902	359
5459	35
46868	378
5102	93
9281	46
11738	58
7472	65
3422	76
20316	154
4381	33
2348	16
10779	174
3500	37
28622	2070
3221	21
11544	48
12681	158
1905	12
5603	26
3760	300
16645	106
8671	49
21759	110
31996	281
4232	149
13105	720
4575	42
2936	44
4298	48
12441	308
8696	47
7806	34
5288	110
9725	202
27592	1391
1835	71
19865	180
1787	53
8223	57
28335	676
6977	63
7518	72
2777	36
2650	21
1431	27
8716	682
8268	155
15823	106
6897	43
1924	8
5393	165
8025	78
2310	20
