"Name","ERX2560125_ERR2541707_TPM","pir","subfam"
"NODE_1_length_3571_cov_79.2702",44.66537,FALSE,"noCluster"
"NODE_2_length_3026_cov_145.563",80.035429,FALSE,"noCluster"
"NODE_3_length_2923_cov_28.6116",21.426855,FALSE,"noCluster"
"NODE_4_length_2889_cov_44.4128",24.292624,FALSE,"noCluster"
"NODE_5_length_2411_cov_5.67657",3.461107,FALSE,"noCluster"
"NODE_6_length_2386_cov_16.9811",9.634515,FALSE,"noCluster"
"NODE_7_length_2382_cov_16.8608",8.745728,FALSE,"noCluster"
"NODE_8_length_2367_cov_19.7958",11.065774,FALSE,"noCluster"
"NODE_9_length_2254_cov_6.91451",4.096116,TRUE,"unassigned_3"
"NODE_10_length_2126_cov_15.9329",9.124745,FALSE,"noCluster"
"NODE_11_length_2043_cov_5.49044",3.206246,FALSE,"noCluster"
"NODE_12_length_2038_cov_35.0857",24.407827,FALSE,"noCluster"
"NODE_13_length_2022_cov_19.8805",11.465535,FALSE,"noCluster"
"NODE_14_length_2011_cov_507.529",296.513609,FALSE,"noCluster"
"NODE_15_length_1953_cov_167.875",104.172617,FALSE,"noCluster"
"NODE_16_length_1887_cov_6.4274",2.178023,FALSE,"noCluster"
"NODE_17_length_1872_cov_11.683",7.817607,FALSE,"noCluster"
"NODE_18_length_1849_cov_12.4582",7.353848,FALSE,"noCluster"
"NODE_19_length_1781_cov_4.51159",1.348823,FALSE,"noCluster"
"NODE_20_length_1708_cov_32.9093",20.053385,FALSE,"noCluster"
"NODE_21_length_1708_cov_13.0883",8.190819,FALSE,"noCluster"
"NODE_22_length_1704_cov_3.82717",2.322004,FALSE,"noCluster"
"NODE_23_length_1677_cov_25.6215",14.582584,FALSE,"noCluster"
"NODE_24_length_1668_cov_71.6547",5.992511,FALSE,"noCluster"
"NODE_25_length_1640_cov_53.5741",33.258895,FALSE,"noCluster"
"NODE_26_length_1613_cov_12.475",7.460844,FALSE,"noCluster"
"NODE_27_length_1498_cov_4.47886",3.135301,FALSE,"noCluster"
"NODE_28_length_1484_cov_9.6774",5.676573,FALSE,"noCluster"
"NODE_29_length_1484_cov_28.6515",18.943911,FALSE,"noCluster"
"NODE_30_length_1470_cov_6.71661",3.802424,FALSE,"noCluster"
"NODE_31_length_1462_cov_17.6276",5.238674,FALSE,"noCluster"
"NODE_32_length_1458_cov_19.288",12.185529,FALSE,"noCluster"
"NODE_33_length_1447_cov_10.5237",9.358995,FALSE,"noCluster"
"NODE_34_length_1442_cov_23.819",15.336018,FALSE,"noCluster"
"NODE_35_length_1440_cov_14.7285",9.147662,FALSE,"noCluster"
"NODE_36_length_1439_cov_10.0723",6.148736,FALSE,"noCluster"
"NODE_37_length_1438_cov_5.80694",3.555371,FALSE,"noCluster"
"NODE_38_length_1423_cov_4.18494",2.559701,FALSE,"noCluster"
