"Name","ERX2560128_ERR2541710_TPM","pir","subfam"
"NODE_1_length_10961_cov_62.5595",31.616515,FALSE,"none"
"NODE_2_length_10915_cov_102.734",52.827897,FALSE,"none"
"NODE_3_length_9802_cov_44.5171",21.942748,FALSE,"none"
"NODE_4_length_9348_cov_55.3365",27.370937,FALSE,"none"
"NODE_5_length_8938_cov_22.5988",11.178779,FALSE,"none"
"NODE_6_length_8692_cov_16.6391",8.430516,FALSE,"none"
"NODE_7_length_8558_cov_35.9082",17.605197,FALSE,"none"
"NODE_8_length_8239_cov_24.7906",12.550775,FALSE,"none"
"NODE_9_length_8051_cov_143.521",71.939124,FALSE,"none"
"NODE_10_length_7858_cov_28.8733",14.548889,FALSE,"none"
"NODE_11_length_7804_cov_151.604",78.657024,FALSE,"none"
"NODE_12_length_7772_cov_19.198",9.312381,FALSE,"none"
"NODE_13_length_7767_cov_15.7149",7.72344,FALSE,"none"
"NODE_14_length_7623_cov_37.2386",19.21026,FALSE,"none"
"NODE_15_length_7465_cov_41.5794",20.139031,FALSE,"none"
"NODE_16_length_7365_cov_71.6525",36.571307,FALSE,"none"
"NODE_17_length_7019_cov_22.8409",11.532545,FALSE,"none"
"NODE_18_length_6857_cov_25.3728",13.17017,FALSE,"none"
"NODE_19_length_6850_cov_66.2465",33.239812,FALSE,"none"
"NODE_20_length_6808_cov_20.1693",10.448152,FALSE,"none"
"NODE_21_length_6804_cov_28.3123",14.139952,FALSE,"none"
"NODE_22_length_6758_cov_104.644",52.558132,FALSE,"none"
"NODE_23_length_6652_cov_18.7378",9.270125,FALSE,"none"
"NODE_24_length_6612_cov_50.9445",25.867243,FALSE,"none"
"NODE_25_length_6611_cov_33.7512",16.704226,FALSE,"none"
"NODE_26_length_6539_cov_17.5184",8.796076,FALSE,"none"
"NODE_27_length_6243_cov_34.5543",17.29146,FALSE,"none"
"NODE_28_length_6233_cov_9.09275",4.53402,FALSE,"none"
"NODE_29_length_6181_cov_26.4993",14.064,FALSE,"none"
"NODE_30_length_6045_cov_103.507",47.709454,FALSE,"none"
"NODE_31_length_6007_cov_33.2681",17.075625,FALSE,"none"
"NODE_32_length_5993_cov_38.576",19.867656,FALSE,"none"
"NODE_33_length_5962_cov_24.8976",13.032721,FALSE,"none"
"NODE_34_length_5930_cov_84.1864",43.790718,FALSE,"none"
"NODE_35_length_5920_cov_27.1388",13.165329,FALSE,"none"
"NODE_36_length_5901_cov_69.5641",34.475391,FALSE,"none"
"NODE_37_length_5868_cov_21.0418",11.387769,FALSE,"none"
"NODE_38_length_5712_cov_19.7398",10.343205,FALSE,"none"
"NODE_39_length_5614_cov_27.6138",13.842009,FALSE,"none"
"NODE_40_length_5528_cov_94.1851",49.445399,FALSE,"none"
"NODE_41_length_5506_cov_25.2612",12.688325,FALSE,"none"
"NODE_42_length_5494_cov_166.035",85.038264,FALSE,"none"
"NODE_43_length_5387_cov_33.9404",17.205809,FALSE,"none"
"NODE_44_length_5379_cov_65.7014",33.30229,FALSE,"none"
"NODE_45_length_5375_cov_28.1355",14.246277,FALSE,"none"
"NODE_46_length_5320_cov_33.7823",17.583652,FALSE,"none"
"NODE_47_length_5313_cov_10.7636",5.543966,FALSE,"none"
"NODE_48_length_5296_cov_37.0817",19.328205,FALSE,"none"
"NODE_49_length_5288_cov_42.9268",21.957073,FALSE,"none"
"NODE_50_length_5277_cov_71.8817",37.587905,FALSE,"none"
"NODE_51_length_5218_cov_35.203",19.310416,FALSE,"none"
"NODE_52_length_5218_cov_78.3169",41.034634,FALSE,"none"
"NODE_53_length_5185_cov_13.2335",6.685471,FALSE,"none"
"NODE_54_length_5173_cov_28.126",14.310236,FALSE,"none"
"NODE_55_length_5128_cov_41.5799",23.34271,FALSE,"none"
"NODE_56_length_5055_cov_349.241",20.012449,FALSE,"none"
"NODE_57_length_5042_cov_12.931",6.832043,FALSE,"none"
"NODE_58_length_5027_cov_55.3642",28.793263,FALSE,"none"
"NODE_59_length_5011_cov_36.614",18.439254,FALSE,"none"
"NODE_60_length_4949_cov_30.2895",13.262668,FALSE,"none"
"NODE_61_length_4908_cov_32.7231",16.317999,FALSE,"none"
"NODE_62_length_4900_cov_44.7862",22.725499,FALSE,"none"
"NODE_63_length_4896_cov_27.7521",14.354399,FALSE,"none"
"NODE_64_length_4873_cov_15.7042",7.838595,FALSE,"none"
"NODE_65_length_4819_cov_50.9612",26.442555,FALSE,"none"
"NODE_66_length_4734_cov_23.3426",11.879292,FALSE,"none"
"NODE_67_length_4729_cov_43.4947",21.671531,FALSE,"none"
"NODE_68_length_4616_cov_19.936",10.474583,FALSE,"none"
"NODE_69_length_4601_cov_984.104",440.748014,FALSE,"none"
"NODE_70_length_4588_cov_16.24",8.306452,FALSE,"none"
"NODE_71_length_4585_cov_45.5998",23.367573,FALSE,"none"
"NODE_72_length_4549_cov_85.4947",46.481767,FALSE,"none"
"NODE_73_length_4520_cov_22.7212",11.510072,FALSE,"none"
"NODE_74_length_4455_cov_34.945",17.795499,FALSE,"none"
"NODE_75_length_4452_cov_41.3743",20.670879,FALSE,"none"
"NODE_76_length_4424_cov_14.3033",7.315789,FALSE,"none"
"NODE_77_length_4400_cov_41.2364",21.194602,FALSE,"none"
"NODE_78_length_4369_cov_44.3931",22.764517,FALSE,"none"
