94	PRJNA515743_Guna19_NODE_6511_length_1042_cov_49.9271_1
95	ERX1787318_ERR1717084_Siegal20_NODE_2824_length_1707_cov_7.3523_1
96	SRX2884278_SRR5646669_NODE_2335_length_2229_cov_12.046_1
97	SRX2884277_SRR5646670_NODE_2762_length_2040_cov_6.85949_1
98	SRX2884277_SRR5646670_NODE_2633_length_2143_cov_7.45261_1
99	PRJNA515743_Guna19_NODE_4058_length_1816_cov_14.1073_1
100	Zhu16_SMRU1_NODE_1898_length_3466_cov_21.6989_1
101	PVX_104190
102	Zhu16_SMRU2_NODE_145_length_18058_cov_80.1521_15
103	ERX1787319_ERR1717085_Siegal20_NODE_2142_length_2753_cov_20.7617_1
104	Kim19_G_NODE_2247_length_1946_cov_7.24516_1
105	PVP01_0839500
106	PVX_083575
107	Zhu16_SMRU2_NODE_2470_length_2218_cov_9.27832_1
108	Zhu16_SMRU1_NODE_2752_length_1910_cov_8.91752_1
109	Kim19_T_NODE_414_length_3938_cov_9.58924_1
110	ERX1787320_ERR1717086_Siegal20_NODE_1808_length_3446_cov_13.9894_1
111	ERX1787318_ERR1717084_Siegal20_NODE_2712_length_1850_cov_12.6797_1
112	Zhu16_SMRUmix_NODE_3602_length_1390_cov_14.3446_1
113	ERX1787318_ERR1717084_Siegal20_NODE_259_length_13943_cov_69.8405_1
114	PRJNA515743_Guna19_NODE_2734_length_2977_cov_20.9606_1
115	PVP01_1273100
116	PVP01_1272200
117	SRX2884278_SRR5646669_NODE_2107_length_2419_cov_26.9719_1
118	SRX5158495_SRR8347532_NODE_525_length_1778_cov_11.7771_1
119	PVP01_1201300
120	Zhu16_SMRUmix_NODE_3216_length_1637_cov_24.1498_1
121	ERX1787321_ERR1717087_Siegal20_NODE_1595_length_4016_cov_4.47109_1
122	Zhu16_SMRU1_NODE_3003_length_1633_cov_17.185_1
123	PRJNA515743_Guna19_NODE_2350_length_3512_cov_30.8536_2
124	PVP01_0004340
125	ERX2560127_ERR2541709_Cheng19_NODE_4530_length_779_cov_5.15193_1
126	ERX1787321_ERR1717087_Siegal20_NODE_2197_length_2403_cov_4.46252_1
127	SRX2884277_SRR5646670_NODE_1715_length_3002_cov_10.6127_1
128	Kim19_J_NODE_532_length_4246_cov_34.1828_1
129	ERX1787318_ERR1717084_Siegal20_NODE_1791_length_3680_cov_17.5451_1
130	PVP01_0101400
131	PVP01_1201200
132	Kim19_N_NODE_1098_length_3010_cov_13.6782_1
133	Zhu16_SMRUmix_NODE_2848_length_1994_cov_9.61269_2
134	PVP01_0500300
135	PVP01_0007720
136	SRX5158495_SRR8347532_NODE_347_length_2205_cov_14.3803_1
137	SRX2884276_SRR5646671_NODE_3339_length_1049_cov_6.85335_1
138	SRX2884278_SRR5646669_NODE_1567_length_2908_cov_5.832_2
139	Kim19_D_NODE_2051_length_2490_cov_19.8991_1
140	Kim19_B_NODE_2523_length_1735_cov_6.58284_1
141	ERX1787321_ERR1717087_Siegal20_NODE_348_length_13669_cov_27.7509_6
142	Zhu16_SMRU2_NODE_1110_length_6561_cov_15.4659_2
143	Zhu16_SMRUmix_NODE_2572_length_2324_cov_16.9841_1
144	ERX1787318_ERR1717084_Siegal20_NODE_2333_length_2385_cov_11.2206_1
145	Zhu16_SMRU1_NODE_2861_length_1797_cov_13.5488_1
146	PVX_110295
147	Kim19_P_NODE_1772_length_2522_cov_8.83568_1
148	Kim19_F_NODE_1869_length_2806_cov_6.93509_1
149	Kim19_T_NODE_2357_length_1598_cov_9.26006_1
150	ERX1787321_ERR1717087_Siegal20_NODE_2849_length_1448_cov_6.01364_1
151	SRX5158495_SRR8347532_NODE_368_length_2152_cov_19.874_1
152	Zhu16_SMRU2_NODE_2805_length_1735_cov_19.4006_3
153	PVP01_0900600
154	SRX2884277_SRR5646670_NODE_2952_length_1895_cov_8.01504_1
155	Kim19_D_NODE_990_length_3968_cov_9.95349_1
156	ERX1787319_ERR1717085_Siegal20_NODE_1819_length_3535_cov_4.08678_1
157	PVP01_1148400
158	PVP01_0005160
159	ERX1787319_ERR1717085_Siegal20_NODE_3039_length_1345_cov_2.29302_1
160	Zhu16_SMRUmix_NODE_2730_length_2111_cov_13.3628_1
161	ERX1787318_ERR1717084_Siegal20_NODE_3230_length_1396_cov_6.31022_1
162	PVX_096003
163	SRX2884278_SRR5646669_NODE_1116_length_3563_cov_13.138_1
164	ERX1787318_ERR1717084_Siegal20_NODE_1994_length_3157_cov_4.36912_1
165	Zhu16_SMRUmix_NODE_4278_length_1054_cov_7.61161_1
166	Kim19_T_NODE_1870_length_1907_cov_21.032_1
167	PVP01_0624100
168	Kim19_D_NODE_3949_length_1270_cov_21.3719_1
169	SRX2884276_SRR5646671_NODE_366_length_3722_cov_24.3876_1
170	PVP01_0002530
171	ERX1787318_ERR1717084_Siegal20_NODE_2880_length_1655_cov_14.4875_1
172	Kim19_J_NODE_2145_length_2022_cov_7.05128_1
173	PVP01_0403300
174	Zhu16_SMRU2_NODE_2942_length_1598_cov_21.0013_1
175	PVX_024685
176	Kim19_N_NODE_2091_length_2040_cov_32.5511_1
177	Zhu16_SMRU2_NODE_2635_length_1967_cov_31.9571_1
178	Zhu16_SMRU1_NODE_2405_length_2442_cov_3.52283_1
179	PVX_124720
180	SRX2884278_SRR5646669_NODE_2351_length_2218_cov_15.3057_1
181	Kim19_N_NODE_2958_length_1536_cov_8.68596_1
182	PRJNA515743_Guna19_NODE_2366_length_3499_cov_245.588_1
183	Zhu16_SMRU2_NODE_1828_length_3666_cov_30.6585_1
184	ERX1787320_ERR1717086_Siegal20_NODE_2012_length_2806_cov_9.10614_2
185	Zhu16_SMRU2_NODE_3256_length_1366_cov_6.91304_1
186	Kim19_D_NODE_3735_length_1366_cov_5.34059_1
187	PRJNA515743_Guna19_NODE_2738_length_2973_cov_75.916_1
188	Kim19_P_NODE_2410_length_2062_cov_45.8132_1
189	Zhu16_SMRU2_NODE_2467_length_2219_cov_21.1095_1
190	ERX1787319_ERR1717085_Siegal20_NODE_1886_length_3382_cov_19.2979_1
191	PRJNA515743_Guna19_NODE_2642_length_3108_cov_83.6862_1
192	PVX_096910
193	PVX_096001
194	Zhu16_SMRUmix_NODE_2621_length_2253_cov_15.5833_1
195	PVP01_0009590
196	ERX1787320_ERR1717086_Siegal20_NODE_1805_length_3457_cov_23.6517_1
197	PVX_119210
198	ERX1787321_ERR1717087_Siegal20_NODE_2268_length_2268_cov_4.11432_1
199	Zhu16_SMRU1_NODE_2198_length_2823_cov_10.5022_1
200	Kim19_D_NODE_2650_length_2009_cov_41.8649_1
201	PRJNA515743_Guna19_NODE_3422_length_2268_cov_21.7894_1
202	PVX_241290
203	PVX_086860
204	PVP01_1148300
205	Kim19_T_NODE_1045_length_2666_cov_5.86702_2
206	PVP01_0200200
207	SRX2884278_SRR5646669_NODE_223_length_6560_cov_22.6223_1
208	PVP01_0600400
209	PVP01_0218000
210	Kim19_O_NODE_675_length_3926_cov_9.78012_1
211	ERX1787321_ERR1717087_Siegal20_NODE_1632_length_3921_cov_13.4229_1
212	Kim19_N_NODE_1355_length_2692_cov_11.0906_1
213	SRX2884278_SRR5646669_NODE_2674_length_1975_cov_12.9861_1
214	Kim19_D_NODE_3619_length_1422_cov_9.75162_1
215	Zhu16_SMRU2_NODE_2428_length_2279_cov_38.6376_1
216	Zhu16_SMRU2_NODE_2989_length_1552_cov_7.08083_2
217	PVX_090335
218	PRJNA515743_Guna19_NODE_2521_length_3267_cov_68.8804_1
219	Kim19_F_NODE_4966_length_950_cov_9.4024_1
220	ERX1787321_ERR1717087_Siegal20_NODE_1878_length_3187_cov_5.70083_1
221	ERX1787318_ERR1717084_Siegal20_NODE_2706_length_1853_cov_16.505_1
222	Kim19_D_NODE_952_length_4030_cov_17.0333_1
223	Kim19_N_NODE_1515_length_2523_cov_11.9124_1
224	Kim19_J_NODE_2868_length_1505_cov_3.73505_1
225	PRJNA515743_Guna19_NODE_3735_length_2016_cov_127.024_1
226	ERX1787321_ERR1717087_Siegal20_NODE_1896_length_3139_cov_8.94844_2
227	PVP01_1272300
228	Kim19_K_NODE_1493_length_1030_cov_2.30191_1
229	PVP01_0120100
230	Kim19_C_NODE_4320_length_1337_cov_16.0514_1
231	Kim19_T_NODE_3081_length_1257_cov_6.49755_1
232	Kim19_B_NODE_2478_length_1758_cov_7.82899_1
233	PVP01_0301300
234	Kim19_C_NODE_855_length_5381_cov_23.9516_3
235	PVX_017140
236	C390_comp4006_c0_seq1_1
237	Kim19_O_NODE_582_length_4146_cov_13.5784_1
238	Kim19_N_NODE_777_length_3522_cov_21.65_1
239	Kim19_F_NODE_2166_length_2494_cov_3.3848_1
240	SRX2884276_SRR5646671_NODE_2610_length_1355_cov_13.3729_1
241	SRX2884278_SRR5646669_NODE_1021_length_3748_cov_8.8786_1
242	PVP01_0005430
243	Zhu16_SMRU1_NODE_1684_length_4045_cov_5.67419_1
244	PVP01_0101600
245	PVP01_0003060
246	Kim19_C_NODE_2809_length_2287_cov_4.35892_1
247	Zhu16_SMRUmix_NODE_3159_length_1686_cov_12.4813_1
248	Kim19_P_NODE_2159_length_2223_cov_7.0242_1
249	PVP01_0534500
250	PRJNA515743_Guna19_NODE_4477_length_1624_cov_32.1409_1
251	PVP01_0000960
252	ERX1787321_ERR1717087_Siegal20_NODE_2979_length_1347_cov_10.9118_1
253	PRJNA515743_Guna19_NODE_4504_length_1615_cov_18.8038_1
254	Zhu16_SMRU2_NODE_2787_length_1756_cov_12.0964_1
255	ERX1787319_ERR1717085_Siegal20_NODE_2687_length_1726_cov_13.2729_1
256	SRX2884277_SRR5646670_NODE_2428_length_2325_cov_36.2474_1
257	PVP01_0217300
258	Zhu16_SMRU1_NODE_2427_length_2384_cov_15.1683_1
259	ERX2560127_ERR2541709_Cheng19_NODE_2439_length_1090_cov_7.6744_1
260	PVP01_0838500
261	PRJNA515743_Guna19_NODE_3478_length_2220_cov_35.46_1
262	ERX1787321_ERR1717087_Siegal20_NODE_2375_length_2069_cov_6.58391_1
263	PVX_093720
264	Zhu16_SMRU2_NODE_2890_length_1658_cov_6.79039_1
265	Kim19_T_NODE_2841_length_1357_cov_6.33157_1
266	Kim19_N_NODE_1701_length_2336_cov_15.4485_1
267	Kim19_T_NODE_2426_length_1556_cov_5.46553_1
268	ERX1787318_ERR1717084_Siegal20_NODE_2450_length_2198_cov_8.93327_1
269	Kim19_B_NODE_1821_length_2192_cov_17.5229_1
270	SRX2884278_SRR5646669_NODE_1255_length_3346_cov_8.43103_1
271	Zhu16_SMRUmix_NODE_155_length_14863_cov_82.1392_14
272	Kim19_P_NODE_2636_length_1917_cov_41.6375_1
273	PVX_007085
274	Kim19_G_NODE_2949_length_1578_cov_8.47832_1
275	Kim19_D_NODE_3705_length_1383_cov_7.69852_1
276	Zhu16_SMRUmix_NODE_1904_length_3528_cov_16.5946_1
277	PVP01_0002210
278	PVX_004537
279	PRJNA515743_Guna19_NODE_2390_length_3462_cov_19.7858_1
280	Kim19_G_NODE_783_length_3434_cov_12.085_1
281	ERX2560129_ERR2541711_Cheng19_NODE_728_length_1970_cov_8.72272_1
282	ERX1787320_ERR1717086_Siegal20_NODE_2235_length_2302_cov_14.4108_1
283	Kim19_D_NODE_1097_length_3711_cov_13.6512_1
284	PVX_103155
285	SRX2884276_SRR5646671_NODE_457_length_3451_cov_20.9415_1
286	PVP01_0010520
287	ERX2560131_ERR2541713_Cheng19_NODE_1170_length_1254_cov_7.06505_1
288	PVP01_0949700
289	Zhu16_SMRU2_NODE_1821_length_3676_cov_10.435_1
290	ERX1787319_ERR1717085_Siegal20_NODE_2261_length_2431_cov_18.8737_1
291	ERX1787320_ERR1717086_Siegal20_NODE_2050_length_2723_cov_43.6136_1
292	ERX1787321_ERR1717087_Siegal20_NODE_2731_length_1555_cov_4.00533_1
293	Kim19_D_NODE_3392_length_1530_cov_4.92452_1
294	Kim19_P_NODE_623_length_4167_cov_83.2697_4
295	PVX_015635
296	Zhu16_SMRU2_NODE_2329_length_2449_cov_30.2318_1
297	Kim19_D_NODE_3050_length_1732_cov_10.0759_1
298	Zhu16_SMRU1_NODE_2653_length_2039_cov_26.2223_1
299	PVP01_0950200
300	Kim19_U_NODE_677_length_1069_cov_8.24807_1
301	Kim19_D_NODE_3629_length_1418_cov_12.4563_1
302	Kim19_I_NODE_595_length_1885_cov_10.3564_1
303	Kim19_D_NODE_3757_length_1356_cov_5.32351_1
304	PVX_102640
305	PVP01_1101000
306	ERX1787321_ERR1717087_Siegal20_NODE_1003_length_6856_cov_10.4546_4
307	Kim19_P_NODE_3025_length_1698_cov_42.9526_1
308	ERX1787318_ERR1717084_Siegal20_NODE_2058_length_3032_cov_63.4595_1
309	PVP01_0839900
310	PVP01_0005570
311	SRX2884278_SRR5646669_NODE_5545_length_735_cov_17.7379_1
312	Zhu16_SMRUmix_NODE_2017_length_3291_cov_12.7423_1
313	ERX1787318_ERR1717084_Siegal20_NODE_2479_length_2148_cov_18.9484_1
314	PVP01_0009810
315	Kim19_C_NODE_855_length_5381_cov_23.9516_1
316	Zhu16_SMRUmix_NODE_2274_length_2813_cov_12.0265_1
317	Zhu16_SMRU2_NODE_2163_length_2809_cov_27.1202_1
318	Zhu16_SMRU2_NODE_3472_length_1225_cov_25.8547_1
319	Kim19_F_NODE_1330_length_3549_cov_8.72327_1
320	SRX5158495_SRR8347532_NODE_465_length_1920_cov_50.5215_1
321	PVX_107235
322	SRX2884277_SRR5646670_NODE_568_length_5361_cov_12.8425_2
323	Kim19_F_NODE_3089_length_1822_cov_24.5819_2
324	SRX2884276_SRR5646671_NODE_936_length_2568_cov_17.1653_1
325	Kim19_N_NODE_3160_length_1449_cov_7.74859_1
326	Zhu16_SMRU1_NODE_2411_length_2432_cov_9.76273_1
327	PVP01_0423700
328	SRX2884277_SRR5646670_NODE_1519_length_3283_cov_16.6449_2
329	ERX1787320_ERR1717086_Siegal20_NODE_1810_length_3436_cov_22.6525_1
330	Kim19_O_NODE_1941_length_2246_cov_7.35743_1
331	C886_comp52253_c0_seq1_1
332	Kim19_U_NODE_375_length_1448_cov_5.42403_1
333	PVX_106220
334	Kim19_C_NODE_2893_length_2222_cov_6.95569_1
335	PVX_086890
336	PVP01_0004350
337	SRX2884277_SRR5646670_NODE_2477_length_2274_cov_14.3632_1
338	PVP01_0533600
339	Kim19_D_NODE_1629_length_2934_cov_6.88452_2
340	SRX2884278_SRR5646669_NODE_5547_length_735_cov_2.88034_1
341	Kim19_J_NODE_1258_length_2875_cov_13.506_1
342	PVP01_0120500
343	PVP01_0218200
344	ERX1787320_ERR1717086_Siegal20_NODE_2766_length_1451_cov_5.21705_1
345	ERX1787321_ERR1717087_Siegal20_NODE_3018_length_1314_cov_5.2923_1
346	ERX1787319_ERR1717085_Siegal20_NODE_2679_length_1742_cov_1.8441_1
347	Kim19_I_NODE_479_length_2106_cov_7.02653_1
348	ERX1787319_ERR1717085_Siegal20_NODE_2012_length_3050_cov_3.80534_1
349	PRJNA515743_Guna19_NODE_3849_length_1947_cov_25.2368_1
350	ERX2560129_ERR2541711_Cheng19_NODE_259_length_2913_cov_14.7005_1
351	Zhu16_SMRUmix_NODE_2835_length_2009_cov_43.7462_1
352	Zhu16_SMRU2_NODE_2243_length_2627_cov_64.6551_1
353	Zhu16_SMRU1_NODE_2477_length_2308_cov_49.0586_1
354	ERX2560131_ERR2541713_Cheng19_NODE_3474_length_750_cov_2.0777_1
355	PVP01_0006960
356	ERX2560129_ERR2541711_Cheng19_NODE_5079_length_725_cov_8.81343_1
357	Kim19_F_NODE_3758_length_1438_cov_11.7623_1
358	PVP01_0002050
359	SRX2884278_SRR5646669_NODE_1528_length_2952_cov_14.3727_1
360	Zhu16_SMRU2_NODE_2174_length_2781_cov_6.81878_1
361	PVX_005050
362	PVX_083580
363	PVX_101630
364	PVX_003510
365	PRJNA515743_Guna19_NODE_2695_length_3033_cov_36.2918_1
366	PVX_097525
367	PRJNA515743_Guna19_NODE_2634_length_3118_cov_126.165_2
368	Kim19_J_NODE_2129_length_2035_cov_27.4281_1
369	SRX2884277_SRR5646670_NODE_2044_length_2654_cov_36.6436_1
370	PVP01_0007220
371	PVP01_1272400
372	PVX_107740
373	ERX1787321_ERR1717087_Siegal20_NODE_3133_length_1207_cov_3.68056_1
374	Kim19_P_NODE_2424_length_2050_cov_24.3743_1
375	PRJNA515743_Guna19_NODE_2904_length_2767_cov_52.1401_1
376	ERX1787320_ERR1717086_Siegal20_NODE_2487_length_1840_cov_27.7154_1
377	Kim19_F_NODE_3679_length_1474_cov_9.13532_1
378	Kim19_C_NODE_2153_length_2948_cov_18.5664_1
379	Zhu16_SMRU2_NODE_2414_length_2300_cov_5.45969_2
380	Zhu16_SMRU1_NODE_3407_length_1277_cov_8.28151_1
381	Kim19_G_NODE_1438_length_2572_cov_13.4974_1
382	Zhu16_SMRU1_NODE_3338_length_1328_cov_16.4847_1
383	Kim19_O_NODE_2281_length_1981_cov_12.8013_1
384	PVX_077695
385	PRJNA515743_Guna19_NODE_3824_length_1963_cov_78.7296_1
386	Kim19_E_NODE_883_length_812_cov_2.55327_1
387	Zhu16_SMRU1_NODE_2989_length_1646_cov_28.8611_1
388	Kim19_C_NODE_3546_length_1769_cov_13.049_1
389	Kim19_O_NODE_2762_length_1660_cov_4.42532_1
390	PRJNA515743_Guna19_NODE_2342_length_3535_cov_25.5796_1
391	SRX2884276_SRR5646671_NODE_3428_length_1016_cov_17.6317_1
392	Zhu16_SMRUmix_NODE_2748_length_2096_cov_10.3729_1
393	Kim19_D_NODE_700_length_4633_cov_12.1822_1
394	Kim19_D_NODE_1729_length_2826_cov_14.8299_1
395	SRX2884278_SRR5646669_NODE_833_length_4148_cov_24.3461_1
396	ERX1787321_ERR1717087_Siegal20_NODE_2606_length_1719_cov_2.35276_1
397	Zhu16_SMRU1_NODE_2297_length_2650_cov_13.0085_1
398	PVP01_0010690
399	SRX2884276_SRR5646671_NODE_755_length_2817_cov_13.5675_1
400	PVP01_1471000
401	PVX_101565
402	Zhu16_SMRU1_NODE_3098_length_1532_cov_8.82668_1
403	PVP01_0002330
404	Zhu16_SMRU1_NODE_2418_length_2422_cov_92.2928_1
405	Zhu16_SMRU2_NODE_3780_length_1046_cov_22.446_1
406	SRX2884278_SRR5646669_NODE_1980_length_2515_cov_30.7107_1
407	Kim19_D_NODE_2158_length_2387_cov_26.1602_1
408	PRJNA515743_Guna19_NODE_3264_length_2418_cov_43.4397_1
409	PVX_124715
410	Zhu16_SMRU2_NODE_2283_length_2532_cov_45.1498_1
411	ERX1787318_ERR1717084_Siegal20_NODE_2519_length_2106_cov_17.5349_1
412	SRX2884277_SRR5646670_NODE_1377_length_3511_cov_9.60955_1
413	Zhu16_SMRU2_NODE_2550_length_2076_cov_35.8659_1
414	Kim19_O_NODE_2997_length_1509_cov_14.3347_1
415	Kim19_C_NODE_2634_length_2438_cov_17.4744_1
416	ERX1787318_ERR1717084_Siegal20_NODE_2596_length_1978_cov_11.3068_1
417	Kim19_C_NODE_3770_length_1627_cov_42.5163_1
418	Zhu16_SMRU2_NODE_2092_length_2971_cov_5.16187_2
419	Kim19_B_NODE_2276_length_1880_cov_5.16134_1
420	Zhu16_SMRU2_NODE_1614_length_4381_cov_8.14517_2
421	Kim19_O_NODE_1283_length_2907_cov_11.6799_1
422	ERX1787320_ERR1717086_Siegal20_NODE_1698_length_3855_cov_8.48026_1
423	Zhu16_SMRU2_NODE_2378_length_2366_cov_26.0169_1
424	Zhu16_SMRUmix_NODE_2788_length_2047_cov_16.8635_1
425	PVP01_0219500
426	Kim19_P_NODE_1619_length_2678_cov_81.8881_1
427	PVP01_0005950
428	Zhu16_SMRU2_NODE_4812_length_709_cov_16.789_1
429	Kim19_P_NODE_97_length_7275_cov_9.6697_3
430	Zhu16_SMRU1_NODE_2266_length_2699_cov_41.3574_1
431	Kim19_U_NODE_227_length_1785_cov_4.76484_1
432	ERX1787318_ERR1717084_Siegal20_NODE_3481_length_1250_cov_4.83933_1
433	Kim19_G_NODE_3131_length_1489_cov_25.0652_1
434	Kim19_C_NODE_1701_length_3516_cov_11.8653_1
435	Zhu16_SMRU2_NODE_2316_length_2472_cov_5.13364_1
436	PVP01_0600300
437	Kim19_G_NODE_2220_length_1963_cov_8.85596_1
438	PVX_088780
439	Kim19_C_NODE_833_length_5477_cov_17.5154_1
440	PVP01_0735300
441	ERX2560127_ERR2541709_Cheng19_NODE_700_length_1895_cov_8.42174_1
442	Kim19_C_NODE_2141_length_2959_cov_25.9005_1
443	PVP01_0220100
444	ERX1787321_ERR1717087_Siegal20_NODE_2525_length_1834_cov_3.9674_1
445	Kim19_C_NODE_2051_length_3066_cov_14.1754_1
446	PVP01_0009070
447	Kim19_J_NODE_2394_length_1829_cov_10.8263_1
448	Kim19_F_NODE_3998_length_1336_cov_5.45434_1
449	PVX_001615
450	Kim19_G_NODE_2166_length_2000_cov_11.5943_1
451	ERX1787320_ERR1717086_Siegal20_NODE_2472_length_1854_cov_3.63424_1
452	ERX1787318_ERR1717084_Siegal20_NODE_2909_length_1627_cov_8.39567_2
453	ERX1787321_ERR1717087_Siegal20_NODE_2410_length_2010_cov_3.68593_1
454	Kim19_D_NODE_250_length_6461_cov_28.1394_3
455	PVP01_0736900
456	PVP01_0002400
457	Kim19_B_NODE_1994_length_2066_cov_6.63847_1
458	ERX2560130_ERR2541712_Cheng19_NODE_895_length_1384_cov_10.7427_1
459	SRX2884278_SRR5646669_NODE_1910_length_2576_cov_22.1368_1
460	ERX1787320_ERR1717086_Siegal20_NODE_1925_length_3070_cov_6.32703_1
461	Kim19_T_NODE_1308_length_2384_cov_15.476_1
462	PVX_097540
463	ERX2560129_ERR2541711_Cheng19_NODE_1136_length_1620_cov_5.88562_1
464	PVX_115490
465	SRX2884278_SRR5646669_NODE_2695_length_1963_cov_5.6715_2
466	Kim19_D_NODE_3290_length_1588_cov_18.1299_1
467	Kim19_B_NODE_1028_length_3001_cov_5.76685_1
468	ERX1787319_ERR1717085_Siegal20_NODE_1423_length_4822_cov_17.9553_3
469	Kim19_O_NODE_476_length_4501_cov_7.35281_2
470	PVX_081850
471	PVP01_0005800
472	Zhu16_SMRUmix_NODE_4432_length_1005_cov_28.9705_1
473	PVX_086895
474	Zhu16_SMRU1_NODE_1875_length_3524_cov_11.6624_3
