UniqueCount	AmbigCount
67911	178
36942	55
8087	56
27499	64
101635	333
34225	147
13403	146
3733	11
25031	87
8542	303
4972	35
11213	39
43463	126
2106	11
3139	8
12559	85
11419	51
17492	67
18284	104
3176	4
13932	41
4595	15
18300	113
840	6
14693	23
12412	40
34921	100
34381	99
4560	114
1859	82
3480	5
2736	15
5163	9
5951	22
15989	68
4362	33
4650	27
25465	60
8145	26
2383	5
15175	47
140918	1069
9825	65
5880	60
27939	86
3784	8
1912	10
8211	14
17348	45
89896	170
42770	244
9012	8
14284	203
5940	14
4027	25
13464	26
1282	7
6832	14
18935	56
18823	190
5272	11
4847	11
30117	210
3029	27
23571	58
18642	42
13267	38
15582	68
18362	116
16110	58
2759	11
5551	13
1716	68
1724	7
8603	21
9443	24
5373	21
16402	52
6843	54
1726	118
7325	22
29728	80
5974	27
878	3
6211	31
3667	17
17441	91
4777	10
19916	65
3293	5
33929	246
18318	56
31199	65
1623	9
292	26
24294	73
7229	17
6366	131
6867	24
6516	30
20199	76
28013	76
3916	5
1469	16
9463	41
6984	14
98461	945
25865	72
11705	82
6707	27
4071	11
3149	14
1559	8
1091	16
3563	15
13293	30
22823	130
5414	24
6263	20
2597	7
9115	23
2841	9
13137	96
13945	88
1003	8
2496	71
5950	21
12517	31
974	3
7676	141
22224	46
9182	57
141	0
5432	15
696	8
5708	13
1671	3
10265	56
7108	46
2336	11
2695	9
5437	62
10645	30
920	33
19764	44
25056	63
6197	20
25799	124
8500	15
7716	20
2385	18
10387	23
4198	13
5280	71
10792	25
1860	3
2417	12
7200	24
17204	33
2530	7
2453	21
1067	7
10179	281
6498	24
10106	32
19907	188
11636	54
1053	4
9068	37
1748	30
3185	8
5549	17
4077	9
18	2
5028	17
19631	59
7632	30
26	0
8847	21
5573	8
3484	115
861	3
1203	9
8374	90
8646	23
13081	213
2484	7
4858	47
208	1
4517	55
3777	16
2907	4
3342	6
9873	64
1582	39
8470	26
1922	2
5245	14
2427	21
7319	27
1856	12
579	8
3241	12
15792	73
49	0
11992	99
4108	15
24200	57
7835	16
5480	103
66519	334
9749	65
7875	17
60976	278
4229	63
18985	33
2644	57
41502	79
20775	36
11738	37
5366	22
1860	37
25325	67
16053	89
4028	16
3866	26
1736	2
27	2
10997	54
13781	27
907	5
2462	10
7033	121
3700	19
6550	13
228	14
66	0
2172	11
6124	69
4681	17
13960	47
231	7
11267	86
1001	7
1552	12
887	1
20756	128
964	26
825	3
2313	10
4631	67
3839	59
14429	51
2267	6
27892	62
15347	178
2367	9
10669	593
2277	6
1727	3
20533	73
370	3
8400	25
30761	67
5187	17
9597	30
1726	7
6031	13
8792	112
2809	19
2369	9
8088	174
12451	38
5022	18
8001	26
4787	144
3771	4
5545	85
5821	74
1833	4
256858	604
794	3
1303	7
16883	34
8922	32
2270	10
42345	206
6289	19
6120	33
1825	7
11073	203
4181	107
1578	4
7219	48
3128	29
5954	102
3017	11
16930	30
2937	18
2337	5
434	1
14344	26
795	19
2593	14
8591	49
29125	65
16078	555
6341	33
7913	21
4180	28
16176	79
2551	28
1924	5
619	5
4681	89
22667	198
4073	18
10954	19
8641	9
2296	41
4278	13
1398	4
16136	40
27437	82
3044	7
93	2
8618	46
15858	85
1205	7
9847	48
8385	23
5021	10
2730	61
19459	192
171	2
1955	30
1179	5
26315	148
6308	18
4351	11
121	0
8038	19
3544	23
4380	10
12948	87
6316	22
1815	3
4633	53
1988	16
3351	19
1743	3
1923	5
7981	19
3261	3
10699	99
1864	3
3134	8
2193	25
15359	101
1247	1
9443	32
4383	48
1270	5
756	18
1251	3
2092	17
3556	14
7370	31
4853	10
9447	56
1025	3
17292	79
2350	4
2004	52
16516	26
17710	26
29277	141
1927	5
1833	125
2834	32
2060	12
18032	108
8087	181
2243	25
3839	44
20883	97
2058	1
11036	34
7585	9
7304	32
4314	30
10097	65
9566	111
7591	142
2339	32
7749	11
25770	82
2326	3
1735	2
34338	88
5292	137
605	2
11126	22
3187	20
5867	17
2747	9
14279	25
18175	82
752	4
201	0
154	0
19342	58
11455	32
927	46
2028	22
2318	4
1877	4
6593	18
2396	7
2183	38
997	2
339	4
9699	41
896	1
3826	148
55	0
7768	19
12474	175
2683	8
1067	150
255	3
20170	48
179	19
2469	66
28016	103
1810	24
899	13
421	10
7209	17
536	5
3206	6
7090	18
369	1
1524	13
942	2
5141	22
474	1
3847	12
1746	2
35763	100
1521	11
301	1
1278	4
921	6
5054	16
4703	21
2059	5
287	0
1085	2
274	8
1677	126
224	5
1758	15
2699	22
2584	30
14864	45
3570	5
308	18
2511	10
8344	66
14902	42
2498	26
416	1
21	1
1164	2
4426	5
10252	95
17791	60
2179	14
773	26
1770	7
17860	36
2786	18
7489	71
3402	11
912	11
2274	2
108	4
1283	7
4942	14
2642	7
8798	15
3977	36
4704	35
1042	10
584	4
9596	106
24179	39
38816	205
535	16
4358	21
2436	9
1955	5
545	14
6836	33
2278	13
26683	95
2780	8
281	4
79804	226
9686	19
67	6
10140	54
3711	10
219	1
10735	77
5802	139
10282	19
2009	7
339	4
937	12
41	0
13899	98
6265	22
1612	17
9449	300
559	80
