"Name","SRX697827_SRR1571697_TPM","SRX697828_SRR1571698_TPM","SRX697829_SRR1571699_TPM","SRX697830_SRR1571700_TPM","SRX697831_SRR1571701_TPM","SRX697832_SRR1571702_TPM","SRX697833_SRR1571703_TPM","pir","subfam"
"NODE_8249_length_308_cov_4.65613",0,0,0,0,0,0.53091,0.853943,FALSE,"noCluster"
"NODE_8250_length_308_cov_177804",575.308015,41.94619,61.859107,232.018087,155.207947,109.094165,140.095622,FALSE,"noCluster"
"NODE_8251_length_308_cov_1.56126",0,0,0,0,0.514964,1.061819,0.853799,FALSE,"noCluster"
"NODE_8252_length_307_cov_3.10317",1.294266,0.494006,0.534351,1.172088,0,0,1.28882,FALSE,"noCluster"
"NODE_8253_length_307_cov_4.19841",1.294266,0,0,0,1.554693,1.068596,1.718426,FALSE,"noCluster"
"NODE_8254_length_307_cov_1.59921",0.647133,0.988013,1.068702,0,0,0,0,FALSE,"noCluster"
"NODE_8255_length_307_cov_1.8254",0.647133,0.718817,1.068702,0,0,0.534298,0,FALSE,"noCluster"
"NODE_8256_length_307_cov_2.3254",0,1.482019,0.534351,0,1.036462,0,0.429607,FALSE,"noCluster"
"NODE_8257_length_307_cov_1.46032",0,0,0,0,0,0,2.05387,FALSE,"noCluster"
"NODE_8258_length_307_cov_1.71825",0.647133,0.494006,1.068702,0,0,0,0,FALSE,"noCluster"
"NODE_8259_length_307_cov_2.90079",1.294266,1.976025,0.534351,0,0,0,0.429607,FALSE,"noCluster"
"NODE_8260_length_307_cov_3.0754",0,1.482019,1.068702,0,0.518231,0,1.28882,FALSE,"noCluster"
"NODE_8261_length_307_cov_1.74206",2.588532,0.494006,0,0,0,0,0,FALSE,"noCluster"
"NODE_8262_length_307_cov_1.96825",0.647133,1.921937,0.534351,0,0,0,0,FALSE,"noCluster"
"NODE_8263_length_307_cov_41.5516",8.412783,11.788067,17.350044,12.300914,3.861537,1.09082,3.559135,FALSE,"noCluster"
"NODE_8264_length_307_cov_0.694444",0.647133,0,0.534351,0,0,0,0,FALSE,"noCluster"
"NODE_8265_length_307_cov_1.15873",0,0,0.534351,0,0,0.534298,0.429607,FALSE,"noCluster"
"NODE_8266_length_307_cov_1.04365",1.294266,0,0,0.586044,0,0.534298,0,FALSE,"noCluster"
"NODE_8267_length_307_cov_2.0873",0.647133,0,0,0.586044,0,0.534298,0,FALSE,"noCluster"
"NODE_8268_length_307_cov_5.76984",2.588532,0.988013,0,0.586044,1.036462,1.315644,1.390937,FALSE,"noCluster"
"NODE_8269_length_307_cov_3.15476",1.294266,0.494006,0,0,0,0.534298,0.859213,FALSE,"noCluster"
"NODE_8270_length_307_cov_128.444",13.997379,2.906375,2.377151,0.652391,4.90842,9.006957,12.741999,FALSE,"noCluster"
"NODE_8271_length_307_cov_5.11111",4.529932,1.976025,0.534351,0.586044,0.518231,0,0,FALSE,"noCluster"
"NODE_8272_length_307_cov_410.429",19.52512,12.600695,35.071949,107.721331,204.010414,105.665092,67.056236,FALSE,"noCluster"
"NODE_8273_length_307_cov_47.5952",25.852702,1.502137,9.460929,4.162667,2.072925,5.421223,9.218397,FALSE,"noCluster"
"NODE_8274_length_306_cov_1.46614",0,0,0,0,0.521536,0.537727,0.968108,FALSE,"noCluster"
"NODE_8275_length_306_cov_1.0996",1.302581,0.497248,0,0,0,0,0,FALSE,"noCluster"
"NODE_8276_length_306_cov_25.0876",0.659058,2.486239,2.151241,2.358998,0,0.537727,0,FALSE,"noCluster"
"NODE_8277_length_306_cov_0.868526",0,0.606859,0.655166,0,0,0,0,FALSE,"noCluster"
"NODE_8278_length_306_cov_1.02789",0.651291,0,0,0,0,0.537727,0,FALSE,"noCluster"
"NODE_8279_length_306_cov_2.23506",2.605163,0,0,0,0,0,1.297038,FALSE,"noCluster"
"NODE_8280_length_306_cov_0.633466",0,0,0,0,0,0,0.432346,FALSE,"noCluster"
"NODE_8281_length_306_cov_3.98805",0,0.994496,0.53781,0,0,0.537727,2.16173,FALSE,"noCluster"
"NODE_8282_length_306_cov_1.80876",0,0,0,0,1.043072,0,1.488232,FALSE,"noCluster"
"NODE_8283_length_306_cov_2.0239",0.651291,0,0.53781,0.58975,0,0.537727,0.864692,FALSE,"noCluster"
"NODE_8284_length_306_cov_349.207",109.053589,51.957482,57.248906,69.627958,76.757286,54.636083,48.200225,FALSE,"noCluster"
"NODE_8285_length_306_cov_3.46215",2.605163,0,0,1.179499,0,0,0,FALSE,"noCluster"
"NODE_8286_length_306_cov_1.57371",1.302581,0,0,0,1.043072,0,0,FALSE,"noCluster"
"NODE_8287_length_306_cov_1.22311",0.651291,0.994496,0.53781,0,0,0,0.432346,FALSE,"noCluster"
"NODE_8288_length_306_cov_89",35.351801,39.251271,21.766298,6.599195,5.081228,5.795076,6.885881,FALSE,"noCluster"
"NODE_8289_length_306_cov_4.15936",0,0.497248,0,0.58975,2.607679,2.15091,0.432346,FALSE,"noCluster"
"NODE_8290_length_306_cov_2.60956",0.751955,1.726478,0.621688,0.67936,0,0,0.997346,FALSE,"noCluster"
"NODE_8291_length_306_cov_68.6653",7.501583,2.302668,2.689051,0.698758,11.794816,21.848004,38.638036,FALSE,"noCluster"
"NODE_8292_length_306_cov_5.85259",2.605163,0.994496,1.07562,1.179499,0,0.537727,1.297038,FALSE,"noCluster"
"NODE_8293_length_306_cov_1.05976",0.651291,0,0,0,0,0,0,FALSE,"noCluster"
"NODE_8294_length_306_cov_55.7131",18.071365,18.752637,17.611316,6.520436,3.650751,2.675338,13.303658,FALSE,"noCluster"
"NODE_8295_length_306_cov_98.251",38.732034,28.573635,34.453805,17.719079,4.693822,3.131477,5.968444,FALSE,"noCluster"
"NODE_8296_length_306_cov_1.71315",0,0,0.505402,0,1.043072,1.613182,0.864692,FALSE,"noCluster"
"NODE_8297_length_306_cov_2.4502",1.302581,0,0,0,0.521536,0.537727,0,FALSE,"noCluster"
"NODE_8298_length_306_cov_18.2749",3.044875,2.983487,2.151241,1.213739,1.564607,1.136571,3.891114,FALSE,"noCluster"
"NODE_8299_length_306_cov_12.7092",0.651291,0.497248,0.53781,0.58975,0.531867,1.075455,2.156899,FALSE,"noCluster"
"NODE_8300_length_305_cov_1.652",0.655499,0,0,0,0,1.082388,0.435116,FALSE,"noCluster"
"NODE_8301_length_305_cov_1.656",1.966498,1.001049,0,0,0,0,0,FALSE,"noCluster"
"NODE_8302_length_305_cov_1.468",2.437905,0.500524,0,0,0,0,0,FALSE,"noCluster"
"NODE_8303_length_305_cov_1.836",0,0.500524,0,0,0,0.541194,1.305348,FALSE,"noCluster"
"NODE_8304_length_305_cov_3.888",2.621997,0,1.082639,0.593507,0,0,0.870232,FALSE,"noCluster"
"NODE_8305_length_305_cov_1.832",0.655499,0,0.54132,0.593507,0.524876,0.541194,0,FALSE,"noCluster"
"NODE_8306_length_305_cov_3.812",0,0,1.082639,2.374027,0.524876,1.082388,0.870232,FALSE,"noCluster"
"NODE_8307_length_305_cov_1.684",0.655499,0,0,0.593507,0,1.623582,0,FALSE,"noCluster"
"NODE_8308_length_305_cov_5.48",0.655499,0,1.819941,0.593507,1.049752,1.623582,1.305348,FALSE,"noCluster"
"NODE_8309_length_305_cov_1.28",0.655499,0,0,0,0,1.082388,0.435116,FALSE,"noCluster"
"NODE_8310_length_305_cov_3.92",3.932996,1.501573,0,0.593507,0,0.541194,0.435116,FALSE,"noCluster"
"NODE_8311_length_305_cov_85.956",9.960115,27.179129,41.004064,16.929927,9.731728,9.732246,8.82001,FALSE,"noCluster"
"NODE_8312_length_305_cov_0.732",0.655499,0,0,0,0,0,0,FALSE,"noCluster"
"NODE_8313_length_305_cov_5.58",2.621997,1.001049,1.623959,0,0.524876,1.623582,0.435116,FALSE,"noCluster"
"NODE_8314_length_305_cov_0.744",0,0.500524,0,0,0,0,0,FALSE,"noCluster"
"NODE_8315_length_305_cov_2.004",1.966498,1.001049,1.082639,0,0,0,0,FALSE,"noCluster"
"NODE_8316_length_305_cov_1.456",0,0.500524,0.54132,0,0,0,0,FALSE,"noCluster"
"NODE_8317_length_305_cov_1.888",0,0,0.595348,0,0,1.538406,0.47786,FALSE,"noCluster"
"NODE_8318_length_305_cov_2.22",0,0,0.541322,0,1.6022,1.082388,0,FALSE,"noCluster"
"NODE_8319_length_305_cov_71.556",2.620854,4.058776,21.557946,21.207122,10.253196,10.489907,15.796575,FALSE,"noCluster"
"NODE_8320_length_305_cov_13.16",2.621997,1.001049,0,2.374027,3.149256,3.247164,4.399951,FALSE,"noCluster"
"NODE_8321_length_305_cov_339.908",112.362319,107.400684,102.546539,58.047581,31.427093,17.740921,18.587259,FALSE,"noCluster"
"NODE_8322_length_305_cov_14.044",0.655499,2.002097,5.413195,0.593507,2.099504,2.164776,2.610697,FALSE,"noCluster"
"NODE_8323_length_304_cov_2.72289",0.659767,0.503834,0,0.597313,0.528254,1.089395,0.763675,FALSE,"noCluster"
"NODE_8324_length_304_cov_0.959839",0,0,1.089751,0,0.528254,0,0,FALSE,"noCluster"
"NODE_8325_length_304_cov_2.83936",0.659767,0,0,0,0,0.544698,2.627507,FALSE,"noCluster"
"NODE_8326_length_304_cov_1.47791",0,0,0.544876,0.597313,0,1.089395,0,FALSE,"noCluster"
"NODE_8327_length_304_cov_3.15261",1.319534,0.503834,0.544876,0,0,0.544698,1.313753,FALSE,"noCluster"
"NODE_8328_length_304_cov_2.65462",0,0.503834,0.544876,0.597313,1.056507,0.544698,1.313753,FALSE,"noCluster"
"NODE_8329_length_304_cov_4.39759",3.298834,1.007668,1.634627,0.597313,0,0,0.437918,FALSE,"noCluster"
"NODE_8330_length_304_cov_1.46988",0,0,0,0,0.528254,1.089395,0.437918,FALSE,"noCluster"
"NODE_8331_length_304_cov_4.77912",2.639067,0.503834,2.179502,0,0,0,0.491542,FALSE,"noCluster"
"NODE_8332_length_304_cov_3.82329",0,0.503834,2.724378,2.389253,0,0.544698,0,FALSE,"noCluster"
"NODE_8333_length_304_cov_0.815261",0.659767,1.007668,0,0,0,0,0,FALSE,"noCluster"
"NODE_8334_length_304_cov_2.57831",0.659767,1.511502,0.544876,0,0,0.544698,0.875836,FALSE,"noCluster"
"NODE_8335_length_304_cov_4.36546",3.298834,1.511502,1.089751,0.597313,0.528254,0,0,FALSE,"noCluster"
"NODE_8336_length_304_cov_4.34538",0,0,0.544876,0.597313,1.584761,0.600396,0.437918,FALSE,"noCluster"
"NODE_8337_length_304_cov_3.40964",0.631615,0,1.271997,1.79194,0.528254,0,0.437918,FALSE,"noCluster"
"NODE_8338_length_304_cov_5.6506",3.298834,1.007668,0,0,1.056507,0.544698,0.875836,FALSE,"noCluster"
"NODE_8339_length_304_cov_1.15663",0,0.584156,0.630921,0,0.610231,0.629678,0,FALSE,"noCluster"
"NODE_8340_length_304_cov_2.30522",1.979301,1.007668,0,0.597313,0,0,0,FALSE,"noCluster"
"NODE_8341_length_304_cov_1.02008",0,0,0,0.597313,0,0.544698,0,FALSE,"noCluster"
"NODE_8342_length_304_cov_1.65462",2.639067,0,0.544876,0,0,0,0,FALSE,"noCluster"
"NODE_8343_length_304_cov_5.88755",1.319534,0.78299,1.634627,1.79194,0.528254,0.544698,2.189589,FALSE,"noCluster"
"NODE_8344_length_304_cov_1.23695",0,0,0,0,0,0,0.875836,FALSE,"noCluster"
"NODE_8345_length_304_cov_0.863454",0,0.503834,0,0,0,0,0,FALSE,"noCluster"
"NODE_8346_length_304_cov_9.42972",0.659767,0,3.814129,0.597313,3.697775,2.368796,0.437918,FALSE,"noCluster"
"NODE_8347_length_304_cov_2.6747",1.319534,1.007668,0.544876,0.597313,0,0,0.437918,FALSE,"noCluster"
"NODE_8348_length_304_cov_10.6185",5.278135,1.511502,2.179502,1.194626,1.056507,1.634093,2.627507,FALSE,"noCluster"
"NODE_8349_length_304_cov_2.55422",2.639067,1.007668,1.634627,0.597313,0,0.544698,0.875836,FALSE,"noCluster"
"NODE_8350_length_304_cov_1.37349",0,1.511502,0.544876,1.194626,0,0,0,FALSE,"noCluster"
"NODE_8351_length_304_cov_2.80723",1.979301,1.511502,0,0,0,1.089395,0.437918,FALSE,"noCluster"
"NODE_8352_length_304_cov_2.39759",1.319534,1.007668,0,0.597313,0,0.544698,0.437918,FALSE,"noCluster"
"NODE_8353_length_304_cov_6.98795",4.618368,3.023003,1.634627,0,0,0,0.437918,FALSE,"noCluster"
"NODE_8354_length_304_cov_0.975904",0,0,0.544876,0,0,0.544698,0.437918,FALSE,"noCluster"
"NODE_8355_length_304_cov_1.21687",0.659767,0,0,0.597313,0,0,0,FALSE,"noCluster"
"NODE_8356_length_304_cov_9.70281",1.319534,0.503834,2.224766,2.477054,2.720909,0.544698,0.875836,FALSE,"noCluster"
"NODE_8357_length_304_cov_10.9317",7.700128,0.503834,2.179502,0.597313,1.584761,0.544698,3.065424,FALSE,"noCluster"
"NODE_8359_length_303_cov_1.85484",0,1.521541,0.548471,0,0,0,0.440755,FALSE,"noCluster"
"NODE_8360_length_303_cov_3.93952",1.331134,3.043083,0,0.601162,0,0,0,FALSE,"noCluster"
"NODE_8361_length_303_cov_5.49194",1.328183,2.025814,1.645414,3.00581,0.531677,0.531675,0,FALSE,"noCluster"
"NODE_8362_length_303_cov_2.79435",1.328183,2.028722,0,0.601162,0,0,0.440755,FALSE,"noCluster"
"NODE_8363_length_303_cov_4.03226",1.992274,0.50718,0,0.601162,0.531677,0.548243,1.76302,FALSE,"noCluster"
"NODE_8364_length_303_cov_4.5121",0,1.014361,2.193885,0.601162,0.551899,0.548243,0.440755,FALSE,"noCluster"
"NODE_8365_length_303_cov_1.47581",0.664091,1.521541,0,0,0,0,0,FALSE,"noCluster"
"NODE_8366_length_303_cov_6.90726",3.984549,0.50718,1.096943,0,0,1.096487,1.322265,FALSE,"noCluster"
"NODE_8367_length_303_cov_1.87903",0.664091,1.014361,0,0,0,0.548243,0.440755,FALSE,"noCluster"
"NODE_8368_length_303_cov_2.84274",1.328183,0.50718,0.548471,0.601162,0,0.548243,1.322265,FALSE,"noCluster"
"NODE_8369_length_303_cov_1.42339",0,0,1.096943,0,0,0.548243,0.440755,FALSE,"noCluster"
"NODE_8370_length_303_cov_17.1411",8.186684,3.550263,1.645414,2.603248,1.063354,0.678847,2.703578,FALSE,"noCluster"
"NODE_8371_length_303_cov_4.22177",0,1.043208,0,1.803486,0,0.57981,0.88151,FALSE,"noCluster"
"NODE_8372_length_303_cov_10.5806",4.576917,7.032972,1.516633,0,0.730869,0.755274,2.840604,FALSE,"noCluster"
"NODE_8373_length_303_cov_27.8145",10.625464,8.69636,7.833828,6.68561,5.327121,2.741217,3.966794,FALSE,"noCluster"
"NODE_8374_length_303_cov_8.27419",4.64864,0.50718,0.548471,0,0.531677,0.548243,3.526039,FALSE,"noCluster"
"NODE_8375_length_302_cov_0.931174",0,0,0,0,0,0.551837,0.443633,FALSE,"noCluster"
"NODE_8376_length_302_cov_3.34818",2.005395,1.02114,0,0.605056,0.535148,0,0.443633,FALSE,"noCluster"
"NODE_8377_length_302_cov_3.53846",0.668465,2.042279,0,0.605056,1.540986,0.551837,0.443633,FALSE,"noCluster"
"NODE_8378_length_302_cov_1.11741",0.668465,0,1.104209,0,0,0,0,FALSE,"noCluster"
"NODE_8379_length_302_cov_1.2996",1.33693,0,0,0,0,1.103675,0,FALSE,"noCluster"
"NODE_8380_length_302_cov_2.02834",0,0.51057,0.552105,0,0,0.551837,1.3309,FALSE,"noCluster"
"NODE_8381_length_302_cov_4.55466",0.668465,1.531709,2.760524,0.605056,0.535148,1.431483,1.3309,FALSE,"noCluster"
"NODE_8382_length_302_cov_11.0243",2.673859,4.100407,1.780105,1.299534,2.441032,0,0.447625,FALSE,"noCluster"
"NODE_8383_length_302_cov_5.59919",0,0,1.104209,1.244357,0.535148,0,1.201636,FALSE,"noCluster"
"NODE_8384_length_302_cov_5.40486",4.679254,1.531709,1.656314,0.605056,0,0,0.443633,FALSE,"noCluster"
"NODE_8385_length_302_cov_9.12955",2.016403,0.512809,2.224221,0.607542,0.537422,0.558285,0.891695,FALSE,"noCluster"
"NODE_8386_length_302_cov_59.2024",0.732877,0,3.922888,0.748488,2.391648,6.354684,3.111443,FALSE,"noCluster"
"NODE_8387_length_302_cov_5.5587",1.33693,1.02114,0,0.605056,1.070295,1.103675,2.218167,FALSE,"noCluster"
"NODE_8388_length_302_cov_8.08502",8.690043,1.531709,0.552105,1.210112,0,1.103675,1.3309,FALSE,"noCluster"
"NODE_8389_length_302_cov_7.55061",4.010789,1.02114,0,0,0,0.551837,1.3309,FALSE,"noCluster"
"NODE_8390_length_302_cov_74.4332",26.715065,28.144325,21.56143,10.589819,4.740641,4.414699,4.434251,FALSE,"noCluster"
"NODE_8391_length_302_cov_3.417",2.005395,0.51057,0.552105,0,0,0,0.443633,FALSE,"noCluster"
"NODE_8392_length_302_cov_830.085",406.924978,230.68559,179.05066,127.094223,99.490902,79.380734,119.663939,FALSE,"noCluster"
"NODE_8393_length_302_cov_34.004",11.548215,8.590095,7.489263,3.73804,2.697851,2.234514,1.774534,FALSE,"noCluster"
"NODE_8394_length_302_cov_27.0445",10.695438,3.063419,2.208419,3.025281,1.605443,4.966536,5.323602,FALSE,"noCluster"
"NODE_8395_length_302_cov_6.7166",1.33693,0,0.552105,0.605056,0.535148,0.551837,0.443633,FALSE,"noCluster"
"NODE_8397_length_302_cov_17109.6",2820.050337,2902.240994,2928.906185,3237.866397,3181.088756,3264.076033,3034.233176,FALSE,"noCluster"
"NODE_8398_length_301_cov_0.934959",0,0.514004,0,0,0,0.555478,0.446553,FALSE,"noCluster"
"NODE_8399_length_301_cov_1.12195",0,0.514004,0.555784,0.609001,0,0,0.446553,FALSE,"noCluster"
"NODE_8400_length_301_cov_1.12195",0.672886,0,0,0,0,0.555478,0.446553,FALSE,"noCluster"
"NODE_8401_length_301_cov_1.82927",1.345772,0,1.111569,0,0,0,0.446553,FALSE,"noCluster"
"NODE_8402_length_301_cov_1.85366",0,0.514004,0,0.609001,1.077319,0,0.446553,FALSE,"noCluster"
"NODE_8403_length_301_cov_1.11382",0,0.514004,0.555784,0,0,0.555478,0,FALSE,"noCluster"
"NODE_8404_length_301_cov_2.04878",2.018658,0,0,0,0,1.110957,0.446553,FALSE,"noCluster"
"NODE_8405_length_301_cov_1.56504",0,1.028008,0.555784,0.609001,0,0,0.446553,FALSE,"noCluster"
"NODE_8406_length_301_cov_1.65041",0,0.514004,1.143437,0.609001,0,0,0,FALSE,"noCluster"
"NODE_8407_length_301_cov_4.76829",0,0.514004,0,1.196735,2.693298,2.284271,0,FALSE,"noCluster"
"NODE_8408_length_301_cov_1.0122",0.672886,1.028008,0,0,0,0,0,FALSE,"noCluster"
"NODE_8409_length_301_cov_9.7439",6.265275,5.741227,0.613625,1.218001,0.53866,0.550921,0,FALSE,"noCluster"
"NODE_8410_length_301_cov_4",0,0.514004,0,1.218001,0.53866,1.666435,2.232765,FALSE,"noCluster"
"NODE_8411_length_301_cov_1.32114",1.345772,0,0,0,0,0,0.446553,FALSE,"noCluster"
"NODE_8412_length_301_cov_3.96748",0,0.514004,1.667353,1.277955,0.53866,0,0,FALSE,"noCluster"
"NODE_8413_length_301_cov_1.19919",0.672886,0,1.111569,0,0,0,0,FALSE,"noCluster"
"NODE_8414_length_301_cov_1.56098",1.345772,0,0,0.609001,0.53866,0,0.446553,FALSE,"noCluster"
"NODE_8415_length_301_cov_5.17886",2.80519,0,2.778922,0.609001,0,0.555478,0,FALSE,"noCluster"
"NODE_8416_length_301_cov_4.64228",6.72886,2.056016,0,0.609001,0,1.110957,0,FALSE,"noCluster"
"NODE_8417_length_301_cov_1.99593",0.672886,0,0,0,0.655481,0,0,FALSE,"noCluster"
"NODE_8418_length_301_cov_29.0163",3.190693,3.024654,7.780982,4.263004,3.405257,5.005743,4.271867,FALSE,"noCluster"
"NODE_8419_length_301_cov_3.27236",0,0,3.334707,1.218001,0,0,0,FALSE,"noCluster"
"NODE_8420_length_300_cov_0.75102",0,0,0,0,0,0.559161,0.899017,FALSE,"noCluster"
"NODE_8421_length_300_cov_1.12653",0,0,0,0.612997,0,0.559161,0.449509,FALSE,"noCluster"
"NODE_8422_length_300_cov_1.12653",0.677363,0.517484,0.559515,0,0,0.559161,0,FALSE,"noCluster"
"NODE_8423_length_300_cov_2.09796",0,0,0.559515,0,1.084431,0,1.348526,FALSE,"noCluster"
"NODE_8424_length_300_cov_1.8449",0,0.517484,0.559515,0.612997,0,1.118322,0.449509,FALSE,"noCluster"
"NODE_8425_length_300_cov_4.06939",2.709453,1.552451,1.636003,0.612997,0,0,0,FALSE,"noCluster"
"NODE_8426_length_300_cov_1.3102",0,0,1.678544,0,0,0,0.449509,FALSE,"noCluster"
"NODE_8427_length_300_cov_0.742857",1.354727,0,0,0,0,0,0,FALSE,"noCluster"
"NODE_8428_length_300_cov_2.85306",2.03209,0.517484,0,0,1.084431,0,0.899017,FALSE,"noCluster"
"NODE_8429_length_300_cov_1.02857",1.354727,0,0,0,0,0,0,FALSE,"noCluster"
"NODE_8430_length_300_cov_3.66122",1.354727,0,0,1.225994,0,0.559161,0.450754,FALSE,"noCluster"
"NODE_8431_length_300_cov_2.20816",2.03209,1.034968,0,0,0,0.559161,0.449509,FALSE,"noCluster"
"NODE_8432_length_300_cov_0.755102",0,0,0,0,0,0.559161,0,FALSE,"noCluster"
"NODE_8433_length_300_cov_5.8898",4.06418,1.034968,0,0,0.542216,0,1.348526,FALSE,"noCluster"
"NODE_8434_length_300_cov_1.19592",0,0,0.559515,0,0,0,0.899017,FALSE,"noCluster"
"NODE_8435_length_300_cov_9.79592",0.708712,2.587419,0.559515,1.225994,2.711078,2.562095,3.954882,FALSE,"noCluster"
"NODE_8436_length_300_cov_17.1755",2.068689,4.657384,1.702892,1.225994,1.084431,1.700573,1.348526,FALSE,"noCluster"
"NODE_8438_length_300_cov_1.48571",0.677363,0,0.559515,0,0.542216,0,0.449509,FALSE,"noCluster"
"NODE_8439_length_299_cov_2.37705",0,1.042018,0,0,0.54582,0.562888,0.904998,FALSE,"noCluster"
"NODE_8440_length_299_cov_2.63934",0.681902,2.605045,0.56329,0,0,0,0,FALSE,"noCluster"
"NODE_8441_length_299_cov_1.69262",1.363804,0.521009,0.56329,0,0,0,0.452499,FALSE,"noCluster"
"NODE_8442_length_299_cov_3.01639",0,2.084036,1.12658,0,0,0.562888,0.452499,FALSE,"noCluster"
"NODE_8443_length_299_cov_0.754098",0.681902,0,0,0.617049,0,0.562888,0,FALSE,"noCluster"
"NODE_8444_length_299_cov_1.64754",0,0,0,0,0,0.562888,0.904998,FALSE,"noCluster"
"NODE_8445_length_299_cov_1.11066",0,0,0,0,0.54582,0.562888,0.452499,FALSE,"noCluster"
"NODE_8446_length_299_cov_1.21311",0,0,0,0.617049,0.54582,0.562888,0.452499,FALSE,"noCluster"
"NODE_8447_length_299_cov_1.4918",2.045706,0,0,0.617049,0,0,0.452499,FALSE,"noCluster"
"NODE_8448_length_299_cov_15.832",10.910433,0.521009,1.689869,1.234097,2.18328,1.688665,3.619991,FALSE,"noCluster"
"NODE_8449_length_299_cov_4.9959",1.363804,0,0.56329,0,0,1.688665,1.809996,FALSE,"noCluster"
"NODE_8450_length_299_cov_1.79098",0.681902,0,0,0.617049,0,0.562888,0.904998,FALSE,"noCluster"
"NODE_8451_length_299_cov_2.0041",1.363804,0.521009,0,0.617049,0,0,0.452499,FALSE,"noCluster"
"NODE_8452_length_299_cov_2.18443",0,1.563027,1.12658,0.617049,0,0,0.452499,FALSE,"noCluster"
"NODE_8453_length_299_cov_19.3484",4.091412,6.252108,7.886057,4.936388,3.82074,1.125776,1.809996,FALSE,"noCluster"
"NODE_8454_length_299_cov_1.39754",1.363804,1.042018,0.56329,0,0,0,0,FALSE,"noCluster"
"NODE_8455_length_299_cov_0.795082",0,0.521009,0,0,0,0,0,FALSE,"noCluster"
"NODE_8456_length_299_cov_1.19262",0.681902,0.521009,0.56329,0,0.54582,0.562888,0,FALSE,"noCluster"
"NODE_8457_length_299_cov_5.07377",0.681902,3.126054,1.689869,0.617049,0,0,0.904998,FALSE,"noCluster"
"NODE_8458_length_299_cov_1.7459",2.045706,0,0,0,0,0,0.904998,FALSE,"noCluster"
"NODE_8459_length_299_cov_10.1311",4.271215,2.605045,2.253159,0,1.63746,1.688665,1.809996,FALSE,"noCluster"
"NODE_8460_length_299_cov_4.5082",1.363804,4.689081,0.56329,0,0.54582,0,0,FALSE,"noCluster"
"NODE_8461_length_299_cov_1.90984",2.727608,1.042018,1.689869,0.617049,1.09164,0.562888,0.452499,FALSE,"noCluster"
"NODE_8462_length_299_cov_4.90984",1.147556,1.042018,1.12658,0,1.63746,1.125776,0.904998,FALSE,"noCluster"
"NODE_8463_length_299_cov_4.31967",0,0,1.12658,1.871187,1.63746,0.572454,0.904998,FALSE,"noCluster"
"NODE_8464_length_299_cov_4.16803",0,1.563027,1.12658,0,1.63746,0,0.452499,FALSE,"noCluster"
"NODE_8465_length_299_cov_47.082",24.692313,18.469028,12.871994,1.851146,6.00402,3.138154,2.131479,FALSE,"noCluster"
"NODE_8466_length_298_cov_1.893",0.686498,0.524577,0.567113,0,0.54947,0,0.455526,FALSE,"noCluster"
"NODE_8467_length_298_cov_3.36626",1.372995,0.524577,1.134227,1.86347,0,0,1.366577,FALSE,"noCluster"
"NODE_8468_length_298_cov_2.107",0.686498,1.573732,0,0,0,0,0.455526,FALSE,"noCluster"
"NODE_8469_length_298_cov_2.62963",1.372995,0,0,0.621157,0.54947,0,1.366577,FALSE,"noCluster"
"NODE_8470_length_298_cov_3.26749",1.372995,0,0.567113,0,0.54947,0.566669,0.458954,FALSE,"noCluster"
"NODE_8471_length_298_cov_1.69959",1.372995,1.049155,0,0,0,0.566669,0,FALSE,"noCluster"
"NODE_8472_length_298_cov_1.50617",2.059493,0,0.567113,0,0.54947,0,0,FALSE,"noCluster"
"NODE_8473_length_298_cov_1.893",1.372995,1.049155,0,0,0,0,0.455526,FALSE,"noCluster"
"NODE_8474_length_298_cov_0.925926",2.059493,0,0,0,0,0,0,FALSE,"noCluster"
"NODE_8475_length_298_cov_1.60494",1.372995,0.524577,0.567113,0,0,0.566669,0,FALSE,"noCluster"
"NODE_8476_length_298_cov_3.92593",0.686498,2.098309,1.190775,0.621157,0,0,0.455526,FALSE,"noCluster"
"NODE_8477_length_298_cov_2.02881",2.745991,1.049155,1.134227,0,0,0,0.911052,FALSE,"noCluster"
"NODE_8478_length_298_cov_1.53086",2.745991,0,0.567113,0,0,0,0.455526,FALSE,"noCluster"
"NODE_8479_length_298_cov_22.5967",3.680747,3.672041,3.969794,2.646857,5.578782,3.052826,4.798211,FALSE,"noCluster"
"NODE_8480_length_298_cov_0.814815",0,0,0.567113,0,0,0,0.455526,FALSE,"noCluster"
"NODE_8481_length_298_cov_2.12757",1.372995,0,0.567113,0,0.54947,0,0.455526,FALSE,"noCluster"
"NODE_8482_length_298_cov_2.43621",2.745991,1.049155,0,0.621157,0,0,0,FALSE,"noCluster"
"NODE_8483_length_298_cov_2.69136",1.372995,0,0,0,1.098941,0,1.366577,FALSE,"noCluster"
"NODE_8484_length_298_cov_1.70782",1.372995,0,0,0,0,0,0,FALSE,"noCluster"
"NODE_8485_length_298_cov_0.786008",0.686498,0,0,0.621157,0,0,0,FALSE,"noCluster"
"NODE_8486_length_298_cov_0.703704",1.372995,0,0,0,0,0,0,FALSE,"noCluster"
"NODE_8487_length_298_cov_56.9918",1.391187,0.524577,0.567113,1.86347,0.54947,1.133338,3.644206,FALSE,"noCluster"
"NODE_8488_length_298_cov_3.25103",2.059493,0.524577,0,0.621157,0,0.566669,1.366577,FALSE,"noCluster"
