"Name","SRX697827_SRR1571697_TPM","SRX697828_SRR1571698_TPM","SRX697829_SRR1571699_TPM","SRX697830_SRR1571700_TPM","SRX697831_SRR1571701_TPM","SRX697832_SRR1571702_TPM","SRX697833_SRR1571703_TPM","pir","subfam"
"NODE_1_length_38407_cov_50.3239",1.265881,0.931213,1.755557,6.588732,15.326197,11.902763,6.169891,FALSE,"noCluster"
"NODE_2_length_38032_cov_36.0697",2.516546,2.327479,2.424413,5.332448,9.664253,6.0973,3.825261,FALSE,"noCluster"
"NODE_3_length_37130_cov_95.5952",12.575931,13.323954,9.360909,5.767081,9.590593,13.685365,18.608959,FALSE,"noCluster"
"NODE_4_length_35512_cov_62.9902",2.84353,3.442923,9.621859,13.719291,12.593616,7.125675,6.173532,FALSE,"noCluster"
"NODE_5_length_35473_cov_118.054",6.050912,2.821737,2.483287,2.34134,27.81721,36.810537,22.391435,FALSE,"noCluster"
"NODE_6_length_35383_cov_42.7534",2.834257,5.185487,6.309834,5.501629,6.322192,5.272047,5.653095,FALSE,"noCluster"
"NODE_7_length_34966_cov_43.8681",5.621945,4.979811,5.700112,5.039474,4.428141,4.519976,7.688257,FALSE,"noCluster"
"NODE_8_length_34149_cov_62.1691",10.326881,11.434227,9.963016,5.714813,5.815617,5.958188,6.026792,FALSE,"noCluster"
"NODE_9_length_33663_cov_31.2771",2.901962,4.639021,5.07907,4.205819,5.026796,3.537836,2.397534,FALSE,"noCluster"
"NODE_10_length_32745_cov_45.786",6.429129,10.560302,10.186198,6.656405,3.038118,1.778879,1.942615,FALSE,"noCluster"
"NODE_11_length_31745_cov_121.741",7.684785,6.158401,6.373221,9.458643,25.243915,30.917667,19.954439,FALSE,"noCluster"
"NODE_12_length_31694_cov_55.7968",13.404296,12.355491,9.217606,4.387141,4.598019,3.740158,2.679881,FALSE,"noCluster"
"NODE_13_length_31304_cov_40.4394",7.607741,10.341994,8.124077,3.390313,2.282815,2.194672,2.438499,FALSE,"noCluster"
"NODE_14_length_31056_cov_47.777",7.121205,8.214836,8.874379,6.876237,4.332078,2.811827,3.415976,FALSE,"noCluster"
"NODE_15_length_30697_cov_28.6601",3.67097,2.981724,3.331583,2.742883,2.187164,3.562141,6.181788,FALSE,"noCluster"
"NODE_16_length_30368_cov_58.411",4.990518,6.717353,9.404994,13.481979,9.229226,4.714515,3.960701,FALSE,"noCluster"
"NODE_17_length_30353_cov_41.4846",4.767485,5.7259,6.289079,6.524519,6.042942,3.687627,3.970116,FALSE,"noCluster"
"NODE_18_length_29796_cov_30.4118",4.258367,5.199067,6.002884,4.472869,2.178105,1.961321,2.915522,FALSE,"noCluster"
"NODE_19_length_29143_cov_72.2824",8.682487,9.13452,9.034637,8.153643,9.716483,9.258488,8.935434,FALSE,"noCluster"
"NODE_20_length_28825_cov_73.241",2.940441,5.601322,7.402403,8.172092,22.562537,11.277621,6.220387,FALSE,"noCluster"
"NODE_21_length_27802_cov_78.3227",4.788719,10.645053,11.340789,12.230118,16.394335,9.258736,5.073127,FALSE,"noCluster"
"NODE_22_length_27056_cov_26.5293",3.174113,4.36884,5.184184,2.884346,2.009451,2.297517,3.155472,FALSE,"noCluster"
"NODE_23_length_26880_cov_46.2268",5.514052,5.301567,6.277465,5.769969,6.092934,5.406628,6.430576,FALSE,"noCluster"
"NODE_24_length_26568_cov_107.793",12.409882,13.685947,14.762944,16.916875,19.358358,11.145538,7.644718,FALSE,"noCluster"
"NODE_25_length_26560_cov_43.1285",3.671835,3.865248,5.689457,5.743435,5.507396,5.651632,7.05896,FALSE,"noCluster"
"NODE_26_length_26557_cov_33.6197",5.852189,7.36142,7.15624,3.944561,2.310891,1.756754,1.931346,FALSE,"noCluster"
"NODE_27_length_25930_cov_18.8515",2.143811,1.869656,1.580683,0.778662,1.911901,3.117786,4.550712,FALSE,"noCluster"
"NODE_28_length_25906_cov_101.196",14.843097,11.535272,8.817701,5.139087,5.625621,19.24072,22.183975,FALSE,"noCluster"
"NODE_29_length_25450_cov_36.7277",3.798651,6.608316,7.838721,5.150276,2.954786,2.674826,3.261624,FALSE,"noCluster"
"NODE_30_length_25112_cov_82.241",11.906963,12.43735,12.469473,11.587721,10.560899,8.730768,6.844252,FALSE,"noCluster"
"NODE_31_length_25105_cov_28.7924",0.657992,2.435454,6.008653,5.451329,4.458233,2.76704,3.40747,FALSE,"noCluster"
"NODE_32_length_24971_cov_71.9779",10.035032,16.69851,17.594215,10.335995,4.797439,2.573113,2.630165,FALSE,"noCluster"
"NODE_33_length_24904_cov_37.7571",3.913688,5.562908,4.931463,2.765903,3.878053,6.85261,5.017571,FALSE,"noCluster"
"NODE_34_length_24781_cov_226.431",26.591545,8.895983,7.213374,6.709165,26.038657,47.9657,68.497326,FALSE,"noCluster"
"NODE_35_length_24742_cov_69.8779",10.630619,13.200648,13.326408,10.651843,6.511172,4.938716,3.943829,FALSE,"noCluster"
"NODE_36_length_24646_cov_67.7367",2.512986,3.284716,3.599147,3.232014,20.40519,18.59862,6.981463,FALSE,"noCluster"
"NODE_37_length_24600_cov_39.0603",5.566518,6.64159,7.912284,5.214307,4.076686,2.872401,2.545752,FALSE,"noCluster"
"NODE_38_length_24447_cov_96.8397",13.608013,15.949474,17.118634,17.344595,11.370063,4.939036,3.678916,FALSE,"noCluster"
"NODE_39_length_24350_cov_22.067",0.91402,2.634879,3.283505,3.406939,3.957168,3.19163,2.049326,FALSE,"noCluster"
"NODE_40_length_24345_cov_42.7255",7.804709,6.451758,5.322866,4.000988,3.049492,3.267442,4.985871,FALSE,"noCluster"
"NODE_41_length_24277_cov_60.5505",8.962974,10.083361,10.089431,8.014601,7.004375,4.616668,6.111923,FALSE,"noCluster"
"NODE_42_length_24165_cov_31.2855",3.678597,4.25582,5.297027,4.380386,2.829335,3.019155,3.965586,FALSE,"noCluster"
"NODE_43_length_23974_cov_30.9423",3.600288,4.647292,4.524205,4.263427,4.105032,2.816063,3.503852,FALSE,"noCluster"
"NODE_44_length_23904_cov_144.439",23.638443,25.514403,24.766462,20.660756,16.548335,9.226781,9.121882,FALSE,"noCluster"
"NODE_45_length_23873_cov_41.8746",5.810827,6.755533,7.481844,6.567089,4.523663,2.935655,3.146143,FALSE,"noCluster"
"NODE_46_length_23662_cov_113.935",16.251436,19.398492,16.903257,13.380386,16.464645,11.564509,8.529178,FALSE,"noCluster"
"NODE_47_length_23498_cov_51.1354",7.271813,6.991274,7.143284,6.104129,6.547609,4.951283,5.673471,FALSE,"noCluster"
"NODE_48_length_23486_cov_39.1771",5.190566,6.399282,5.874209,4.823475,4.889091,3.434095,4.073588,FALSE,"noCluster"
"NODE_49_length_22960_cov_85.6899",13.614586,13.630038,13.297085,13.129172,10.489169,6.575036,6.013055,FALSE,"noCluster"
"NODE_50_length_22921_cov_36.6477",4.617485,6.523463,7.351675,6.104217,3.377542,2.274868,2.482003,FALSE,"noCluster"
"NODE_51_length_22846_cov_96.4503",11.699716,12.839265,14.668735,17.105661,16.322951,9.02095,5.295163,FALSE,"noCluster"
"NODE_52_length_22800_cov_36.5783",3.914938,5.425263,7.761251,6.429026,3.502532,2.706061,3.03155,FALSE,"noCluster"
"NODE_53_length_22753_cov_76.8841",13.059888,11.990264,11.594306,9.147087,9.329999,6.503059,7.561239,FALSE,"noCluster"
"NODE_54_length_22444_cov_57.6371",8.081977,9.406543,8.766269,5.676973,5.374771,6.659579,6.790471,FALSE,"noCluster"
"NODE_55_length_22393_cov_122.544",17.151059,9.332201,7.261131,6.031131,9.450164,15.828188,37.860917,FALSE,"noCluster"
"NODE_56_length_22257_cov_150.537",20.365564,20.047059,21.03894,22.239852,25.459868,16.008853,9.789074,FALSE,"noCluster"
"NODE_57_length_22180_cov_83.1562",4.424188,3.767458,10.668683,18.102316,17.454505,9.882119,9.480643,FALSE,"noCluster"
"NODE_58_length_22152_cov_50.1899",4.795283,6.200983,6.597718,9.356299,6.265845,3.38981,2.64625,FALSE,"noCluster"
"NODE_59_length_22126_cov_68.4609",9.986015,13.585857,13.041811,9.469099,6.631092,4.315198,4.109682,FALSE,"noCluster"
"NODE_60_length_22003_cov_282.1",60.205708,57.882424,46.702492,36.096828,20.660578,16.096808,15.425737,FALSE,"noCluster"
"NODE_61_length_21940_cov_76.5021",10.430893,11.006667,12.807489,12.632549,11.582612,6.701919,4.216771,FALSE,"noCluster"
"NODE_62_length_21862_cov_285.272",35.08392,28.773675,26.177974,28.344353,28.194699,46.803059,51.518291,FALSE,"noCluster"
"NODE_63_length_21815_cov_94.1838",12.912312,12.374992,11.398189,9.118416,9.363584,13.480406,15.001118,FALSE,"noCluster"
"NODE_64_length_21718_cov_73.6099",9.653776,9.800943,8.68098,6.470922,6.827308,9.674674,13.061297,FALSE,"noCluster"
"NODE_65_length_21505_cov_127.195",26.38193,32.256686,26.090828,14.224423,6.230006,3.561935,3.074387,FALSE,"noCluster"
"NODE_66_length_21475_cov_50.2852",5.803819,8.52271,8.892728,6.533115,6.500896,5.111492,3.973385,FALSE,"noCluster"
"NODE_67_length_21351_cov_73.0186",14.056107,12.940501,12.136695,8.251525,5.521013,5.390881,6.927693,FALSE,"noCluster"
"NODE_68_length_21347_cov_35.4264",3.98313,6.515924,7.223627,5.449909,3.949595,2.396269,2.149998,FALSE,"noCluster"
"NODE_69_length_21338_cov_62.6275",7.436957,5.460959,5.91703,7.169528,9.815416,7.950747,10.550278,FALSE,"noCluster"
"NODE_70_length_21296_cov_44.002",3.88633,7.133981,8.659915,5.427548,5.638978,4.756635,2.832576,FALSE,"noCluster"
"NODE_71_length_21199_cov_30.2728",5.084828,4.309347,4.502381,4.577083,3.081538,2.535147,2.719094,FALSE,"noCluster"
"NODE_72_length_20969_cov_33.3232",4.477527,4.802239,5.388102,4.752507,2.953993,2.352237,2.777231,FALSE,"noCluster"
"NODE_73_length_20813_cov_54.202",5.333802,4.445812,4.639641,5.430323,9.025075,7.870129,9.77512,FALSE,"noCluster"
"NODE_74_length_20737_cov_132.311",23.774064,24.471173,21.407952,14.235142,14.817023,12.49837,7.113509,FALSE,"noCluster"
"NODE_75_length_20736_cov_104.194",4.43101,6.13334,7.233289,7.261712,25.028716,29.419538,10.662602,FALSE,"noCluster"
"NODE_76_length_20700_cov_67.2221",10.98483,11.384977,9.987751,6.227761,6.006932,6.762091,8.439511,FALSE,"noCluster"
"NODE_77_length_20688_cov_23.4839",4.135707,4.135021,4.480079,2.827695,1.573408,1.694204,2.138322,FALSE,"noCluster"
"NODE_78_length_20656_cov_62.4906",13.276171,11.702253,9.569563,6.896472,4.507216,4.145265,5.82605,FALSE,"noCluster"
"NODE_79_length_20478_cov_16.5189",0.685088,0.935116,1.072206,0.837676,2.020768,3.605697,4.244143,FALSE,"noCluster"
"NODE_80_length_20395_cov_92.5756",15.13799,14.054451,11.724859,9.176842,7.810775,11.827641,12.057963,FALSE,"noCluster"
"NODE_81_length_20054_cov_34.3488",4.693202,5.21117,4.635348,3.941679,5.190099,3.678795,3.00941,FALSE,"noCluster"
"NODE_82_length_19898_cov_38.5751",5.351552,3.923531,4.254915,3.794068,4.2435,4.36477,6.859229,FALSE,"noCluster"
"NODE_83_length_19677_cov_91.9678",7.925209,11.202913,13.876659,13.788815,13.16721,10.690282,11.137443,FALSE,"noCluster"
"NODE_84_length_19602_cov_29.4483",5.085948,6.080852,6.038932,4.114518,1.987118,1.362332,1.486248,FALSE,"noCluster"
"NODE_85_length_19537_cov_23.5015",1.833693,1.932646,1.829,1.420829,3.785768,6.085217,3.532817,FALSE,"noCluster"
"NODE_86_length_19463_cov_59.0479",8.62527,11.632943,13.085775,7.193426,4.391796,4.428694,3.908889,FALSE,"noCluster"
"NODE_87_length_19346_cov_50.6131",8.907475,10.290882,9.987206,6.186311,3.073439,2.769412,3.584128,FALSE,"noCluster"
"NODE_88_length_19323_cov_98.6823",16.744381,18.749911,17.094218,12.088596,11.048704,6.580626,6.570372,FALSE,"noCluster"
"NODE_89_length_19288_cov_68.7023",3.869365,7.882274,11.268126,14.011742,10.577208,6.414214,6.977589,FALSE,"noCluster"
"NODE_90_length_19292_cov_33.7518",5.404992,5.760041,5.953344,5.346947,2.812318,2.196535,3.122478,FALSE,"noCluster"
"NODE_91_length_19259_cov_27.0771",4.367864,8.028744,7.235377,2.659331,0.909034,0.635994,0.652773,FALSE,"noCluster"
"NODE_92_length_19150_cov_57.3556",0.260045,0.244169,0.341807,0.657546,19.401636,19.944818,7.935611,FALSE,"noCluster"
"NODE_93_length_19145_cov_101.661",21.888937,22.321735,19.401091,12.17583,6.071975,4.709167,5.158651,FALSE,"noCluster"
"NODE_94_length_19116_cov_12.9093",0.213929,0.472578,3.801717,3.407126,1.774023,0.866386,0.894058,FALSE,"noCluster"
"NODE_95_length_19072_cov_46.5376",6.627299,8.204661,8.700853,5.699629,5.8452,3.750303,2.956225,FALSE,"noCluster"
"NODE_96_length_18951_cov_168.977",29.381974,36.079306,34.113537,22.288621,12.99502,8.064278,9.744189,FALSE,"noCluster"
"NODE_97_length_18902_cov_91.3237",12.184144,11.40096,11.753131,15.695911,11.854761,9.557924,9.919607,FALSE,"noCluster"
"NODE_98_length_18879_cov_75.6674",6.597075,7.382998,8.876383,11.213952,12.594436,9.629409,9.527751,FALSE,"noCluster"
"NODE_99_length_18873_cov_56.0441",5.355765,3.123242,3.709134,9.052049,7.95762,6.740874,12.601118,FALSE,"noCluster"
"NODE_100_length_18680_cov_98.9683",17.396132,20.243244,17.095866,14.402517,10.142416,4.916424,3.489743,FALSE,"noCluster"
"NODE_101_length_18627_cov_42.032",6.195978,5.846104,6.352402,5.733491,3.656226,3.919142,3.88893,FALSE,"noCluster"
"NODE_102_length_18502_cov_52.7029",5.569381,7.645551,8.346315,4.370931,3.004177,8.308671,8.885836,FALSE,"noCluster"
"NODE_103_length_18457_cov_45.5005",8.306919,7.186027,7.581687,7.01674,3.991848,2.292369,3.385377,FALSE,"noCluster"
"NODE_104_length_18422_cov_61.2917",7.17992,10.329053,13.696756,10.02605,5.362061,3.513481,4.312532,FALSE,"noCluster"
"NODE_105_length_18260_cov_30.5884",4.625086,6.161522,6.559868,4.627221,1.902589,1.423185,2.126861,FALSE,"noCluster"
"NODE_106_length_18255_cov_174.323",40.486948,32.811041,23.135601,14.973691,7.002291,15.036438,22.017458,FALSE,"noCluster"
"NODE_107_length_18130_cov_98.6268",14.442759,9.471875,9.572803,11.012331,12.381448,11.944632,15.74383,FALSE,"noCluster"
"NODE_108_length_18122_cov_47.4369",6.670925,9.998855,9.808439,7.246148,3.888931,2.344091,2.4474,FALSE,"noCluster"
"NODE_109_length_18114_cov_97.0185",10.782534,14.888418,17.307891,16.902433,12.597288,6.434568,6.188155,FALSE,"noCluster"
"NODE_110_length_18095_cov_54.381",6.519463,9.522523,10.663814,8.07637,5.876979,4.066814,3.208825,FALSE,"noCluster"
"NODE_111_length_18055_cov_45.4856",7.097287,6.02744,8.803891,7.320761,4.62695,3.27621,3.920934,FALSE,"noCluster"
"NODE_112_length_18028_cov_73.3836",2.518136,3.234599,3.746112,8.891736,27.122293,13.015402,6.490471,FALSE,"noCluster"
"NODE_113_length_18002_cov_124.166",21.758323,21.94106,19.724454,12.480864,14.003303,11.224166,10.135257,FALSE,"noCluster"
"NODE_114_length_17960_cov_50.7841",12.330259,12.204962,7.362152,2.965033,2.750372,3.238325,4.610135,FALSE,"noCluster"
"NODE_115_length_17801_cov_27.578",0.810044,0.62658,3.29298,8.048245,6.640882,3.157986,2.519774,FALSE,"noCluster"
"NODE_116_length_17762_cov_45.9495",3.347025,7.537268,9.879042,8.087632,4.053035,4.379502,3.345922,FALSE,"noCluster"
"NODE_117_length_17737_cov_55.4886",12.682115,7.836233,5.802031,2.497159,3.702279,7.740729,7.981132,FALSE,"noCluster"
"NODE_118_length_17614_cov_46.4216",3.451915,1.030675,0.868299,1.344624,6.138505,10.904638,14.776946,FALSE,"noCluster"
"NODE_119_length_17605_cov_37.1769",4.544046,6.314782,6.805129,4.424441,3.757444,3.294298,3.640309,FALSE,"noCluster"
"NODE_120_length_17599_cov_43.7641",4.885516,7.669254,8.565661,6.552888,4.851449,3.427371,2.993677,FALSE,"noCluster"
"NODE_121_length_17583_cov_27.9637",3.258554,4.739774,5.856245,4.436926,2.325112,1.78524,1.788911,FALSE,"noCluster"
"NODE_122_length_17583_cov_74.8235",7.771437,6.65121,7.962697,9.428054,10.25074,12.014166,11.409077,FALSE,"noCluster"
"NODE_123_length_17564_cov_51.3654",4.726734,5.180044,6.501301,7.282855,8.349143,7.294697,5.905345,FALSE,"noCluster"
"NODE_124_length_17537_cov_65.0595",2.8949,5.547995,9.204762,11.034691,14.199294,9.161245,6.303919,FALSE,"noCluster"
"NODE_125_length_17532_cov_27.3561",3.379282,5.826481,6.061365,3.537272,1.670172,1.450513,2.037122,FALSE,"noCluster"
"NODE_126_length_17514_cov_35.1237",5.074182,2.485336,1.978578,1.605295,2.063968,4.383825,11.990374,FALSE,"noCluster"
"NODE_127_length_17452_cov_46.0015",8.079682,6.192306,5.842901,3.382687,5.600995,6.266527,5.264693,FALSE,"noCluster"
"NODE_128_length_17450_cov_54.2466",9.17702,8.610049,8.473186,8.142511,5.911771,3.939499,5.133818,FALSE,"noCluster"
"NODE_129_length_17447_cov_96.5093",12.048922,13.059267,8.08654,4.063658,4.143991,17.598853,24.206689,FALSE,"noCluster"
"NODE_130_length_17412_cov_51.4243",6.63768,9.625077,10.270111,6.734327,3.989148,4.056595,4.030174,FALSE,"noCluster"
"NODE_131_length_17378_cov_35.5646",4.968465,4.996915,5.707565,5.221133,4.725857,3.104649,3.137696,FALSE,"noCluster"
"NODE_132_length_17294_cov_68.2668",10.974501,7.063258,6.578611,5.573034,11.450526,10.061073,6.800265,FALSE,"noCluster"
"NODE_133_length_17232_cov_29.1605",2.171793,5.725897,6.026248,5.19194,3.816928,1.78252,1.456748,FALSE,"noCluster"
"NODE_134_length_17227_cov_40.1456",4.214776,2.404384,1.979482,1.726759,4.618918,7.382172,11.413901,FALSE,"noCluster"
"NODE_135_length_17130_cov_40.5543",4.682136,5.201283,6.622028,5.331288,3.460945,3.429861,5.831669,FALSE,"noCluster"
"NODE_136_length_17126_cov_23.7506",3.206963,3.968715,2.875243,1.589204,2.986981,3.673165,2.728852,FALSE,"noCluster"
"NODE_137_length_17114_cov_46.7193",3.525254,2.347972,2.891246,4.152812,4.243733,10.612856,12.464164,FALSE,"noCluster"
"NODE_138_length_17113_cov_53.6435",3.052814,1.887864,2.905385,3.612714,9.284264,11.232183,12.767994,FALSE,"noCluster"
"NODE_139_length_17074_cov_41.7431",5.947323,5.676661,11.163261,3.892543,2.771101,2.859296,3.235549,FALSE,"noCluster"
"NODE_140_length_17060_cov_43.3494",3.822184,6.027627,7.516055,8.560087,7.778894,3.431548,1.950857,FALSE,"noCluster"
"NODE_141_length_16999_cov_167.991",15.281027,17.991427,25.438241,29.271558,26.209841,18.267909,18.098944,FALSE,"noCluster"
"NODE_142_length_16969_cov_36.1671",4.769705,5.976134,6.756915,5.895816,3.991923,2.765945,2.270167,FALSE,"noCluster"
"NODE_143_length_16952_cov_62.2155",2.670718,2.157696,5.481886,9.581605,13.892823,10.836546,9.645622,FALSE,"noCluster"
"NODE_144_length_16929_cov_68.0768",7.226186,6.895105,7.008962,7.36095,11.31411,10.046671,10.017539,FALSE,"noCluster"
"NODE_145_length_16894_cov_38.6367",3.150399,5.086868,6.971753,7.238497,5.371121,3.55045,3.100368,FALSE,"noCluster"
"NODE_146_length_16894_cov_75.109",13.092145,11.328683,8.44777,5.807934,7.275635,10.578169,9.714382,FALSE,"noCluster"
"NODE_147_length_16809_cov_48.6292",5.474548,6.326819,6.258253,4.879895,7.902019,5.423021,6.034561,FALSE,"noCluster"
"NODE_148_length_16765_cov_47.6661",9.713808,7.720592,9.339369,5.626477,4.354493,3.1029,3.550721,FALSE,"noCluster"
"NODE_149_length_16747_cov_65.0625",2.899279,0.866766,1.213501,1.32309,8.868646,24.467704,15.203745,FALSE,"noCluster"
"NODE_150_length_16747_cov_43.7402",8.917931,7.766059,7.599846,3.558842,2.127301,2.510329,4.508154,FALSE,"noCluster"
"NODE_151_length_16677_cov_45.9348",7.782423,7.926752,7.771073,5.971359,4.616208,3.424945,3.226785,FALSE,"noCluster"
"NODE_152_length_16669_cov_120.469",19.268849,18.739928,20.64639,16.436869,15.316178,11.21353,7.418641,FALSE,"noCluster"
"NODE_153_length_16667_cov_71.1167",13.429991,10.228403,12.791595,8.23748,5.353613,7.414873,6.577147,FALSE,"noCluster"
"NODE_154_length_16617_cov_82.5223",15.154691,14.456087,15.309258,13.670104,8.915434,4.215268,3.66051,FALSE,"noCluster"
"NODE_155_length_16592_cov_29.9002",3.284686,3.433081,3.797901,3.717786,5.165102,3.943959,3.288375,FALSE,"noCluster"
"NODE_156_length_16588_cov_694.994",6.488433,5.291184,6.63559,74.839251,228.401385,204.064865,83.843426,FALSE,"noCluster"
"NODE_157_length_16565_cov_59.9786",3.177473,3.270572,4.122658,5.264275,18.181769,13.445464,6.277684,FALSE,"noCluster"
"NODE_158_length_16527_cov_20.5951",0.855407,1.235969,1.61564,2.457352,3.841701,4.097345,3.773075,FALSE,"noCluster"
"NODE_159_length_16513_cov_81.4383",7.616689,6.531732,6.633843,6.305308,7.247177,15.466687,20.376926,FALSE,"noCluster"
"NODE_160_length_16494_cov_49.1571",6.490584,6.506372,7.316485,5.47851,5.501284,5.539879,6.185578,FALSE,"noCluster"
"NODE_161_length_16381_cov_39.0672",4.011961,6.55779,6.21417,5.218477,4.951415,3.315319,4.147164,FALSE,"noCluster"
"NODE_162_length_16370_cov_94.6805",11.847741,12.070396,14.000723,14.535938,15.54639,9.340429,6.168022,FALSE,"noCluster"
"NODE_163_length_16340_cov_165.774",20.159574,24.393505,27.556855,22.382218,22.709425,17.080747,14.589535,FALSE,"noCluster"
"NODE_164_length_16290_cov_30.9866",6.246064,6.372297,5.982383,2.68782,1.764833,1.721913,2.892039,FALSE,"noCluster"
"NODE_165_length_16240_cov_91.3609",9.014518,7.410687,8.00413,7.268514,8.554893,15.789895,21.748539,FALSE,"noCluster"
"NODE_166_length_16205_cov_61.6472",8.547181,8.705524,10.203284,8.328947,8.110545,6.397302,3.69083,FALSE,"noCluster"
"NODE_167_length_16153_cov_83.5527",13.427959,6.456874,4.817161,3.38295,4.977992,10.691804,27.19062,FALSE,"noCluster"
"NODE_168_length_16152_cov_79.6748",6.671672,4.318938,3.450211,5.517242,19.825557,14.737296,13.291989,FALSE,"noCluster"
"NODE_169_length_16032_cov_82.6394",13.403333,13.924692,11.020865,9.070375,10.489576,8.580389,6.178638,FALSE,"noCluster"
"NODE_170_length_16023_cov_33.0142",6.039607,7.484293,7.45751,4.082639,2.2096,1.405791,1.244391,FALSE,"noCluster"
"NODE_171_length_16010_cov_42.0177",1.21227,2.081262,2.836527,3.025466,11.36697,10.601545,3.627834,FALSE,"noCluster"
"NODE_172_length_15998_cov_56.1826",1.953694,1.617177,2.270987,5.346758,17.453183,13.031578,7.912005,FALSE,"noCluster"
"NODE_173_length_15912_cov_48.133",5.798711,5.063588,6.275299,5.325508,5.927955,5.376912,8.029399,FALSE,"noCluster"
"NODE_174_length_15898_cov_48.4112",5.086133,4.03281,4.350103,5.296419,4.971514,6.906319,10.988951,FALSE,"noCluster"
"NODE_175_length_15861_cov_29.6153",3.103781,6.261875,7.626607,3.890848,1.897728,1.789469,1.72042,FALSE,"noCluster"
"NODE_176_length_15779_cov_51.1945",5.953202,4.611571,6.242419,7.382302,6.801115,5.703812,8.46415,FALSE,"noCluster"
"NODE_177_length_15770_cov_22.0211",1.220652,1.172992,2.456208,3.690376,3.473475,3.046046,3.721072,FALSE,"noCluster"
"NODE_178_length_15699_cov_38.1564",3.363331,11.859442,8.171293,2.187077,1.46717,2.415863,3.486618,FALSE,"noCluster"
"NODE_179_length_15678_cov_61.3983",8.05865,8.039473,6.926889,3.533664,7.895081,12.157685,7.555184,FALSE,"noCluster"
"NODE_180_length_15672_cov_39.1352",3.218101,6.685348,7.775168,4.44085,4.100216,4.045846,3.633458,FALSE,"noCluster"
"NODE_181_length_15659_cov_56.8096",7.637728,10.427627,10.170676,9.220407,6.548065,3.490532,3.485683,FALSE,"noCluster"
"NODE_182_length_15594_cov_54.8741",3.878738,8.678775,12.023991,10.821789,6.962166,3.84428,3.260554,FALSE,"noCluster"
"NODE_183_length_15569_cov_89.4685",12.193987,10.713234,12.561723,14.338492,14.608489,9.79609,6.413695,FALSE,"noCluster"
"NODE_184_length_15561_cov_66.1873",10.289824,10.691414,9.222276,7.089909,9.185986,8.266504,5.055073,FALSE,"noCluster"
"NODE_185_length_15501_cov_31.1941",5.507214,7.380089,6.359753,3.211401,1.376405,1.701079,2.323736,FALSE,"noCluster"
"NODE_186_length_15426_cov_68.2163",10.474091,11.696939,11.97732,12.031156,6.435384,3.100851,2.663887,FALSE,"noCluster"
"NODE_187_length_15409_cov_142.92",34.888853,29.393,23.478179,19.243659,11.934126,6.562293,6.723705,FALSE,"noCluster"
"NODE_188_length_15394_cov_45.2241",7.149459,9.561054,9.359439,4.709812,2.982622,2.737421,3.230897,FALSE,"noCluster"
"NODE_189_length_15384_cov_31.8975",7.028896,6.464843,7.145953,3.080047,1.496235,1.46085,2.417105,FALSE,"noCluster"
"NODE_190_length_15373_cov_19.9177",2.202382,1.312316,1.411336,1.794702,3.027865,3.016378,4.357915,FALSE,"noCluster"
"NODE_191_length_15315_cov_94.7453",11.030386,8.57416,10.855018,16.686775,15.250364,11.791349,11.337911,FALSE,"noCluster"
"NODE_192_length_15205_cov_20.4629",1.66863,2.266821,3.244519,2.825103,2.903863,2.336197,2.727089,FALSE,"noCluster"
"NODE_193_length_15203_cov_84.7225",11.141944,8.271623,13.547674,18.584642,11.778117,8.163709,7.754509,FALSE,"noCluster"
"NODE_194_length_15156_cov_22.6476",1.152541,3.950664,4.11632,2.520698,3.567922,2.426547,1.887898,FALSE,"noCluster"
"NODE_195_length_15146_cov_74.3222",13.408044,14.543945,12.624596,10.379253,6.410552,3.679853,4.06429,FALSE,"noCluster"
"NODE_196_length_15129_cov_104.804",14.439695,18.221699,17.253065,12.905931,13.194131,8.78921,8.311129,FALSE,"noCluster"
"NODE_197_length_15126_cov_30.9472",4.427098,5.914364,5.843631,3.333556,2.21948,2.268596,2.864193,FALSE,"noCluster"
"NODE_198_length_15120_cov_117.072",13.781584,13.252095,14.223091,17.346434,24.724788,14.407612,8.325006,FALSE,"noCluster"
"NODE_199_length_14984_cov_49.567",2.260184,4.125117,6.460282,7.51689,11.241045,5.968399,4.489788,FALSE,"noCluster"
"NODE_200_length_14981_cov_223.383",39.979274,29.050913,25.876661,23.576201,23.169888,23.984281,33.588534,FALSE,"noCluster"
"NODE_201_length_14960_cov_65.3432",12.51315,9.621851,8.013107,6.495516,8.168811,7.730675,6.414372,FALSE,"noCluster"
"NODE_202_length_14944_cov_50.2814",8.158698,6.778263,6.444581,5.726976,4.210725,4.312794,8.975361,FALSE,"noCluster"
"NODE_203_length_14939_cov_56.0602",10.125121,10.789249,11.4087,7.780207,4.736023,2.876169,3.044777,FALSE,"noCluster"
"NODE_204_length_14932_cov_44.4373",8.144391,8.730146,8.8317,4.040525,2.578253,3.253573,4.241212,FALSE,"noCluster"
"NODE_205_length_14928_cov_48.9653",2.203373,2.729899,4.333391,7.11474,14.480383,8.275145,4.621131,FALSE,"noCluster"
"NODE_206_length_14783_cov_38.7021",3.558149,6.241005,6.734344,5.14744,5.447582,4.356058,3.255557,FALSE,"noCluster"
"NODE_207_length_14769_cov_41.3077",2.108389,4.772435,6.770352,8.663703,7.21079,3.802367,3.400939,FALSE,"noCluster"
