"Name","ERX2560127_ERR2541709_TPM","pir","subfam"
"NODE_1_length_9389_cov_49.7004",29.194215,FALSE,"none"
"NODE_2_length_8804_cov_21.2855",12.689836,FALSE,"none"
"NODE_3_length_8183_cov_45.3011",26.809041,FALSE,"none"
"NODE_4_length_7900_cov_24.1952",14.397414,FALSE,"none"
"NODE_5_length_7885_cov_28.5397",16.723462,FALSE,"none"
"NODE_6_length_6593_cov_42.5999",25.500183,FALSE,"none"
"NODE_7_length_6398_cov_20.3052",12.36008,FALSE,"none"
"NODE_8_length_6275_cov_23.9765",14.281739,FALSE,"none"
"NODE_9_length_6174_cov_49.3862",30.123944,FALSE,"none"
"NODE_10_length_6046_cov_463.633",269.180498,FALSE,"none"
"NODE_11_length_5948_cov_33.8549",19.791224,FALSE,"none"
"NODE_12_length_5783_cov_13.6234",8.341249,FALSE,"none"
"NODE_13_length_5724_cov_12.5809",7.736131,FALSE,"none"
"NODE_14_length_5697_cov_42.3181",25.081642,FALSE,"none"
"NODE_15_length_5511_cov_71.0466",44.098732,FALSE,"none"
"NODE_16_length_5301_cov_32.4819",19.52661,FALSE,"none"
"NODE_17_length_5247_cov_20.8898",12.275847,FALSE,"none"
"NODE_18_length_5209_cov_31.0547",18.715003,FALSE,"none"
"NODE_19_length_5198_cov_57.826",37.665108,FALSE,"none"
"NODE_20_length_5115_cov_29.7385",17.453646,FALSE,"none"
"NODE_21_length_5073_cov_29.1279",17.779846,FALSE,"none"
"NODE_22_length_5049_cov_36.7435",22.580396,FALSE,"none"
"NODE_23_length_5021_cov_24.5751",13.641512,FALSE,"none"
"NODE_24_length_4983_cov_19.3655",11.327512,FALSE,"none"
"NODE_25_length_4951_cov_25.1121",15.682337,FALSE,"none"
"NODE_26_length_4941_cov_116.027",70.054347,FALSE,"none"
"NODE_27_length_4896_cov_23.7889",14.980295,FALSE,"none"
"NODE_28_length_4873_cov_18.8543",11.305413,FALSE,"none"
"NODE_29_length_4844_cov_20.5916",12.369948,FALSE,"none"
"NODE_30_length_4740_cov_16.683",9.80721,FALSE,"none"
"NODE_31_length_4638_cov_15.1183",9.075543,FALSE,"none"
"NODE_32_length_4615_cov_21.4827",12.97946,FALSE,"none"
"NODE_33_length_4581_cov_27.888",16.878765,FALSE,"none"
"NODE_34_length_4562_cov_19.2589",11.315788,FALSE,"none"
"NODE_35_length_4544_cov_20.5302",12.067206,FALSE,"none"
"NODE_36_length_4540_cov_22.6914",14.171759,FALSE,"none"
"NODE_37_length_4529_cov_66.4564",40.08146,FALSE,"none"
"NODE_38_length_4506_cov_30.3781",18.058933,FALSE,"none"
"NODE_39_length_4501_cov_30.0812",19.429179,FALSE,"none"
"NODE_40_length_4464_cov_17.56",10.743853,FALSE,"none"
"NODE_41_length_4449_cov_29.8528",15.643271,FALSE,"none"
"NODE_42_length_4407_cov_11.1783",6.796626,FALSE,"none"
"NODE_43_length_4394_cov_13.8274",8.345194,FALSE,"none"
"NODE_44_length_4384_cov_15.8796",9.324893,FALSE,"none"
"NODE_45_length_4366_cov_17.8256",10.168236,FALSE,"none"
"NODE_46_length_4361_cov_33.3026",20.40662,FALSE,"none"
"NODE_47_length_4358_cov_21.5266",12.963939,FALSE,"none"
"NODE_48_length_4272_cov_26.6369",16.575821,FALSE,"none"
"NODE_49_length_4267_cov_30.2089",18.476598,FALSE,"none"
"NODE_50_length_4210_cov_26.9444",16.877605,FALSE,"none"
"NODE_51_length_4163_cov_24.0944",14.181803,FALSE,"none"
"NODE_52_length_4146_cov_14.3742",8.913594,FALSE,"none"
"NODE_53_length_4128_cov_16.9367",10.268001,FALSE,"none"
"NODE_54_length_4107_cov_25.2406",15.410714,FALSE,"none"
"NODE_55_length_4098_cov_11.9466",6.987454,FALSE,"none"
"NODE_56_length_4098_cov_17.5503",10.861201,FALSE,"none"
"NODE_57_length_4067_cov_35.1229",20.560549,FALSE,"none"
"NODE_58_length_4046_cov_26.2358",16.472857,FALSE,"none"
"NODE_59_length_4037_cov_16.0191",10.036191,FALSE,"none"
"NODE_60_length_4036_cov_40.1799",25.308696,FALSE,"none"
"NODE_61_length_4031_cov_13.2414",7.881784,FALSE,"none"
"NODE_62_length_4027_cov_14.644",9.288168,FALSE,"none"
"NODE_63_length_4016_cov_31.4941",19.330513,FALSE,"none"
"NODE_64_length_3993_cov_16.5452",10.831699,FALSE,"none"
"NODE_65_length_3977_cov_14.2307",11.892338,FALSE,"none"
"NODE_66_length_3949_cov_10.3893",6.452403,FALSE,"none"
"NODE_67_length_3930_cov_16.3432",9.706787,FALSE,"none"
"NODE_68_length_3928_cov_47.1621",26.701448,FALSE,"none"
"NODE_69_length_3927_cov_33.5362",19.91562,FALSE,"none"
"NODE_70_length_3926_cov_19.8799",11.691302,FALSE,"none"
"NODE_71_length_3892_cov_19.6844",11.823848,FALSE,"none"
"NODE_72_length_3883_cov_25.7821",15.561236,FALSE,"none"
"NODE_73_length_3878_cov_81.0589",47.733456,FALSE,"none"
"NODE_74_length_3864_cov_13.2875",8.341963,FALSE,"none"
"NODE_75_length_3860_cov_32.7438",19.598742,FALSE,"none"
"NODE_76_length_3852_cov_17.6784",11.246003,FALSE,"none"
"NODE_77_length_3851_cov_51.7123",33.694841,FALSE,"none"
"NODE_78_length_3814_cov_48.3557",28.645676,FALSE,"none"
"NODE_79_length_3814_cov_79.3035",49.257878,FALSE,"none"
"NODE_80_length_3813_cov_93.4258",56.294608,FALSE,"none"
"NODE_81_length_3800_cov_10.0932",6.207481,FALSE,"none"
"NODE_82_length_3785_cov_24.7442",15.476467,FALSE,"none"
"NODE_83_length_3780_cov_13.9965",8.482487,FALSE,"none"
"NODE_84_length_3775_cov_39.7438",23.238952,FALSE,"none"
"NODE_85_length_3770_cov_64.3884",38.517738,FALSE,"none"
"NODE_86_length_3765_cov_23.7927",16.579346,FALSE,"none"
"NODE_87_length_3722_cov_14.6785",9.407003,FALSE,"none"
"NODE_88_length_3715_cov_45.9645",27.000005,FALSE,"none"
"NODE_89_length_3703_cov_22.1609",13.436779,FALSE,"none"
"NODE_90_length_3698_cov_9.47269",5.977322,FALSE,"none"
"NODE_91_length_3698_cov_26.9454",16.649163,FALSE,"none"
"NODE_92_length_3679_cov_26.0353",15.751313,FALSE,"none"
"NODE_93_length_3665_cov_19.0321",11.29595,FALSE,"none"
"NODE_94_length_3652_cov_20.6441",12.250655,FALSE,"none"
"NODE_95_length_3646_cov_10.8945",6.759167,FALSE,"none"
"NODE_96_length_3643_cov_14.854",8.733502,FALSE,"none"
"NODE_97_length_3632_cov_8.17724",4.75624,FALSE,"none"
"NODE_98_length_3602_cov_38.5103",23.501621,FALSE,"none"
"NODE_99_length_3599_cov_41.6543",26.358113,FALSE,"none"
"NODE_100_length_3584_cov_18.2768",10.548273,FALSE,"none"
"NODE_101_length_3582_cov_34.1435",21.193558,FALSE,"none"
"NODE_102_length_3562_cov_9.71229",5.84766,FALSE,"none"
"NODE_103_length_3520_cov_58.4543",35.00783,FALSE,"none"
"NODE_104_length_3519_cov_40.0459",21.764229,FALSE,"none"
"NODE_105_length_3519_cov_50.1215",30.561434,FALSE,"none"
"NODE_106_length_3509_cov_26.916",16.842906,FALSE,"none"
"NODE_107_length_3508_cov_12.5395",7.470921,FALSE,"none"
"NODE_108_length_3507_cov_25.175",16.879524,FALSE,"none"
"NODE_109_length_3504_cov_17.9156",10.598892,FALSE,"none"
"NODE_110_length_3499_cov_19.8275",12.494794,FALSE,"none"
"NODE_111_length_3460_cov_24.1386",15.188815,FALSE,"none"
"NODE_112_length_3449_cov_12.1385",7.810714,FALSE,"none"
"NODE_113_length_3444_cov_20.5246",12.204474,FALSE,"none"
"NODE_114_length_3437_cov_23.1789",14.028338,FALSE,"none"
"NODE_115_length_3432_cov_10.5688",6.641193,FALSE,"none"
"NODE_116_length_3431_cov_43.1244",25.273786,FALSE,"none"
"NODE_117_length_3429_cov_17.717",11.640158,FALSE,"none"
"NODE_118_length_3422_cov_16.4116",9.740721,FALSE,"none"
"NODE_119_length_3404_cov_21.6471",13.248372,FALSE,"none"
"NODE_120_length_3402_cov_20.1858",11.826638,FALSE,"none"
"NODE_121_length_3400_cov_312.999",191.977507,FALSE,"none"
"NODE_122_length_3390_cov_32.1991",19.614983,FALSE,"none"
"NODE_123_length_3384_cov_26.3521",16.446791,FALSE,"none"
"NODE_124_length_3383_cov_27.5018",16.541201,FALSE,"none"
"NODE_125_length_3380_cov_19.5826",12.027559,FALSE,"none"
"NODE_126_length_3363_cov_23.448",14.262552,FALSE,"none"
"NODE_127_length_3363_cov_12.3295",7.74942,FALSE,"none"
"NODE_128_length_3362_cov_20.9903",13.452618,FALSE,"none"
"NODE_129_length_3355_cov_22.0448",13.361228,FALSE,"none"
"NODE_130_length_3352_cov_28.9169",17.7914,FALSE,"none"
"NODE_131_length_3347_cov_16.2694",10.121883,FALSE,"none"
"NODE_132_length_3346_cov_14.8633",9.003426,FALSE,"none"
"NODE_133_length_3326_cov_28.1807",16.748019,FALSE,"none"
"NODE_134_length_3310_cov_15.6605",9.781064,FALSE,"none"
"NODE_135_length_3305_cov_122.131",84.134525,FALSE,"none"
"NODE_136_length_3289_cov_69.7724",35.15842,FALSE,"none"
