UniqueCount	AmbigCount
5	0
0	0
0	0
0	0
11	0
10	0
2	0
1	0
6	0
12	0
0	0
32	0
0	0
18	0
57	0
0	0
11	0
3	0
48	0
4	0
48	0
8	0
0	0
0	0
2	0
15385	0
2	0
0	0
48	0
0	0
10	0
0	0
0	0
8	0
112	0
0	0
14	0
0	1
0	0
19	0
0	0
2	0
0	0
0	0
3	0
5	0
0	0
2	0
47	0
19	0
5	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
15	0
6	0
1	0
9	0
0	0
0	0
0	0
0	0
0	0
0	0
36	0
3	0
0	0
0	0
3	0
1	0
0	0
0	0
36	0
2	0
5	0
0	0
26	0
0	0
0	0
16	0
0	0
12	0
0	0
0	0
0	0
9	0
2	0
3	0
0	0
15	0
0	0
9	0
46	0
0	0
0	0
0	0
0	0
10	2
3	0
0	0
1	0
0	0
0	0
25	0
0	0
6	0
0	0
11	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
1	0
1	0
0	0
0	0
11	0
0	0
4	0
15	0
8	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
9	0
21	0
0	0
0	0
3	0
0	0
118	0
112	0
3	0
0	0
10	0
0	0
0	0
2	0
5	0
17	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
8	0
0	0
24	0
0	0
0	0
8	0
0	0
0	0
1	0
43	0
0	0
0	0
0	0
0	0
0	0
12	0
0	0
7	0
1	0
0	0
0	0
1	0
0	0
2	0
0	0
12	0
1	0
4	0
3	0
53	0
0	0
0	0
2	0
17	0
0	0
0	0
1	0
26	0
0	0
0	0
18	0
0	0
1	0
3	0
0	0
3	0
10	0
0	0
5	0
0	0
0	0
0	0
3	0
0	0
6	0
0	0
4	0
0	0
3	0
4	0
4	0
0	0
0	0
0	0
43	0
1	0
24	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
6	0
0	0
29	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
14	0
0	0
10	0
0	0
6	0
0	0
82	0
22	0
2	0
3	0
0	0
0	0
12	0
0	0
2	0
29	0
0	0
37	0
1	0
0	0
0	0
11	0
4	0
3	0
2	0
0	0
0	0
0	0
9	0
0	0
0	0
26	0
0	0
0	0
0	0
10	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
2	0
0	0
0	0
2	0
5	0
1	0
1	0
0	0
0	0
0	0
10	0
0	0
9	0
0	0
0	0
6	0
0	0
22	0
0	0
0	0
0	0
1	0
0	0
0	0
1	0
48	0
2	0
4	0
0	0
13	0
0	0
0	0
0	0
6	0
12	0
0	0
0	0
0	0
4	0
15	0
42	0
3	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
5	0
0	0
1	0
0	0
250	0
0	0
0	0
1	0
0	0
