UniqueCount	AmbigCount
12960	1
6983	1
4444	0
3650	0
4213	0
1876	2
1063	9
5129	0
1115	0
3320	2
1189	0
4158	4
1219	0
1852	0
1874	0
3225	0
754	0
1040	0
825	0
1365	0
3414	1
938	0
1449	0
1119	6
2248	0
443	0
1187	0
573	0
4965	3
1943	0
1873	0
4530	4
1446	2
5860	0
680	0
796	0
928	2
2493	2
3517	0
5103	4
2166	1
2839	0
999	0
679	0
417	0
792	4
3843	1
369	0
783	0
1811	0
3258	2
1077	0
559	0
1759	2
830	0
655	9
1017	1
450	0
763	0
1000	0
432	0
1784	1
842	0
328	0
1170	0
1493	1
2625	0
486	0
1432	2
807	0
505	0
378	0
388	0
1766	0
2890	1
576	0
907	0
1968	0
276	9
701	0
940	0
194	0
1182	0
737	0
1168	0
447	0
399	0
638	3
305	1
698	0
1362	2
285	1
786	0
579	0
970	0
6398	0
673	0
309	3
1404	0
746	0
740	2
1160	0
595	1
2811	2
656	0
644	0
967	7
958	0
5005	0
550	0
285	0
500	0
13094	57
298	0
224	0
432	0
615	0
443	0
396	0
865	0
354	1
245	0
330	1
336	0
304	0
736	0
463	0
861	0
168	0
254	1
284	9
231	0
439	0
942	2
1246	0
368	0
214	30
222	1
286	0
375	0
220	0
219	0
783	2
705	0
197	0
1317	4
503	0
927	0
736	2
172	2
1259	0
1038	0
361	1
244	0
422	1
204	0
1874	0
464	0
550	0
2424	1
3727	3
472	0
331	1
416	0
358	1
800	0
456	0
232	0
805	0
1163	4
436	5
1388	0
1303	0
708	1
391	0
936	1
706	1
608	0
403	0
525	0
616	0
230	0
442	0
1693	1
846	0
1210	0
419	0
391	0
989	0
131	0
207	0
544	0
1010	0
26641	6
229	0
348	0
3108	13
640	0
428	0
623	0
301	1
1083	6
590	0
1393	0
931	0
1298	0
151	0
399	0
705	2
159	0
635	0
644	2
206	0
486	2
190	0
275	1
276	0
271	0
672	1
299	0
450	0
846	0
524	0
1369	0
190	0
136	0
148	0
294	4
476	0
539	1
260	0
220	0
306	0
265	7
1012	0
607	1
283	0
189	0
623	0
709	2
1118	0
380	0
621	0
361	0
151	0
242	0
625	0
685	0
1315	0
586	0
407	0
567	0
527	0
692	0
242	0
296	1
508	0
222	0
1704	0
1694	0
660	1
300	0
566	0
686	0
571	0
1125	0
297	0
924	1
1013	162
514	2
136	0
318	0
907	1
782	0
316	0
241	0
292	1
683	0
224	0
1899	1
371	0
268	0
117	0
654	0
659	3
908	0
140	0
3195	1
198	0
218	0
439	0
442	0
262	0
666	0
754	1
616	0
278	0
258	0
403	0
1219	0
437	0
180	0
268	0
156	0
369	0
176	0
690	0
703	1
603	0
638	0
884	0
405	0
408	0
816	0
221	0
161	0
349	0
256	0
331	0
101	1
580	0
632	0
204	0
870	0
150	1
161	0
11811	5
262	0
245	0
527	0
148	0
343	0
978	1
142	0
650	0
102	0
459	0
98	0
346	0
97	0
143	0
133	0
432	0
1144	1
1067	0
340	0
614	0
1345	1
164	0
300	0
585	1
203	0
396	0
409	0
395	0
128	0
1569	0
84	0
4776	0
293	0
1546	5
124	0
215	0
297	0
251	0
476	0
417	0
786	0
307	0
806	3
331	0
191	0
2263	1
427	4
264	8
192	0
749	0
358	0
265	0
857	1
388	0
169	0
179	0
289	0
249	0
279	0
559	0
297	0
140	0
468	0
149	3
762	0
376	0
197	0
243	0
1675	3
357	0
329	1
415	0
170	0
193	0
1164	0
1076	0
303	0
885	0
346	0
131	0
1118	1
293	0
3765	19
222	0
143	0
534	0
201	0
2040	0
1198	0
283	6
178	0
116	0
313	1
593	0
459	0
459	0
5119	4
235	0
184	0
400	0
179	0
604	0
120	0
61	1
170	0
250	1
121	0
390	1
172	0
386	2
228	0
143	0
332	0
176	0
274	0
111	0
606	0
242	0
122	5
145	0
2606	1
231	0
811	0
191	2
396	4
170	2
1227	0
212	0
858	8
159	0
1041	0
281	0
210	0
245	0
486	7
81	0
187	0
302	0
376	0
379	0
105	3
228	0
291	0
591	0
1171	0
194	6
153	0
168	0
1572	0
219	0
426	0
387	0
423	1
1452	0
464	0
456	11
122	3
192	0
336	0
77	1
680	0
174	0
115	0
117	22
70	0
501	0
155	0
218	0
181	0
179	0
161	37
1258	0
218	0
478	0
403	0
195	0
461	0
608	0
81	0
231	0
135	0
176	0
133	0
449	0
113	0
56	0
192	0
140	0
165	0
190	0
418	0
175	0
882	2
75	0
95	0
70	0
152	0
613	0
230	6
362	0
154	0
3142	1
173	0
184	0
170	0
252	1
121	0
324	0
293	0
234	0
109	0
266	5
308	0
117	1
244	0
118	0
451	0
81	0
716	0
143	0
376	0
232	0
93	0
513	0
925	0
1077	2
73	0
476	0
284	0
689	0
222	0
414	0
171	0
359	0
281	0
141	0
306	0
403	0
195	0
307	0
393	0
326	0
72	0
128	0
90	1
124	0
294	0
233	7
509	4
540	0
8803	5
152	0
404	0
416	0
550	2
80	0
