UniqueCount	AmbigCount
7662	0
1052	3
455	0
1337	1
676	3
1933	4
165	1
279	0
259	0
450	4
1025	2
2593	0
1250	0
400	0
842	0
596	0
253	0
441	0
361	0
677	0
118	0
634	0
228	1
2212	1
103	1
5185	0
224	0
138	0
136	1
772	0
271	0
472	3
301	7
1726	4
70	0
800	4
159	0
131	0
423	0
91	0
68	0
465	0
353	0
236	0
276	0
44	0
127	0
288	0
296	0
246	0
295	0
129	0
1525	0
114	0
279	5
60	0
345	0
187	0
196	0
622	0
85	1
39	0
2088	48
162	0
168	0
79	1
79	0
244	0
159	0
200	0
243	0
107	0
186	0
309	3
200	0
48	0
196	0
81	1
129	0
100	0
54	0
98	0
134	1
211	2
107	0
98	0
148	0
68	0
198	0
78	0
259	0
178	0
109	0
69	0
85	0
2556	0
433	0
72	0
351	0
1487	0
235	0
122	0
31	0
165	0
91	0
58	0
796	0
25	0
62	0
94	0
119	0
72	0
158	2
159	0
285	0
66	0
2282	1
94	0
50	0
78	0
113	0
205	0
27	0
104	0
478	0
249	4
95	0
70	0
119	0
78	1
58	0
80	0
218	0
83	1
73	1
430	0
114	0
1459	0
119	0
90	0
82	5
267	0
909	22
15	0
65	3
386	0
179	0
112	0
95	0
461	1
146	0
158	0
338	0
151	1
59	0
463	0
496	0
105	0
69	0
100	0
141	0
137	2
37	0
159	0
82	0
295	0
123	0
222	1
12083	88
314	0
71	0
85	0
83	0
247	0
218	0
81	0
55	0
26	0
38	0
81	0
252	0
54	0
302	0
96	0
93	3
107	0
225	0
1540	4
275	0
48	0
32	0
74	20
172	3
193	0
56	2
78	0
239	0
37	0
76	0
53	0
33	0
29	0
122	0
369	3
75	0
89	0
79	0
56	0
53	0
97	0
152	0
45	0
71	0
143	0
63	0
35	0
118	0
48	1
48	0
97	1
115	0
203	0
70	0
61	0
375	0
40	1
85	0
40	0
95	2
60	0
270	0
67	0
45	0
47	0
40	0
155	1
79	0
129	1
100	0
100	0
27	0
34	2
49	0
95	0
116	1
75	0
265	0
77	0
214	0
84	0
96	0
37	0
96	0
60	0
79	0
99	0
214	1
87	11
69	0
47	0
75	0
196	0
112	0
313	4
55	0
95	0
64	1
154	0
80	0
87	0
75	0
48	0
136	0
36	0
126	0
65	4
65	0
93	0
119	0
144	14
261	15
50	0
30	0
54	0
231	0
85	0
336	0
63	0
52	0
52	0
55	0
24	0
21	0
59	0
103	0
24	0
75	0
137	0
199	1
38	0
116	0
72	0
54	0
132	2
84	0
132	0
51	0
141	0
245	0
40	0
85	0
31	0
380	2
36	0
69	0
130	0
27	0
28	0
292	0
119	0
140	7
55	0
105	39
33	0
98	1
59	0
1053	0
58	0
50	0
35	0
51	0
70	0
65	0
86	0
23	0
27	0
43	1
34	0
62	3
99	0
57	0
42	0
26	0
54	0
91	0
137	0
25	0
78	1
35	0
69	0
36	0
21	0
44	0
27	0
34	0
34	0
46	0
24	0
17	0
29	0
106	0
98	0
49	0
24	0
44	0
36	0
117	0
18	0
100	0
90	0
54	0
42	2
146	0
18	24
190	0
110	0
28	0
18	0
97	0
32	0
164	0
34	0
84	0
38	0
59	0
34	0
81	2
28	2
74	0
154	0
22	0
52	0
42	0
25	0
177	0
231	2
34	0
84	0
46	0
24	0
49	0
23	0
83	0
46	0
29	0
45	0
74	0
56	0
93	0
22	0
99	0
54	0
53	0
28	0
39	0
58	0
53	0
87	2
69	1
43	0
68	0
20	0
25	0
113	0
35	0
66	0
1048	1
47	0
26	0
