Gene	X11941_counts	X11942_counts	X11943_counts	X11944_counts
PVX_094890	173.61274	392.2004299	198.7618837	211.5485465
PVX_094895	1927.27678	2704.614164	2016.424907	3333.45769
PVX_094900	540.1285243	875.3913594	971.7247646	1851.477441
PVX_096945	217.454341	47.06405158	43.20910514	107.7700143
PVX_094902	101.7125143	199.7607523	152.6721715	147.1146227
PVX_094905	1502.890082	1808.305449	3542.18642	3785.635581
PVX_094910	2605.944763	3626.023707	2699.128768	3033.526328
PVX_094915	406.8500573	291.7971198	277.4984753	386.0333315
PVX_094920	2579.639803	6154.932079	2956.462994	12669.53411
PVX_094925	592.7384455	614.970274	307.2647477	457.8800077
PVX_094930	1087.271705	1813.534788	1819.583428	2806.582065
PVX_094935	1206.52086	943.3727673	772.9628809	843.9133392
PVX_094940	1083.764377	1558.343041	1910.80265	1759.673355
PVX_094945	3144.319624	5921.703557	6873.128325	12594.83638
PVX_096950	5362.704634	7660.98173	6057.916541	3181.781374
PVX_094950	5927.384455	2818.613756	4744.359745	2687.978028
PVX_094955	254.2812858	234.2743901	477.2205613	225.8038394
PVX_094960	57.87091332	146.4214938	83.53760328	41.05524353
PVX_094965	3345.990988	5023.303106	6042.553304	11189.83471
PVX_094970	694.4509598	915.1343363	615.4896977	677.4115182
PVX_094975	1143.388954	1090.840129	884.346352	1244.772175
PVX_094980	9310.202388	11836.08604	10703.37545	13183.29487
PVX_094985	9090.994383	6878.672606	6015.667638	3960.690577
PVX_094990	1301.218718	1857.461236	1664.990852	1966.089996
PVX_094995	385.8060888	794.8595378	534.8327015	671.7094011
PVX_096955	12107.29653	11871.64554	19257.81806	15667.1371
PVX_095000	2116.672496	1519.645932	2147.012425	612.4073827
PVX_095005	4529.714215	4854.918388	2868.124379	1800.728598
PVX_095010	6825.260444	8973.545835	6142.414347	6976.540342
PVX_095015	34936.495	29621.0682	78023.16126	42948.34643
PVX_095020	2677.844989	2363.661257	1891.598603	1569.222642
PVX_095025	952.2395737	1251.903772	1155.123411	763.5134873
PVX_095030	5965.965064	6759.443675	6857.765088	12419.21117
PVX_095035	170.1054119	226.9533154	92.17942431	110.0508611
PVX_095040	547.1431805	1145.225255	696.146694	1378.201717
PVX_095045	1355.582303	1041.684342	2174.858292	2535.161288
PVX_096960	63.13190544	63.79793659	50.89072384	14.25529289
PVX_095050	3493.298768	4289.103901	9241.947489	8077.048953
PVX_095055	6742.838234	7211.25857	16415.61915	17981.62645
PVX_095060	5750.264387	3434.629898	3030.398574	3158.972905
PVX_095065	862.8027077	852.3822675	643.3355655	1685.545832
PVX_095070	1904.479147	3278.795594	3105.294356	3501.099934
PVX_095075	5885.296518	5517.998581	5703.601879	6852.804399
PVX_095080	31800.9437	24649.01262	43691.12672	40105.27081
PVX_095085	443.6770021	523.9797743	340.8718295	215.5400285
PVX_095095	5220.657847	4193.92993	3743.82891	4514.936365
PVX_095100	594.4921096	1233.078151	668.3008262	579.9053149
PVX_096965	2014.959982	2768.412101	5852.433241	4575.378807
PVX_095105	4207.040032	3891.674132	2764.422527	2006.004816
PVX_095115	257.7886139	87.85289629	349.5136505	400.8588361
PVX_095120	482.257611	422.5305964	572.2805926	670.5689777
PVX_095125	711.9876002	986.2533476	474.3399543	751.5390413
PVX_095130	403.3427292	379.6500161	530.9918921	722.4582438
PVX_095135	8203.640379	3710.739	17523.69264	9337.216845
PVX_095140	1622.139237	1943.222396	1727.404003	2751.271528
PVX_095145	1713.329767	2621.990607	4000.202934	7544.47121
PVX_095150	634.8263825	919.3178076	624.1315188	1122.176656
PVX_095155	1103.054681	1080.381451	2118.206354	3068.879454
PVX_096970	12410.68041	11672.93066	15532.233	14666.41554
PVX_095160	14087.18323	15712.07215	12585.37203	16442.62503
PVX_095165	1872.913195	1941.130661	3855.212381	7092.29332
PVX_095170	1304.726046	2070.81827	2056.753405	2354.404174
PVX_095175	7658.250863	5251.302289	2106.683926	1618.260849
PVX_095180	1136.374298	1633.645524	2241.112254	2086.974879
PVX_095185	580.4627972	809.5016872	1299.153761	855.8877853
PVX_095190	78679.89082	69373.4579	88407.74953	159529.8423
PVX_095195	10551.79653	8844.904094	5696.880463	5677.027841
PVX_095200	3423.152206	2390.85382	3314.618466	3066.028395
PVX_095205	6600.791447	6004.327114	5443.387046	7067.774216
PVX_096975	6472.773972	6350.50936	9052.787629	6824.293813
PVX_095210	8201.886715	7945.457775	9429.186945	5876.03173
PVX_095215	2681.352317	3212.905921	4509.110172	3088.266652
PVX_095220	1911.493804	1909.754626	7162.149228	6142.890813
PVX_095225	35416.99895	23398.15471	29940.06906	19310.78996
PVX_095230	2085.106544	3147.016249	1969.374992	2949.134994
PVX_095235	12328.2582	8002.980505	10341.37916	8279.474112
PVX_095240	59251.04692	30719.2294	26748.35649	15072.40628
PVX_095245	5339.907002	4433.433659	4268.099386	4788.637988
PVX_095250	1488.86077	1630.50792	2612.710558	2015.698415
PVX_095255	1390.655584	1127.445502	3942.590794	7817.032411
PVX_096980	40232.56041	40440.57072	33412.16071	22021.00625
PVX_095260	1327.523678	1468.398409	1497.915645	2253.4767
PVX_095265	1750.156712	1742.415776	2409.147662	6772.404547
PVX_095270	440.169674	603.4657281	551.1561412	394.0162955
PVX_095275	6579.747478	5725.080408	4791.409659	3266.172708
PVX_095280	10699.10431	7869.109425	6341.176231	3544.436025
PVX_095285	3936.97577	6107.868028	5055.465302	13053.85681
PVX_095290	3559.938001	3654.262138	2746.178683	4327.33671
PVX_095295	2290.285236	1255.041376	1493.114633	1548.69502
PVX_095300	1210.028188	1206.931456	1032.217512	2548.276157
PVX_095305	2832.167425	3490.060892	4801.011683	7445.254372
PVX_096985	12687.75933	15300.00024	10995.27696	10157.7515
PVX_095310	2655.047357	2909.604256	2480.202635	1942.711315
PVX_095315	1308.233374	1760.195529	1793.657965	2951.41584
PVX_095320	7016.409824	8155.677205	8364.322554	11182.99217
PVX_095325	503.3015795	174.6599248	528.1112851	429.3694219
PVX_095330	77869.69803	42793.7733	57712.96144	25587.68053
PVX_095335	491.0259312	301.2099301	376.3993159	352.961052
PVX_095340	2230.660659	1179.738893	1508.477871	1069.146967
PVX_095345	1490.614434	1970.41496	1865.67314	3585.491268
PVX_095350	9550.454362	7883.751574	17569.78235	15409.97162
PVX_095355	462.9673066	830.4190435	452.2553005	1240.780693
PVX_087755	68.39289756	156.8801719	348.5534482	977.3428807
PVX_096990	1024.139799	1548.930231	1174.327458	605.5648421
PVX_095360	163.0907557	175.7057926	328.3891991	782.3304739
PVX_095365	1281.928413	1389.958323	2826.835679	5089.709774
PVX_095370	1860.637546	3258.924105	3373.190808	11898.03766
PVX_095375	629.5653904	881.6665663	331.2698061	413.9737056
PVX_095380	6455.237331	4717.909704	7204.398131	10197.09611
PVX_095385	5915.108807	4733.597721	10151.2591	10820.90773
PVX_095390	12759.65956	8486.171434	16357.0468	17600.15482
PVX_095395	268.3105981	299.1181945	182.4384439	115.7529783
PVX_095400	1350.321311	726.87813	1421.099458	3348.853406
PVX_095405	5168.047926	3134.465835	4235.452507	7119.663482
PVX_096995	1744.89572	1977.736034	2087.47988	1433.512253
PVX_095410	12919.24298	14422.51714	9871.840222	11033.5967
PVX_095415	789.148818	741.5202794	906.4310057	1080.551201
PVX_095420	25854.26894	19705.19546	25133.29616	18384.19593
PVX_095425	1823.810602	1885.699667	1932.887303	3259.330167
PVX_095430	2144.731121	1673.388501	2157.57465	2015.698415
PVX_095435	1967.611053	1951.589339	4470.702079	2784.914019
PVX_095440	140.2931232	522.9339065	41.28870047	57.02117157
PVX_095445	1341.552991	1538.471553	1092.710259	565.650022
PVX_095450	5808.1353	2564.467877	3656.450498	3232.530216
PVX_095455	910.1516368	537.5760559	1061.983784	1159.240418
PVX_097000	1793.998313	2472.43151	1722.602992	590.1691257
PVX_095460	1750.156712	1739.278173	1439.343302	2620.693045
PVX_095465	999.5885028	1244.582697	514.6684524	525.1649902
PVX_095470	110.4808345	94.12810316	69.13456823	69.56582932
PVX_095475	259.5422779	215.4487695	86.41821029	195.0124068
PVX_095480	18217.06205	15269.67007	14656.52847	11783.4251
PVX_095485	5481.953789	4603.910113	4776.046422	3716.069751
PVX_095490	15940.80612	13283.56709	11715.42871	9468.935751
PVX_095495	224.4689971	345.1363783	536.7531061	634.6456396
PVX_119830	415.6183775	512.4752283	150.7517668	162.510339
PVX_119825	2134.209137	2125.203396	2294.883584	2651.484478
PVX_097005	306.891207	471.6863836	1294.35275	493.8033458
PVX_119820	4435.016357	4253.544395	5728.56714	6515.809275
PVX_119815	11831.97128	8043.769349	7269.69189	7900.853533
PVX_119810	1544.978019	1227.848812	1837.827272	3660.759215
PVX_119805	2435.839352	1842.819086	1664.030649	2095.528055
PVX_119800	4242.113313	4250.406792	5069.868337	6223.290665
PVX_119795	3281.105419	2129.386867	1692.836719	1738.575521
PVX_119790	3922.946457	2936.796819	2829.716286	2766.097033
PVX_119785	2095.628528	1257.133111	1340.442462	2795.748042
PVX_119780	1495.875426	1689.076518	802.7291534	1390.746375
PVX_119775	1162.679259	1164.050876	1602.5777	1577.775817
PVX_097010	7289.981414	6740.618054	4743.399543	4586.212829
PVX_119770	4191.257056	1406.692208	3302.135835	4289.702737
PVX_119765	529.6065401	392.2004299	618.3703047	1042.347016
PVX_119760	1695.793127	1771.700075	1335.64145	1188.321216
PVX_119755	5301.326393	4706.405158	3132.180022	2775.790632
PVX_119750	1420.467872	1246.674433	2451.396565	3215.423865
PVX_119745	1736.1274	1347.077743	2494.60567	2745.569411
PVX_119740	11290.08909	9112.646254	11353.43243	12757.91693
PVX_119735	459.4599785	326.3107576	872.8239239	1955.255973
PVX_119725	4420.987045	4764.973756	3436.564163	5068.041729
PVX_119720	5743.249731	4054.829511	5237.903746	7549.603116
PVX_097015	1990.408685	1583.443869	752.7986319	514.3309676
PVX_119715	980.2981984	595.0987856	655.8181959	944.8408129
PVX_119712	3.50732808	19.87148845	14.40303505	8.553175735
PVX_119710	8082.63756	4725.230779	7049.805555	8135.78076
PVX_119705	2418.302711	1991.332316	1458.547349	1509.350411
PVX_119700	355.9938001	338.8611714	327.4289968	602.7137835
PVX_119695	3928.20745	3868.66504	4669.463963	3160.113328
PVX_119690	37139.09704	22600.15757	24569.65739	12903.32091
PVX_119685	396.328073	298.0723267	448.4144912	922.602556
PVX_119680	34422.67144	22112.78317	19954.92496	13421.64336
PVX_097016	597.9994376	208.1276948	1669.791863	2201.587434
PVX_119675	4917.273968	6813.828801	8543.880391	6020.865506
PVX_119670	3493.298768	3709.693133	3768.794171	5085.148081
PVX_119665	1651.951526	1146.271123	1257.865061	1379.912352
PVX_119660	1816.795945	1931.717851	1932.887303	1775.069071
PVX_119655	2551.581178	1839.681483	905.4708034	779.4794154
PVX_119650	492.7795952	646.3463084	782.5649043	1245.342387
PVX_119645	464.7209706	633.7958946	534.8327015	570.2117157
PVX_119640	194.6567084	326.3107576	404.2451837	435.0715391
PVX_119635	382.2987607	608.6950671	744.1568108	1615.409791
PVX_119630	4070.254237	5178.091542	5929.249428	4359.838778
PVX_097017	19.29030444	0	197.8016813	257.7356955
PVX_119625	366.5157844	326.3107576	523.3102734	2312.208507
PVX_119620	2064.062575	2497.532337	3977.158078	3850.639716
PVX_119615	2120.179824	2223.51497	1688.99591	2839.654344
PVX_119610	173.61274	184.0727351	68.1743659	59.87223015
PVX_119605	1001.342167	619.1537453	449.3746935	562.2287517
PVX_119600	953.9932378	737.3368081	716.3109431	1046.338498
PVX_119595	7945.851765	6567.003997	8180.923907	5199.760635
PVX_119590	864.5563717	748.8413541	1075.426617	1264.729585
PVX_119585	1990.408685	2313.459602	3436.564163	5558.994016
PVX_119580	5232.933495	2627.219946	3636.286249	2385.195607
PVX_097018	0	0	0	3.421270294
PVX_119575	77.16121776	75.30248253	87.37841263	177.9060553
PVX_119570	11891.59586	7634.835034	5356.968836	3167.526081
PVX_119565	4592.846121	2780.962515	5443.387046	5006.458864
PVX_119560	2809.369792	2506.945148	3172.50852	4681.438186
PVX_119555	440.169674	267.7421601	1229.058991	1755.681873
PVX_119550	8317.628542	7622.284621	6297.006923	5804.755266
PVX_119545	840.0050752	507.2458893	569.3999856	1000.151349
PVX_119540	917.1662929	241.5954648	1137.839769	898.6536639
PVX_119535	43.841601	60.66033315	70.09477057	70.70625275
PVX_119530	5553.854015	4747.194003	7505.901665	6642.396276
PVX_097019	827.7294269	643.208705	534.8327015	946.5514481
PVX_119525	820.7147707	655.7591187	1267.467084	2996.462566
PVX_119520	3665.157844	3322.722042	2369.779367	2689.688663
PVX_119515	368.2694484	419.392993	469.5389426	578.7648914
PVX_119510	583.9701253	614.970274	1091.750057	1561.809889
PVX_119505	1516.919395	3367.694358	2660.720675	5876.03173
PVX_119500	2548.07385	1671.296765	2665.521686	3795.899391
PVX_119495	6372.815121	6792.911445	3951.232615	4424.272702
PVX_119490	1229.318492	1491.407501	1228.098788	2037.936672
PVX_119485	680.4216475	768.7128425	1004.371644	1377.061293
PVX_119480	12386.12911	11041.2265	27092.10893	30524.00335
PVX_087680	1252.116125	2034.212896	396.563565	301.6419976
PVX_087760	20588.01583	20153.87276	18802.68215	18830.10149
PVX_119475	7647.728878	5395.632047	7492.458832	5822.431829
PVX_119470	16622.98144	12036.89266	20252.58768	19752.70404
PVX_119465	42728.02433	36604.32759	34918.71817	22176.10384
PVX_119460	9622.354587	6221.867619	5905.24437	4106.094565
PVX_119455	3481.023119	1864.78231	3586.355727	3288.410964
PVX_119450	9829.286944	6170.620096	9421.505326	12236.17321
PVX_119445	13320.83205	6953.975088	11899.78756	10872.79699
PVX_119440	84516.08474	58911.64217	57953.97222	33969.79275
PVX_119435	1387.148256	779.1715206	1881.036377	1026.9513
PVX_119430	1890.449835	2707.751768	1518.079894	2455.90186
PVX_097025	1383.640928	1327.206255	650.0569818	445.9055617
PVX_119425	3882.612185	2092.781494	2516.690324	3610.580584
PVX_119420	2923.357955	2251.753401	1556.487988	1633.656565
PVX_119415	1665.980838	1289.555013	1712.040766	1207.138202
PVX_119410	8063.347256	5342.292789	13720.33119	17348.69145
PVX_119405	1059.21308	1465.260806	1030.297107	3441.227704
PVX_119400	4036.93462	3580.005524	6212.509117	13170.75021
PVX_119395	2037.757614	1691.168254	2150.853234	1679.273503
PVX_119390	4783.995501	5116.385341	4933.519605	4791.489047
PVX_119385	5662.581185	7532.339989	6282.603888	10795.2482
PVX_119380	3489.79144	4293.287372	2099.002308	3847.788658
PVX_081200	178.8737321	293.8888554	39.3682958	23.94889206
PVX_119375	17.5366404	12.55041376	95.06003132	166.501821
PVX_119370	5536.317374	3710.739	5457.790081	3710.367634
PVX_119365	4452.552998	3014.191037	3596.917953	3403.593731
PVX_119360	1152.157274	1285.371542	565.5591762	576.4840446
PVX_119355	466.4746346	1494.545105	45.12950982	18.81698662
PVX_119350	7805.558642	6225.005223	3531.624194	2022.540956
PVX_119345	16142.47749	14240.53614	17731.09635	19039.36919
PVX_119340	412.1110494	553.264073	643.3355655	717.8965501
PVX_119335	8445.646017	7691.311896	5726.646735	5723.785202
PVX_119330	128569.8791	93749.49902	77460.48269	47309.89584
PVX_081205	1464.309473	1332.435594	544.4347248	391.165237
PVX_119325	796.1634742	921.4095432	625.0917211	932.2961552
PVX_119320	112818.4687	74303.67877	50405.82166	25390.38728
PVX_119315	2993.504516	2216.193896	1984.73823	3011.288071
PVX_119310	4997.942514	3187.805094	5228.301723	4459.625828
PVX_119305	1916.754796	1260.270715	1348.124081	2499.23795
PVX_119300	1011.864151	1294.784352	1160.884625	1865.732734
PVX_119295	2128.948145	2602.119119	2193.102137	3856.341833
PVX_119290	7433.781866	6232.326297	5341.605598	5539.036606
PVX_119285	2819.891776	3615.565029	4388.124678	4863.335723
PVX_119280	1387.148256	2004.928597	1248.263038	1070.28739
PVX_081210	8940.179276	4757.652681	3777.435992	2400.021111
PVX_119275	8591.200132	8577.161934	8089.704685	11570.73613
PVX_119270	15102.55471	17045.55362	15180.79894	17890.39258
PVX_119265	8812.161801	9092.774766	6061.757351	6418.303072
PVX_119260	3558.184337	1163.005008	1881.036377	2084.123821
PVX_119255	1171.447579	1362.76576	1187.77029	1188.321216
PVX_119250	1999.177006	2640.816228	3381.832629	4244.0858
PVX_119245	2684.859645	3521.436926	2432.192518	2219.263997
PVX_119240	1862.39121	1875.240989	1344.283271	1228.806247
PVX_119230	4140.400798	4383.232004	5597.979622	3006.726377
PVX_119225	5196.106551	5985.501493	4949.843045	2405.723229
PVX_081215	9057.674767	10515.15499	8416.17348	7742.334676
PVX_119220	6100.997195	6151.794476	5924.448417	3253.057838
PVX_119215	3.50732808	9.412810316	8.641821029	0.570211716
PVX_119210	12.27564828	33.46777001	30.72647477	7.412752304
PVX_119205	24.55129656	62.75206878	63.37335421	7.98296402
PVX_090835	384.0524248	984.161612	756.6394412	1383.903834
PVX_090840	1038.169112	2175.405051	2206.544969	3648.214557
PVX_090845	17562.94536	14335.71011	18730.66698	19418.55998
PVX_090850	496.2869233	553.264073	870.9035193	1270.431703
PVX_090855	7458.333162	7510.376765	7479.976202	4861.625088
PVX_090860	4305.245218	3516.207587	4359.318608	2522.61663
PVX_081220	1448.526497	1054.234755	1073.506212	655.7434731
PVX_090865	1167.940251	1637.828995	2303.525405	2989.049814
PVX_090870	7972.156726	7027.185835	6305.648744	4136.885997
PVX_090875	3815.972951	3980.572896	5783.298673	4066.179745
PVX_090880	5311.848377	4855.964255	4500.468351	5759.70854
PVX_090885	7482.884459	4915.578721	4639.69769	3238.232333
PVX_090890	3163.609928	4542.203912	2873.885593	4352.996238
PVX_090895	317.4131912	357.686792	353.3544599	754.3900999
PVX_090900	6157.114444	5480.34734	10292.40885	17817.40548
PVX_090905	1057.459416	749.8872219	1082.148033	579.9053149
PVX_090910	135.0321311	153.7425685	193.960872	110.6210728
PVX_081225	1941.306092	1730.91123	1605.458307	990.4577502
PVX_090915	3931.714778	2239.202988	2700.08897	1990.038888
PVX_090920	976.7908703	735.2450725	756.6394412	565.650022
PVX_090925	2037.757614	1653.517012	4450.53783	6546.030496
PVX_090930	6949.770591	14808.44236	2979.50785	2754.692799
PVX_090935	35860.67595	48705.01818	52924.43239	100926.9035
PVX_090940	515.5772278	1099.207071	579.0020089	317.0377139
PVX_090945	1950.074412	2072.910005	2348.654915	8185.959391
PVX_090950	12075.73058	11402.0509	15508.22794	12698.0447
PVX_090955	4961.115569	3622.886104	5702.641677	5748.304306
PVX_090960	3996.600347	3496.336099	6543.778924	4051.924452
PVX_081230	87.683202	213.3570338	182.4384439	479.5480529
PVX_090965	2520.015225	1087.702525	2727.934838	2501.518797
PVX_090970	20382.83714	15797.83331	13941.17772	14113.31018
PVX_090975	950.4859097	777.079785	1206.974337	1184.329734
PVX_090980	2176.297074	1656.654616	1543.045155	2230.668232
PVX_090985	2120.179824	1761.241397	2805.711227	4773.812484
PVX_090990	1546.731683	1427.609565	751.8384295	1210.559472
PVX_090995	897.8759885	500.9706824	772.9628809	1200.865873
PVX_091000	848.7733954	689.2268887	1268.427287	1300.082712
PVX_091005	1185.476891	1064.693434	968.8441576	901.5047225
PVX_091010	1597.58794	1044.821945	1232.8998	1907.358189
PVX_081235	1509.904738	2874.04475	1528.64212	2209.000187
PVX_091015	1169.693915	1196.472778	1037.978726	1381.622987
PVX_091020	6955.031583	5808.749833	9284.196392	5078.875752
PVX_091025	2958.431235	2310.321999	1673.632673	1328.023086
PVX_091030	4894.476336	6141.335798	5131.321287	5727.206472
PVX_091032	890.8613323	600.3281246	1213.695753	891.8111234
PVX_091035	2769.035519	2493.348866	3583.47512	2912.071232
PVX_091040	8289.569917	12005.51662	13051.07016	16574.91415
PVX_091042	178.8737321	372.3289414	219.8863351	119.1742486
PVX_091045	24682.82136	18299.54912	16720.96349	12826.91254
PVX_087765	303.3838789	1058.418227	688.4650753	1990.038888
PVX_081240	7565.306669	11037.04303	8025.371129	10953.19685
PVX_091050	3102.231687	1729.865363	2349.615118	1650.762917
PVX_091055	1874.666859	1791.571564	1420.139256	1233.938153
PVX_091060	5853.730566	6242.784975	5551.88991	5207.173388
PVX_091065	6525.383893	7042.873852	6652.281788	6827.715084
PVX_091075	10893.76102	8502.905319	5810.184338	4433.966301
PVX_091080	2530.53721	3108.31914	2821.074465	2537.442135
PVX_091085	2255.211955	3452.409651	4117.347619	5616.5854
PVX_091090	445.4306662	415.2095217	557.8775575	456.1693726
PVX_091095	2302.560885	1770.654207	1429.741279	955.1046238
PVX_091100	9261.099795	5320.329564	8600.532328	6137.758908
PVX_081245	1364.350623	2020.616615	1613.139925	1568.082218
PVX_091105	3388.078925	3037.200129	7469.413976	11635.74027
PVX_091110	1469.570466	1536.379817	1702.438743	2971.943462
PVX_091115	1476.585122	1407.738076	2142.211413	958.5258941
PVX_091120	675.1606554	1221.573606	914.1126244	923.1727677
PVX_091135	17396.34728	16011.19035	20869.99778	12810.94662
PVX_091140	5827.425605	6086.950671	3447.126388	3286.130118
PVX_091145	5199.613879	5393.540311	9514.644953	11247.9963
PVX_091150	15804.02033	7135.956088	10207.91104	4818.859209
PVX_091155	789.148818	1319.88518	1005.331846	1878.277392
PVX_091160	420.8793696	339.9070392	892.988173	1163.802112
PVX_081250	562.9261568	727.9239978	298.6229267	878.6962539
PVX_091165	1185.476891	1610.636432	631.8131375	736.7135367
PVX_091170	1220.550172	1352.307082	2887.328426	3056.905008
PVX_091175	7714.368112	7062.745341	7522.225105	10308.2874
PVX_091180	4072.007901	4331.984481	1699.558136	2209.570398
PVX_091185	8228.191676	6527.261021	3980.038685	6292.286283
PVX_091190	399.8354011	288.6595164	255.4138215	175.0549967
PVX_091195	2083.35288	2618.853004	2454.277172	4245.226223
PVX_091200	789.148818	471.6863836	954.4411225	2532.880441
PVX_091205	8542.097539	9712.974379	8072.421043	5141.028829
PVX_091210	4990.927858	4353.947705	2869.084582	2621.263257
PVX_081255	3547.662353	2356.340183	1392.293388	1397.018703
PVX_091215	2770.789183	2495.440602	2328.490666	1844.064689
PVX_091220	747.060881	849.2446641	560.7581645	761.8028522
PVX_091225	517.3308918	491.5578721	560.7581645	879.8366773
PVX_091230	3321.439692	2687.880279	1429.741279	968.2194933
PVX_091235	2302.560885	1827.131069	2029.867739	1615.980002
PVX_091240	4862.910383	4064.242321	3237.802279	3655.057098
PVX_091245	1064.474072	716.4194519	611.6488884	1003.57262
PVX_091250	14565.93352	14850.27708	10115.73162	4890.705886
PVX_091255	659.377679	946.5103707	1719.722385	4454.493923
PVX_091260	3833.509591	2734.944331	2555.098418	1509.350411
PVX_081260	689.1899677	421.4847286	724.9527641	738.4241718
PVX_091265	1078.503385	1227.848812	1025.496095	1299.5125
PVX_091270	11370.75764	9846.845459	4945.042033	3376.79378
PVX_091275	5296.065401	3484.831553	3736.147292	2003.153757
PVX_091280	2905.821314	4273.415884	2370.739569	1906.787977
PVX_091285	7426.767209	10167.92688	4592.647776	3870.597126
PVX_091290	936.4565974	910.9508651	396.563565	240.629344
PVX_091295	631.3190544	1192.289307	730.7139781	1128.448985
PVX_091300	1513.412067	4075.746867	5214.85889	9985.547565
PVX_091305	650.6093588	992.5285545	725.9129664	721.3178204
PVX_091310	14048.60262	12965.62328	10329.85674	25153.74941
PVX_081265	12966.59191	9137.747082	16395.4549	8691.166971
PVX_091315	10099.35121	7083.662697	14136.0988	21250.08001
PVX_091320	813.7001146	967.427727	867.0627099	1891.392261
PVX_091325	615.536078	736.2909403	612.6090907	1034.364052
PVX_091330	2876.009026	1808.305449	4406.368522	5596.62799
PVX_091335	135.0321311	199.7607523	163.2343972	228.654898
PVX_091340	1004.849495	1115.940956	849.7790678	476.1267826
PVX_091345	408.6037213	486.328533	545.3949272	208.6974879
PVX_091350	6051.894602	6596.288296	5983.980961	3514.214804
PVX_091355	4284.20125	6403.848619	5717.044712	6523.792239
PVX_091360	1006.603159	595.0987856	607.808079	869.5728664
PVX_081270	2262.226612	2858.356733	3782.237004	7516.530836
PVX_091365	1152.157274	921.4095432	612.6090907	433.3609039
PVX_091370	382.2987607	555.3558087	344.7126388	250.3229432
PVX_091375	3251.29313	5569.246104	3788.95842	5000.186535
PVX_091380	2249.950963	2607.348458	804.649558	1122.746868
PVX_091385	1124.09865	1883.607931	1304.914975	4489.276838
PVX_091390	8470.197313	5287.907662	7059.407578	5773.963833
PVX_091395	22145.2695	16490.19781	18051.80393	10422.89995
PVX_091400	22929.15732	40794.07404	21207.98901	16734.00322
PVX_091405	13689.1015	11297.46412	16963.89468	24324.66158
PVX_091410	5459.156157	5435.375024	7801.643984	6455.366833
PVX_081275	468.2282987	639.0252337	568.4397832	1383.333622
PVX_091415	16170.53611	21634.82158	15756.92034	15221.23154
PVX_091420	5562.622335	4062.150585	2843.159119	1730.022345
PVX_091425	18096.05923	11091.42816	12330.91841	18696.10173
PVX_091430	10285.23959	9083.361955	5215.819092	4592.485158
PVX_091435	6762.128538	8449.566061	8778.169761	16450.03779
PVX_091440	557.6651647	390.1086942	2139.330806	784.0411091
PVX_091445	982.0518624	675.6306072	1283.790524	1500.797236
PVX_091450	6192.187725	5590.16346	4544.637659	5306.960438
PVX_091455	63491.40657	37763.14912	35375.77448	24077.1897
PVX_091460	3437.181518	2112.652982	3086.09031	5070.322576
PVX_081280	292.8618947	236.3661257	255.4138215	256.0250603
PVX_091465	2509.493241	3174.208812	3405.837688	1970.651689
PVX_091470	3012.794821	3483.785685	12663.14841	7603.773229
PVX_091475	647.1020308	859.7033422	1035.098119	1589.750263
PVX_091480	2972.460548	2640.816228	2433.152721	3356.83637
PVX_091485	5255.731128	2673.23813	7529.906723	7502.845755
PVX_091490	1090.779033	1027.042192	1295.312952	1119.89581
PVX_091495	6279.870927	4640.515486	7744.992047	12794.98069
PVX_091500	1492.368098	1102.344675	1309.715987	3261.611014
PVX_091505	1111.823001	859.7033422	1695.717326	2003.723969
PVX_091510	3728.289749	1754.96619	2609.829951	1321.750757
PVX_081285	654.1166869	349.3198495	1287.631333	2005.434604
PVX_091515	13992.48538	11838.17777	11893.06614	12079.36499
PVX_091520	12.27564828	31.37603439	58.57234253	37.63397324
PVX_091525	1858.883882	1524.875271	2898.850854	4186.494417
PVX_091530	594.4921096	1471.536013	1922.325078	3072.300724
PVX_091535	212.1933488	188.2562063	399.444172	416.8247642
PVX_091540	8884.062027	5464.659323	6082.881802	5328.058271
PVX_091545	9306.69506	7462.266845	9603.94377	6982.81267
PVX_091550	3158.348936	3191.988565	6245.155997	10142.926
PVX_091555	2270.994932	2734.944331	2578.143274	3692.691071
PVX_091560	6127.302156	5120.568812	6350.778254	4317.643111
PVX_087775	1267.899101	2110.561247	2647.277842	6056.788844
PVX_081290	11526.83373	6739.572187	12042.85771	6070.473925
PVX_091565	896.1223244	917.226072	658.6988029	1402.720821
PVX_091570	857.5417156	1514.416593	1150.322399	1599.443863
PVX_091575	3445.949839	4579.855153	2988.149671	2277.995804
PVX_091580	18697.56599	13614.06132	12848.46747	6189.648174
PVX_091585	3465.240143	1852.231897	2539.73518	2987.90939
PVX_091590	771.6121776	1023.904589	302.463736	369.4971918
PVX_091595	3275.844427	3128.190629	2473.481219	2222.685268
PVX_091600	2835.674753	1962.048017	2167.176674	2360.106291
PVX_091605	11186.62291	8773.785083	13507.16627	15947.11105
PVX_091610	4073.761565	2835.347641	3410.638699	3961.831001
PVX_081295	1950.074412	1348.123611	1608.338914	2599.595212
PVX_091615	1343.306655	1020.766985	1541.12475	1526.456763
PVX_091620	3842.277912	3473.327007	3085.130107	2389.187089
PVX_091625	6655.155032	5414.457668	5688.238642	4482.434297
PVX_091630	1397.67024	1401.462869	2498.44648	2820.267146
PVX_091635	2374.46111	2833.255905	3911.864319	5953.580524
PVX_091640	17454.21819	11566.25214	33147.14486	15750.38801
