"","Name","pir","max_tpm","label_no_end","expt_assembly","expt"
"1","NODE_2723_length_1155_cov_6.03743",TRUE,0.585571,"Muller19_Thai1_NODE_2723_length_1155_cov_6.03743","Muller19_Thai1","Muller19"
"2","NODE_3293_length_874_cov_15.514",TRUE,0.197087,"Muller19_Thai2_NODE_3293_length_874_cov_15.514","Muller19_Thai2","Muller19"
"3","NODE_3_length_15066_cov_187.376",TRUE,6.564142,"Muller19_Thai4_NODE_3_length_15066_cov_187.376","Muller19_Thai4","Muller19"
"4","NODE_2265_length_1799_cov_8.594",TRUE,0.413385,"Muller19_Thai6_NODE_2265_length_1799_cov_8.594","Muller19_Thai6","Muller19"
"5","NODE_2835_length_1466_cov_12.4613",TRUE,0.631799,"Muller19_Thai6_NODE_2835_length_1466_cov_12.4613","Muller19_Thai6","Muller19"
"6","NODE_10159_length_699_cov_1.86025",TRUE,0.038781,"Muller19_Thai7_NODE_10159_length_699_cov_1.86025","Muller19_Thai7","Muller19"
"7","NODE_3361_length_1914_cov_7.48037",TRUE,0.12559,"Muller19_Thai7_NODE_3361_length_1914_cov_7.48037","Muller19_Thai7","Muller19"
"8","NODE_3429_length_1884_cov_5.84855",TRUE,0.092451,"Muller19_Thai7_NODE_3429_length_1884_cov_5.84855","Muller19_Thai7","Muller19"
"9","NODE_3628_length_1796_cov_5.29064",TRUE,0.07632,"Muller19_Thai7_NODE_3628_length_1796_cov_5.29064","Muller19_Thai7","Muller19"
"10","NODE_3727_length_1749_cov_7.36954",TRUE,0.112409,"Muller19_Thai7_NODE_3727_length_1749_cov_7.36954","Muller19_Thai7","Muller19"
"11","NODE_4378_length_1528_cov_2.28649",TRUE,0.0356,"Muller19_Thai7_NODE_4378_length_1528_cov_2.28649","Muller19_Thai7","Muller19"
"12","NODE_4523_length_1486_cov_5.75891",TRUE,0.09906,"Muller19_Thai7_NODE_4523_length_1486_cov_5.75891","Muller19_Thai7","Muller19"
"13","NODE_4856_length_1405_cov_2.63037",TRUE,0.054954,"Muller19_Thai7_NODE_4856_length_1405_cov_2.63037","Muller19_Thai7","Muller19"
"14","NODE_5113_length_1351_cov_3.37346",TRUE,0.067342,"Muller19_Thai7_NODE_5113_length_1351_cov_3.37346","Muller19_Thai7","Muller19"
"15","NODE_5242_length_1318_cov_4.32858",TRUE,0.06206,"Muller19_Thai7_NODE_5242_length_1318_cov_4.32858","Muller19_Thai7","Muller19"
"16","NODE_5393_length_1287_cov_4.27516",TRUE,0.06554,"Muller19_Thai7_NODE_5393_length_1287_cov_4.27516","Muller19_Thai7","Muller19"
"17","NODE_5644_length_1230_cov_3.29532",TRUE,0.079096,"Muller19_Thai7_NODE_5644_length_1230_cov_3.29532","Muller19_Thai7","Muller19"
"18","NODE_5993_length_1164_cov_9.09378",TRUE,0.04732,"Muller19_Thai7_NODE_5993_length_1164_cov_9.09378","Muller19_Thai7","Muller19"
"19","NODE_6202_length_1130_cov_9.42698",TRUE,0.14513,"Muller19_Thai7_NODE_6202_length_1130_cov_9.42698","Muller19_Thai7","Muller19"
"20","NODE_6379_length_1100_cov_5.23349",TRUE,0.089871,"Muller19_Thai7_NODE_6379_length_1100_cov_5.23349","Muller19_Thai7","Muller19"
"21","NODE_7461_length_954_cov_4.20022",TRUE,0.061435,"Muller19_Thai7_NODE_7461_length_954_cov_4.20022","Muller19_Thai7","Muller19"
"22","NODE_7783_length_915_cov_5.58023",TRUE,0.111498,"Muller19_Thai7_NODE_7783_length_915_cov_5.58023","Muller19_Thai7","Muller19"
"23","NODE_8148_length_877_cov_357.526",TRUE,0.03673,"Muller19_Thai7_NODE_8148_length_877_cov_357.526","Muller19_Thai7","Muller19"
"24","NODE_8652_length_825_cov_3.08701",TRUE,0.054704,"Muller19_Thai7_NODE_8652_length_825_cov_3.08701","Muller19_Thai7","Muller19"
"25","NODE_9056_length_789_cov_2.65668",TRUE,0.038557,"Muller19_Thai7_NODE_9056_length_789_cov_2.65668","Muller19_Thai7","Muller19"
"26","NODE_9065_length_788_cov_2.86357",TRUE,0.048026,"Muller19_Thai7_NODE_9065_length_788_cov_2.86357","Muller19_Thai7","Muller19"
"27","NODE_9251_length_771_cov_1.97626",TRUE,0.036656,"Muller19_Thai7_NODE_9251_length_771_cov_1.97626","Muller19_Thai7","Muller19"
"28","NODE_9449_length_756_cov_3.27817",TRUE,0.063262,"Muller19_Thai7_NODE_9449_length_756_cov_3.27817","Muller19_Thai7","Muller19"
"29","NODE_9569_length_746_cov_2.03329",TRUE,0.036238,"Muller19_Thai7_NODE_9569_length_746_cov_2.03329","Muller19_Thai7","Muller19"
"30","NODE_9603_length_743_cov_3.38808",TRUE,0.128746,"Muller19_Thai7_NODE_9603_length_743_cov_3.38808","Muller19_Thai7","Muller19"
"31","NODE_9704_length_735_cov_2.06324",TRUE,0.045167,"Muller19_Thai7_NODE_9704_length_735_cov_2.06324","Muller19_Thai7","Muller19"
"32","NODE_2693_length_1574_cov_6.15932",TRUE,0.127204,"Muller19_Thai8_NODE_2693_length_1574_cov_6.15932","Muller19_Thai8","Muller19"
"33","NODE_4541_length_1342_cov_3.68454",TRUE,0.05767,"Muller19_Thai9_NODE_4541_length_1342_cov_3.68454","Muller19_Thai9","Muller19"
"34","NODE_8779_length_815_cov_2.12105",TRUE,0.039218,"Muller19_Thai9_NODE_8779_length_815_cov_2.12105","Muller19_Thai9","Muller19"
"35","NODE_9438_length_768_cov_2.27349",TRUE,0.041651,"Muller19_Thai9_NODE_9438_length_768_cov_2.27349","Muller19_Thai9","Muller19"
"36","NODE_1382_length_5718_cov_62.7809",TRUE,5.88914,"PRJNA515743_Guna19_NODE_1382_length_5718_cov_62.7809","PRJNA515743_Guna19","Gunalan19"
"37","NODE_1633_length_5070_cov_28.1984",TRUE,2.008347,"PRJNA515743_Guna19_NODE_1633_length_5070_cov_28.1984","PRJNA515743_Guna19","Gunalan19"
"38","NODE_1755_length_4734_cov_379.691",TRUE,29.476163,"PRJNA515743_Guna19_NODE_1755_length_4734_cov_379.691","PRJNA515743_Guna19","Gunalan19"
"39","NODE_1899_length_4404_cov_156.53",TRUE,12.906094,"PRJNA515743_Guna19_NODE_1899_length_4404_cov_156.53","PRJNA515743_Guna19","Gunalan19"
"40","NODE_1981_length_4238_cov_62.0743",TRUE,4.165318,"PRJNA515743_Guna19_NODE_1981_length_4238_cov_62.0743","PRJNA515743_Guna19","Gunalan19"
"41","NODE_2040_length_4084_cov_65.8354",TRUE,4.39196,"PRJNA515743_Guna19_NODE_2040_length_4084_cov_65.8354","PRJNA515743_Guna19","Gunalan19"
"42","NODE_206_length_14478_cov_686.338",TRUE,39.551233,"PRJNA515743_Guna19_NODE_206_length_14478_cov_686.338","PRJNA515743_Guna19","Gunalan19"
"43","NODE_2123_length_3888_cov_85.3864",TRUE,6.98258,"PRJNA515743_Guna19_NODE_2123_length_3888_cov_85.3864","PRJNA515743_Guna19","Gunalan19"
"44","NODE_2131_length_3876_cov_21.8315",TRUE,1.98871,"PRJNA515743_Guna19_NODE_2131_length_3876_cov_21.8315","PRJNA515743_Guna19","Gunalan19"
"45","NODE_2241_length_3690_cov_54.2014",TRUE,3.397488,"PRJNA515743_Guna19_NODE_2241_length_3690_cov_54.2014","PRJNA515743_Guna19","Gunalan19"
"46","NODE_2274_length_3640_cov_81.6363",TRUE,6.839531,"PRJNA515743_Guna19_NODE_2274_length_3640_cov_81.6363","PRJNA515743_Guna19","Gunalan19"
"47","NODE_2333_length_3541_cov_26.9753",TRUE,2.57243,"PRJNA515743_Guna19_NODE_2333_length_3541_cov_26.9753","PRJNA515743_Guna19","Gunalan19"
"48","NODE_2338_length_3537_cov_34.9842",TRUE,3.033726,"PRJNA515743_Guna19_NODE_2338_length_3537_cov_34.9842","PRJNA515743_Guna19","Gunalan19"
"49","NODE_2340_length_3536_cov_90.5533",TRUE,5.549932,"PRJNA515743_Guna19_NODE_2340_length_3536_cov_90.5533","PRJNA515743_Guna19","Gunalan19"
"50","NODE_2342_length_3535_cov_25.5796",TRUE,2.547841,"PRJNA515743_Guna19_NODE_2342_length_3535_cov_25.5796","PRJNA515743_Guna19","Gunalan19"
"51","NODE_2350_length_3512_cov_30.8536",TRUE,3.682912,"PRJNA515743_Guna19_NODE_2350_length_3512_cov_30.8536","PRJNA515743_Guna19","Gunalan19"
"52","NODE_2353_length_3510_cov_114.427",TRUE,9.805935,"PRJNA515743_Guna19_NODE_2353_length_3510_cov_114.427","PRJNA515743_Guna19","Gunalan19"
"53","NODE_2366_length_3499_cov_245.588",TRUE,19.64086,"PRJNA515743_Guna19_NODE_2366_length_3499_cov_245.588","PRJNA515743_Guna19","Gunalan19"
"54","NODE_2390_length_3462_cov_19.7858",TRUE,1.83291,"PRJNA515743_Guna19_NODE_2390_length_3462_cov_19.7858","PRJNA515743_Guna19","Gunalan19"
"55","NODE_2420_length_3410_cov_109.833",TRUE,7.458246,"PRJNA515743_Guna19_NODE_2420_length_3410_cov_109.833","PRJNA515743_Guna19","Gunalan19"
"56","NODE_2511_length_3287_cov_71.8035",TRUE,5.177517,"PRJNA515743_Guna19_NODE_2511_length_3287_cov_71.8035","PRJNA515743_Guna19","Gunalan19"
"57","NODE_2521_length_3267_cov_68.8804",TRUE,4.281125,"PRJNA515743_Guna19_NODE_2521_length_3267_cov_68.8804","PRJNA515743_Guna19","Gunalan19"
"58","NODE_2529_length_3252_cov_218.337",TRUE,15.018799,"PRJNA515743_Guna19_NODE_2529_length_3252_cov_218.337","PRJNA515743_Guna19","Gunalan19"
"59","NODE_2586_length_3177_cov_33.4763",TRUE,4.377502,"PRJNA515743_Guna19_NODE_2586_length_3177_cov_33.4763","PRJNA515743_Guna19","Gunalan19"
"60","NODE_2634_length_3118_cov_126.165",TRUE,8.94976,"PRJNA515743_Guna19_NODE_2634_length_3118_cov_126.165","PRJNA515743_Guna19","Gunalan19"
"61","NODE_2642_length_3108_cov_83.6862",TRUE,5.220043,"PRJNA515743_Guna19_NODE_2642_length_3108_cov_83.6862","PRJNA515743_Guna19","Gunalan19"
"62","NODE_2653_length_3090_cov_61.43",TRUE,4.096833,"PRJNA515743_Guna19_NODE_2653_length_3090_cov_61.43","PRJNA515743_Guna19","Gunalan19"
"63","NODE_2677_length_3058_cov_33.8225",TRUE,3.488397,"PRJNA515743_Guna19_NODE_2677_length_3058_cov_33.8225","PRJNA515743_Guna19","Gunalan19"
"64","NODE_2695_length_3033_cov_36.2918",TRUE,3.616375,"PRJNA515743_Guna19_NODE_2695_length_3033_cov_36.2918","PRJNA515743_Guna19","Gunalan19"
"65","NODE_2717_length_3003_cov_29.0112",TRUE,2.446404,"PRJNA515743_Guna19_NODE_2717_length_3003_cov_29.0112","PRJNA515743_Guna19","Gunalan19"
"66","NODE_2734_length_2977_cov_20.9606",TRUE,2.11274,"PRJNA515743_Guna19_NODE_2734_length_2977_cov_20.9606","PRJNA515743_Guna19","Gunalan19"
"67","NODE_2738_length_2973_cov_75.916",TRUE,5.672066,"PRJNA515743_Guna19_NODE_2738_length_2973_cov_75.916","PRJNA515743_Guna19","Gunalan19"
"68","NODE_2756_length_2945_cov_99.9121",TRUE,7.317987,"PRJNA515743_Guna19_NODE_2756_length_2945_cov_99.9121","PRJNA515743_Guna19","Gunalan19"
"69","NODE_2814_length_2886_cov_129.904",TRUE,8.660017,"PRJNA515743_Guna19_NODE_2814_length_2886_cov_129.904","PRJNA515743_Guna19","Gunalan19"
"70","NODE_2824_length_2872_cov_44.4842",TRUE,4.003659,"PRJNA515743_Guna19_NODE_2824_length_2872_cov_44.4842","PRJNA515743_Guna19","Gunalan19"
"71","NODE_2837_length_2855_cov_157.553",TRUE,10.95335,"PRJNA515743_Guna19_NODE_2837_length_2855_cov_157.553","PRJNA515743_Guna19","Gunalan19"
"72","NODE_2866_length_2815_cov_50.3435",TRUE,4.370061,"PRJNA515743_Guna19_NODE_2866_length_2815_cov_50.3435","PRJNA515743_Guna19","Gunalan19"
"73","NODE_2894_length_2779_cov_67.8344",TRUE,9.057686,"PRJNA515743_Guna19_NODE_2894_length_2779_cov_67.8344","PRJNA515743_Guna19","Gunalan19"
"74","NODE_2903_length_2767_cov_71.6995",TRUE,5.652086,"PRJNA515743_Guna19_NODE_2903_length_2767_cov_71.6995","PRJNA515743_Guna19","Gunalan19"
"75","NODE_2904_length_2767_cov_52.1401",TRUE,5.523472,"PRJNA515743_Guna19_NODE_2904_length_2767_cov_52.1401","PRJNA515743_Guna19","Gunalan19"
"76","NODE_2913_length_2755_cov_16.9493",TRUE,1.843409,"PRJNA515743_Guna19_NODE_2913_length_2755_cov_16.9493","PRJNA515743_Guna19","Gunalan19"
"77","NODE_2915_length_2752_cov_47.8754",TRUE,3.953127,"PRJNA515743_Guna19_NODE_2915_length_2752_cov_47.8754","PRJNA515743_Guna19","Gunalan19"
"78","NODE_2941_length_2727_cov_9.48091",TRUE,0.724712,"PRJNA515743_Guna19_NODE_2941_length_2727_cov_9.48091","PRJNA515743_Guna19","Gunalan19"
"79","NODE_2944_length_2724_cov_96.4046",TRUE,7.960322,"PRJNA515743_Guna19_NODE_2944_length_2724_cov_96.4046","PRJNA515743_Guna19","Gunalan19"
"80","NODE_2950_length_2720_cov_13.8671",TRUE,1.490842,"PRJNA515743_Guna19_NODE_2950_length_2720_cov_13.8671","PRJNA515743_Guna19","Gunalan19"
"81","NODE_2966_length_2707_cov_23.0894",TRUE,3.405134,"PRJNA515743_Guna19_NODE_2966_length_2707_cov_23.0894","PRJNA515743_Guna19","Gunalan19"
"82","NODE_2985_length_2688_cov_28.7167",TRUE,1.914432,"PRJNA515743_Guna19_NODE_2985_length_2688_cov_28.7167","PRJNA515743_Guna19","Gunalan19"
"83","NODE_2994_length_2682_cov_90.8649",TRUE,6.883009,"PRJNA515743_Guna19_NODE_2994_length_2682_cov_90.8649","PRJNA515743_Guna19","Gunalan19"
"84","NODE_3015_length_2648_cov_256.385",TRUE,17.434761,"PRJNA515743_Guna19_NODE_3015_length_2648_cov_256.385","PRJNA515743_Guna19","Gunalan19"
"85","NODE_3045_length_2611_cov_27.5646",TRUE,1.878643,"PRJNA515743_Guna19_NODE_3045_length_2611_cov_27.5646","PRJNA515743_Guna19","Gunalan19"
"86","NODE_3054_length_2598_cov_29.6205",TRUE,3.07229,"PRJNA515743_Guna19_NODE_3054_length_2598_cov_29.6205","PRJNA515743_Guna19","Gunalan19"
"87","NODE_3059_length_2596_cov_94.1767",TRUE,7.989424,"PRJNA515743_Guna19_NODE_3059_length_2596_cov_94.1767","PRJNA515743_Guna19","Gunalan19"
"88","NODE_3075_length_2584_cov_75.675",TRUE,5.438171,"PRJNA515743_Guna19_NODE_3075_length_2584_cov_75.675","PRJNA515743_Guna19","Gunalan19"
"89","NODE_3084_length_2574_cov_50.312",TRUE,4.75691,"PRJNA515743_Guna19_NODE_3084_length_2574_cov_50.312","PRJNA515743_Guna19","Gunalan19"
"90","NODE_3087_length_2569_cov_100.115",TRUE,7.549343,"PRJNA515743_Guna19_NODE_3087_length_2569_cov_100.115","PRJNA515743_Guna19","Gunalan19"
"91","NODE_3102_length_2559_cov_86.8934",TRUE,6.981226,"PRJNA515743_Guna19_NODE_3102_length_2559_cov_86.8934","PRJNA515743_Guna19","Gunalan19"
"92","NODE_3145_length_2522_cov_25.5233",TRUE,2.766608,"PRJNA515743_Guna19_NODE_3145_length_2522_cov_25.5233","PRJNA515743_Guna19","Gunalan19"
"93","NODE_3220_length_2455_cov_49.6008",TRUE,5.135214,"PRJNA515743_Guna19_NODE_3220_length_2455_cov_49.6008","PRJNA515743_Guna19","Gunalan19"
"94","NODE_3222_length_2453_cov_13.8265",TRUE,1.012652,"PRJNA515743_Guna19_NODE_3222_length_2453_cov_13.8265","PRJNA515743_Guna19","Gunalan19"
"95","NODE_3225_length_2450_cov_19.2355",TRUE,1.469959,"PRJNA515743_Guna19_NODE_3225_length_2450_cov_19.2355","PRJNA515743_Guna19","Gunalan19"
"96","NODE_3227_length_2450_cov_31.3733",TRUE,2.959472,"PRJNA515743_Guna19_NODE_3227_length_2450_cov_31.3733","PRJNA515743_Guna19","Gunalan19"
"97","NODE_3260_length_2423_cov_36.5418",TRUE,3.632421,"PRJNA515743_Guna19_NODE_3260_length_2423_cov_36.5418","PRJNA515743_Guna19","Gunalan19"
"98","NODE_3264_length_2418_cov_43.4397",TRUE,4.112988,"PRJNA515743_Guna19_NODE_3264_length_2418_cov_43.4397","PRJNA515743_Guna19","Gunalan19"
"99","NODE_3271_length_2407_cov_20.5974",TRUE,1.858073,"PRJNA515743_Guna19_NODE_3271_length_2407_cov_20.5974","PRJNA515743_Guna19","Gunalan19"
"100","NODE_3281_length_2399_cov_83.1041",TRUE,5.648502,"PRJNA515743_Guna19_NODE_3281_length_2399_cov_83.1041","PRJNA515743_Guna19","Gunalan19"
"101","NODE_3313_length_2373_cov_35.0449",TRUE,2.179427,"PRJNA515743_Guna19_NODE_3313_length_2373_cov_35.0449","PRJNA515743_Guna19","Gunalan19"
"102","NODE_3324_length_2358_cov_34.4698",TRUE,3.989003,"PRJNA515743_Guna19_NODE_3324_length_2358_cov_34.4698","PRJNA515743_Guna19","Gunalan19"
"103","NODE_3347_length_2332_cov_17.3109",TRUE,1.954619,"PRJNA515743_Guna19_NODE_3347_length_2332_cov_17.3109","PRJNA515743_Guna19","Gunalan19"
"104","NODE_3358_length_2324_cov_75.2534",TRUE,5.621221,"PRJNA515743_Guna19_NODE_3358_length_2324_cov_75.2534","PRJNA515743_Guna19","Gunalan19"
"105","NODE_3379_length_2305_cov_34.9338",TRUE,2.78732,"PRJNA515743_Guna19_NODE_3379_length_2305_cov_34.9338","PRJNA515743_Guna19","Gunalan19"
"106","NODE_3422_length_2268_cov_21.7894",TRUE,2.427617,"PRJNA515743_Guna19_NODE_3422_length_2268_cov_21.7894","PRJNA515743_Guna19","Gunalan19"
"107","NODE_3425_length_2263_cov_58.4692",TRUE,4.473379,"PRJNA515743_Guna19_NODE_3425_length_2263_cov_58.4692","PRJNA515743_Guna19","Gunalan19"
"108","NODE_3430_length_2255_cov_13.2977",TRUE,1.351503,"PRJNA515743_Guna19_NODE_3430_length_2255_cov_13.2977","PRJNA515743_Guna19","Gunalan19"
"109","NODE_3444_length_2246_cov_91.3948",TRUE,7.561355,"PRJNA515743_Guna19_NODE_3444_length_2246_cov_91.3948","PRJNA515743_Guna19","Gunalan19"
"110","NODE_3445_length_2246_cov_19.2099",TRUE,1.597386,"PRJNA515743_Guna19_NODE_3445_length_2246_cov_19.2099","PRJNA515743_Guna19","Gunalan19"
"111","NODE_3478_length_2220_cov_35.46",TRUE,3.009775,"PRJNA515743_Guna19_NODE_3478_length_2220_cov_35.46","PRJNA515743_Guna19","Gunalan19"
"112","NODE_3482_length_2219_cov_23.6035",TRUE,2.615806,"PRJNA515743_Guna19_NODE_3482_length_2219_cov_23.6035","PRJNA515743_Guna19","Gunalan19"
"113","NODE_3554_length_2157_cov_50.3873",TRUE,3.670885,"PRJNA515743_Guna19_NODE_3554_length_2157_cov_50.3873","PRJNA515743_Guna19","Gunalan19"
"114","NODE_3589_length_2128_cov_25.1659",TRUE,2.433493,"PRJNA515743_Guna19_NODE_3589_length_2128_cov_25.1659","PRJNA515743_Guna19","Gunalan19"
"115","NODE_3592_length_2127_cov_10.5623",TRUE,1.478535,"PRJNA515743_Guna19_NODE_3592_length_2127_cov_10.5623","PRJNA515743_Guna19","Gunalan19"
"116","NODE_3595_length_2125_cov_124.271",TRUE,7.550997,"PRJNA515743_Guna19_NODE_3595_length_2125_cov_124.271","PRJNA515743_Guna19","Gunalan19"
"117","NODE_3631_length_2093_cov_47.6462",TRUE,3.46685,"PRJNA515743_Guna19_NODE_3631_length_2093_cov_47.6462","PRJNA515743_Guna19","Gunalan19"
"118","NODE_3644_length_2084_cov_72.7881",TRUE,5.947557,"PRJNA515743_Guna19_NODE_3644_length_2084_cov_72.7881","PRJNA515743_Guna19","Gunalan19"
"119","NODE_3661_length_2073_cov_29.2671",TRUE,2.927829,"PRJNA515743_Guna19_NODE_3661_length_2073_cov_29.2671","PRJNA515743_Guna19","Gunalan19"
"120","NODE_3671_length_2065_cov_43.6761",TRUE,4.964172,"PRJNA515743_Guna19_NODE_3671_length_2065_cov_43.6761","PRJNA515743_Guna19","Gunalan19"
"121","NODE_3682_length_2054_cov_25.6263",TRUE,2.411326,"PRJNA515743_Guna19_NODE_3682_length_2054_cov_25.6263","PRJNA515743_Guna19","Gunalan19"
"122","NODE_3684_length_2052_cov_60.2549",TRUE,5.198981,"PRJNA515743_Guna19_NODE_3684_length_2052_cov_60.2549","PRJNA515743_Guna19","Gunalan19"
"123","NODE_3711_length_2031_cov_20.0779",TRUE,2.215478,"PRJNA515743_Guna19_NODE_3711_length_2031_cov_20.0779","PRJNA515743_Guna19","Gunalan19"
"124","NODE_3735_length_2016_cov_127.024",TRUE,10.078163,"PRJNA515743_Guna19_NODE_3735_length_2016_cov_127.024","PRJNA515743_Guna19","Gunalan19"
"125","NODE_3750_length_2011_cov_19.363",TRUE,1.244687,"PRJNA515743_Guna19_NODE_3750_length_2011_cov_19.363","PRJNA515743_Guna19","Gunalan19"
"126","NODE_3789_length_1986_cov_12.0777",TRUE,0.982017,"PRJNA515743_Guna19_NODE_3789_length_1986_cov_12.0777","PRJNA515743_Guna19","Gunalan19"
"127","NODE_3800_length_1979_cov_15.6331",TRUE,1.405625,"PRJNA515743_Guna19_NODE_3800_length_1979_cov_15.6331","PRJNA515743_Guna19","Gunalan19"
"128","NODE_3824_length_1963_cov_78.7296",TRUE,6.912053,"PRJNA515743_Guna19_NODE_3824_length_1963_cov_78.7296","PRJNA515743_Guna19","Gunalan19"
"129","NODE_3840_length_1953_cov_19.373",TRUE,1.928534,"PRJNA515743_Guna19_NODE_3840_length_1953_cov_19.373","PRJNA515743_Guna19","Gunalan19"
"130","NODE_3848_length_1948_cov_34.5177",TRUE,2.855232,"PRJNA515743_Guna19_NODE_3848_length_1948_cov_34.5177","PRJNA515743_Guna19","Gunalan19"
"131","NODE_3849_length_1947_cov_25.2368",TRUE,2.563071,"PRJNA515743_Guna19_NODE_3849_length_1947_cov_25.2368","PRJNA515743_Guna19","Gunalan19"
"132","NODE_3893_length_1916_cov_14.1628",TRUE,1.214428,"PRJNA515743_Guna19_NODE_3893_length_1916_cov_14.1628","PRJNA515743_Guna19","Gunalan19"
"133","NODE_3954_length_1883_cov_21.296",TRUE,2.77531,"PRJNA515743_Guna19_NODE_3954_length_1883_cov_21.296","PRJNA515743_Guna19","Gunalan19"
"134","NODE_3975_length_1868_cov_45.0712",TRUE,3.514625,"PRJNA515743_Guna19_NODE_3975_length_1868_cov_45.0712","PRJNA515743_Guna19","Gunalan19"
"135","NODE_4037_length_1826_cov_15.2112",TRUE,1.710921,"PRJNA515743_Guna19_NODE_4037_length_1826_cov_15.2112","PRJNA515743_Guna19","Gunalan19"
"136","NODE_4041_length_1824_cov_11.0611",TRUE,1.285913,"PRJNA515743_Guna19_NODE_4041_length_1824_cov_11.0611","PRJNA515743_Guna19","Gunalan19"
"137","NODE_4058_length_1816_cov_14.1073",TRUE,1.293057,"PRJNA515743_Guna19_NODE_4058_length_1816_cov_14.1073","PRJNA515743_Guna19","Gunalan19"
"138","NODE_4070_length_1812_cov_21.7331",TRUE,2.191581,"PRJNA515743_Guna19_NODE_4070_length_1812_cov_21.7331","PRJNA515743_Guna19","Gunalan19"
"139","NODE_4100_length_1800_cov_15.9364",TRUE,1.474645,"PRJNA515743_Guna19_NODE_4100_length_1800_cov_15.9364","PRJNA515743_Guna19","Gunalan19"
"140","NODE_4155_length_1777_cov_253.435",TRUE,18.141509,"PRJNA515743_Guna19_NODE_4155_length_1777_cov_253.435","PRJNA515743_Guna19","Gunalan19"
"141","NODE_4163_length_1773_cov_30.6973",TRUE,2.430626,"PRJNA515743_Guna19_NODE_4163_length_1773_cov_30.6973","PRJNA515743_Guna19","Gunalan19"
"142","NODE_4206_length_1754_cov_27.156",TRUE,2.152155,"PRJNA515743_Guna19_NODE_4206_length_1754_cov_27.156","PRJNA515743_Guna19","Gunalan19"
"143","NODE_4207_length_1753_cov_20.8274",TRUE,2.224737,"PRJNA515743_Guna19_NODE_4207_length_1753_cov_20.8274","PRJNA515743_Guna19","Gunalan19"
"144","NODE_4273_length_1726_cov_32.6254",TRUE,3.699972,"PRJNA515743_Guna19_NODE_4273_length_1726_cov_32.6254","PRJNA515743_Guna19","Gunalan19"
"145","NODE_4296_length_1716_cov_38.1523",TRUE,2.777456,"PRJNA515743_Guna19_NODE_4296_length_1716_cov_38.1523","PRJNA515743_Guna19","Gunalan19"
"146","NODE_4331_length_1698_cov_15.3214",TRUE,1.093172,"PRJNA515743_Guna19_NODE_4331_length_1698_cov_15.3214","PRJNA515743_Guna19","Gunalan19"
"147","NODE_4378_length_1671_cov_20.4103",TRUE,1.992958,"PRJNA515743_Guna19_NODE_4378_length_1671_cov_20.4103","PRJNA515743_Guna19","Gunalan19"
"148","NODE_4403_length_1658_cov_44.1815",TRUE,4.662511,"PRJNA515743_Guna19_NODE_4403_length_1658_cov_44.1815","PRJNA515743_Guna19","Gunalan19"
"149","NODE_4414_length_1653_cov_50.7503",TRUE,3.901564,"PRJNA515743_Guna19_NODE_4414_length_1653_cov_50.7503","PRJNA515743_Guna19","Gunalan19"
"150","NODE_4448_length_1636_cov_79.7925",TRUE,5.829436,"PRJNA515743_Guna19_NODE_4448_length_1636_cov_79.7925","PRJNA515743_Guna19","Gunalan19"
"151","NODE_4477_length_1624_cov_32.1409",TRUE,4.075902,"PRJNA515743_Guna19_NODE_4477_length_1624_cov_32.1409","PRJNA515743_Guna19","Gunalan19"
"152","NODE_4504_length_1615_cov_18.8038",TRUE,2.040857,"PRJNA515743_Guna19_NODE_4504_length_1615_cov_18.8038","PRJNA515743_Guna19","Gunalan19"
"153","NODE_4555_length_1593_cov_17.671",TRUE,2.415991,"PRJNA515743_Guna19_NODE_4555_length_1593_cov_17.671","PRJNA515743_Guna19","Gunalan19"
"154","NODE_4603_length_1572_cov_13.468",TRUE,1.782664,"PRJNA515743_Guna19_NODE_4603_length_1572_cov_13.468","PRJNA515743_Guna19","Gunalan19"
"155","NODE_4637_length_1562_cov_22.3663",TRUE,2.224841,"PRJNA515743_Guna19_NODE_4637_length_1562_cov_22.3663","PRJNA515743_Guna19","Gunalan19"
"156","NODE_4740_length_1521_cov_11.8759",TRUE,2.100011,"PRJNA515743_Guna19_NODE_4740_length_1521_cov_11.8759","PRJNA515743_Guna19","Gunalan19"
"157","NODE_4749_length_1516_cov_16.1218",TRUE,2.41169,"PRJNA515743_Guna19_NODE_4749_length_1516_cov_16.1218","PRJNA515743_Guna19","Gunalan19"
"158","NODE_4799_length_1494_cov_15.8297",TRUE,2.46778,"PRJNA515743_Guna19_NODE_4799_length_1494_cov_15.8297","PRJNA515743_Guna19","Gunalan19"
"159","NODE_4807_length_1492_cov_10.0244",TRUE,1.270741,"PRJNA515743_Guna19_NODE_4807_length_1492_cov_10.0244","PRJNA515743_Guna19","Gunalan19"
"160","NODE_4812_length_1490_cov_18.1031",TRUE,2.13176,"PRJNA515743_Guna19_NODE_4812_length_1490_cov_18.1031","PRJNA515743_Guna19","Gunalan19"
"161","NODE_4892_length_1462_cov_22.6866",TRUE,1.81423,"PRJNA515743_Guna19_NODE_4892_length_1462_cov_22.6866","PRJNA515743_Guna19","Gunalan19"
"162","NODE_4907_length_1456_cov_14.3419",TRUE,2.11231,"PRJNA515743_Guna19_NODE_4907_length_1456_cov_14.3419","PRJNA515743_Guna19","Gunalan19"
