"","Name","pir","max_tpm","label_no_end","expt_assembly","expt"
"1233","NODE_2124_length_2849_cov_7.89334",TRUE,3.223978,"ERX1787318_ERR1717084_Siegal20_NODE_2124_length_2849_cov_7.89334","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1234","NODE_2126_length_2845_cov_9.42007",TRUE,3.105899,"ERX1787318_ERR1717084_Siegal20_NODE_2126_length_2845_cov_9.42007","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1235","NODE_2176_length_2720_cov_17.2229",TRUE,6.380321,"ERX1787318_ERR1717084_Siegal20_NODE_2176_length_2720_cov_17.2229","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1236","NODE_2178_length_2716_cov_13.4615",TRUE,4.986707,"ERX1787318_ERR1717084_Siegal20_NODE_2178_length_2716_cov_13.4615","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1237","NODE_2222_length_2627_cov_30.3907",TRUE,9.940707,"ERX1787318_ERR1717084_Siegal20_NODE_2222_length_2627_cov_30.3907","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1238","NODE_2260_length_2539_cov_12.3253",TRUE,4.416723,"ERX1787318_ERR1717084_Siegal20_NODE_2260_length_2539_cov_12.3253","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1239","NODE_2267_length_2527_cov_4.03398",TRUE,1.638383,"ERX1787318_ERR1717084_Siegal20_NODE_2267_length_2527_cov_4.03398","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1240","NODE_2269_length_2523_cov_42.8517",TRUE,15.950093,"ERX1787318_ERR1717084_Siegal20_NODE_2269_length_2523_cov_42.8517","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1241","NODE_2283_length_2500_cov_132.449",TRUE,48.15849,"ERX1787318_ERR1717084_Siegal20_NODE_2283_length_2500_cov_132.449","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1242","NODE_2300_length_2459_cov_2.76414",TRUE,1.040613,"ERX1787318_ERR1717084_Siegal20_NODE_2300_length_2459_cov_2.76414","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1243","NODE_2309_length_2431_cov_9.9112",TRUE,3.693397,"ERX1787318_ERR1717084_Siegal20_NODE_2309_length_2431_cov_9.9112","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1244","NODE_2310_length_2429_cov_7.14322",TRUE,2.675257,"ERX1787318_ERR1717084_Siegal20_NODE_2310_length_2429_cov_7.14322","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1245","NODE_2326_length_2394_cov_4.94912",TRUE,1.85556,"ERX1787318_ERR1717084_Siegal20_NODE_2326_length_2394_cov_4.94912","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1246","NODE_2333_length_2385_cov_11.2206",TRUE,4.316637,"ERX1787318_ERR1717084_Siegal20_NODE_2333_length_2385_cov_11.2206","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1247","NODE_2348_length_2363_cov_5.09749",TRUE,1.855886,"ERX1787318_ERR1717084_Siegal20_NODE_2348_length_2363_cov_5.09749","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1248","NODE_2368_length_2322_cov_13.9519",TRUE,5.05074,"ERX1787318_ERR1717084_Siegal20_NODE_2368_length_2322_cov_13.9519","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1249","NODE_2374_length_2315_cov_10.5987",TRUE,3.999217,"ERX1787318_ERR1717084_Siegal20_NODE_2374_length_2315_cov_10.5987","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1250","NODE_2377_length_2308_cov_10.1864",TRUE,4.139876,"ERX1787318_ERR1717084_Siegal20_NODE_2377_length_2308_cov_10.1864","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1251","NODE_2391_length_2293_cov_5.19437",TRUE,1.876935,"ERX1787318_ERR1717084_Siegal20_NODE_2391_length_2293_cov_5.19437","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1252","NODE_2393_length_2291_cov_5.02862",TRUE,1.947239,"ERX1787318_ERR1717084_Siegal20_NODE_2393_length_2291_cov_5.02862","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1253","NODE_2402_length_2273_cov_17.7119",TRUE,7.012881,"ERX1787318_ERR1717084_Siegal20_NODE_2402_length_2273_cov_17.7119","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1254","NODE_2428_length_2236_cov_4.38331",TRUE,1.591519,"ERX1787318_ERR1717084_Siegal20_NODE_2428_length_2236_cov_4.38331","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1255","NODE_2432_length_2232_cov_13.4336",TRUE,5.175085,"ERX1787318_ERR1717084_Siegal20_NODE_2432_length_2232_cov_13.4336","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1256","NODE_2450_length_2198_cov_8.93327",TRUE,3.286789,"ERX1787318_ERR1717084_Siegal20_NODE_2450_length_2198_cov_8.93327","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1257","NODE_2460_length_2180_cov_10.3713",TRUE,3.881614,"ERX1787318_ERR1717084_Siegal20_NODE_2460_length_2180_cov_10.3713","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1258","NODE_2463_length_2178_cov_17.822",TRUE,6.669507,"ERX1787318_ERR1717084_Siegal20_NODE_2463_length_2178_cov_17.822","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1259","NODE_2479_length_2148_cov_18.9484",TRUE,5.623893,"ERX1787318_ERR1717084_Siegal20_NODE_2479_length_2148_cov_18.9484","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1260","NODE_2483_length_2143_cov_17.9023",TRUE,6.884955,"ERX1787318_ERR1717084_Siegal20_NODE_2483_length_2143_cov_17.9023","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1261","NODE_2484_length_2143_cov_12.0896",TRUE,4.75279,"ERX1787318_ERR1717084_Siegal20_NODE_2484_length_2143_cov_12.0896","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1262","NODE_2509_length_2116_cov_9.32508",TRUE,3.422298,"ERX1787318_ERR1717084_Siegal20_NODE_2509_length_2116_cov_9.32508","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1263","NODE_2512_length_2113_cov_21.1254",TRUE,8.275747,"ERX1787318_ERR1717084_Siegal20_NODE_2512_length_2113_cov_21.1254","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1264","NODE_2519_length_2106_cov_17.5349",TRUE,6.703146,"ERX1787318_ERR1717084_Siegal20_NODE_2519_length_2106_cov_17.5349","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1265","NODE_2526_length_2085_cov_14.6079",TRUE,5.445138,"ERX1787318_ERR1717084_Siegal20_NODE_2526_length_2085_cov_14.6079","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1266","NODE_2555_length_2039_cov_13.6502",TRUE,5.231384,"ERX1787318_ERR1717084_Siegal20_NODE_2555_length_2039_cov_13.6502","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1267","NODE_2563_length_2024_cov_28.0345",TRUE,10.53296,"ERX1787318_ERR1717084_Siegal20_NODE_2563_length_2024_cov_28.0345","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1268","NODE_259_length_13943_cov_69.8405",TRUE,24.373232,"ERX1787318_ERR1717084_Siegal20_NODE_259_length_13943_cov_69.8405","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1269","NODE_2591_length_1984_cov_66.1768",TRUE,24.827317,"ERX1787318_ERR1717084_Siegal20_NODE_2591_length_1984_cov_66.1768","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1270","NODE_2593_length_1984_cov_5.79523",TRUE,2.39257,"ERX1787318_ERR1717084_Siegal20_NODE_2593_length_1984_cov_5.79523","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1271","NODE_2596_length_1978_cov_11.3068",TRUE,4.211055,"ERX1787318_ERR1717084_Siegal20_NODE_2596_length_1978_cov_11.3068","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1272","NODE_2616_length_1957_cov_17.0431",TRUE,5.922011,"ERX1787318_ERR1717084_Siegal20_NODE_2616_length_1957_cov_17.0431","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1273","NODE_2622_length_1950_cov_4.13351",TRUE,1.814191,"ERX1787318_ERR1717084_Siegal20_NODE_2622_length_1950_cov_4.13351","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1274","NODE_2626_length_1945_cov_15.0905",TRUE,6.336213,"ERX1787318_ERR1717084_Siegal20_NODE_2626_length_1945_cov_15.0905","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1275","NODE_2639_length_1927_cov_8.82585",TRUE,3.711749,"ERX1787318_ERR1717084_Siegal20_NODE_2639_length_1927_cov_8.82585","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1276","NODE_2644_length_1921_cov_5.65059",TRUE,2.1669,"ERX1787318_ERR1717084_Siegal20_NODE_2644_length_1921_cov_5.65059","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1277","NODE_2659_length_1899_cov_12.9642",TRUE,5.016145,"ERX1787318_ERR1717084_Siegal20_NODE_2659_length_1899_cov_12.9642","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1278","NODE_2681_length_1877_cov_14.7283",TRUE,6.073165,"ERX1787318_ERR1717084_Siegal20_NODE_2681_length_1877_cov_14.7283","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1279","NODE_2689_length_1872_cov_4.95817",TRUE,2.02495,"ERX1787318_ERR1717084_Siegal20_NODE_2689_length_1872_cov_4.95817","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1280","NODE_2700_length_1861_cov_7.0515",TRUE,2.729242,"ERX1787318_ERR1717084_Siegal20_NODE_2700_length_1861_cov_7.0515","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1281","NODE_2706_length_1853_cov_16.505",TRUE,6.023174,"ERX1787318_ERR1717084_Siegal20_NODE_2706_length_1853_cov_16.505","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1282","NODE_2712_length_1850_cov_12.6797",TRUE,5.039634,"ERX1787318_ERR1717084_Siegal20_NODE_2712_length_1850_cov_12.6797","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1283","NODE_2725_length_1833_cov_6.1198",TRUE,2.301956,"ERX1787318_ERR1717084_Siegal20_NODE_2725_length_1833_cov_6.1198","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1284","NODE_2731_length_1825_cov_14.5734",TRUE,5.508829,"ERX1787318_ERR1717084_Siegal20_NODE_2731_length_1825_cov_14.5734","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1285","NODE_2733_length_1824_cov_19.7931",TRUE,6.697518,"ERX1787318_ERR1717084_Siegal20_NODE_2733_length_1824_cov_19.7931","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1286","NODE_2768_length_1772_cov_13.6605",TRUE,5.246846,"ERX1787318_ERR1717084_Siegal20_NODE_2768_length_1772_cov_13.6605","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1287","NODE_2776_length_1763_cov_115.994",TRUE,42.543388,"ERX1787318_ERR1717084_Siegal20_NODE_2776_length_1763_cov_115.994","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1288","NODE_2824_length_1707_cov_7.3523",TRUE,2.799831,"ERX1787318_ERR1717084_Siegal20_NODE_2824_length_1707_cov_7.3523","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1289","NODE_2841_length_1693_cov_5.40904",TRUE,2.249345,"ERX1787318_ERR1717084_Siegal20_NODE_2841_length_1693_cov_5.40904","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1290","NODE_2863_length_1669_cov_18.7689",TRUE,7.566135,"ERX1787318_ERR1717084_Siegal20_NODE_2863_length_1669_cov_18.7689","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1291","NODE_2866_length_1666_cov_10.7685",TRUE,4.112052,"ERX1787318_ERR1717084_Siegal20_NODE_2866_length_1666_cov_10.7685","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1292","NODE_2880_length_1655_cov_14.4875",TRUE,4.958742,"ERX1787318_ERR1717084_Siegal20_NODE_2880_length_1655_cov_14.4875","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1293","NODE_2894_length_1642_cov_5.81474",TRUE,2.309367,"ERX1787318_ERR1717084_Siegal20_NODE_2894_length_1642_cov_5.81474","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1294","NODE_2897_length_1640_cov_3.89653",TRUE,1.535062,"ERX1787318_ERR1717084_Siegal20_NODE_2897_length_1640_cov_3.89653","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1295","NODE_2903_length_1632_cov_11.5276",TRUE,4.422025,"ERX1787318_ERR1717084_Siegal20_NODE_2903_length_1632_cov_11.5276","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1296","NODE_2909_length_1627_cov_8.39567",TRUE,3.322747,"ERX1787318_ERR1717084_Siegal20_NODE_2909_length_1627_cov_8.39567","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1297","NODE_2925_length_1611_cov_29.1125",TRUE,10.776127,"ERX1787318_ERR1717084_Siegal20_NODE_2925_length_1611_cov_29.1125","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1298","NODE_2934_length_1606_cov_7.51902",TRUE,2.960917,"ERX1787318_ERR1717084_Siegal20_NODE_2934_length_1606_cov_7.51902","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1299","NODE_2942_length_1601_cov_3.41397",TRUE,1.37305,"ERX1787318_ERR1717084_Siegal20_NODE_2942_length_1601_cov_3.41397","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1300","NODE_2970_length_1579_cov_14.3957",TRUE,4.997771,"ERX1787318_ERR1717084_Siegal20_NODE_2970_length_1579_cov_14.3957","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1301","NODE_3020_length_1539_cov_11.7136",TRUE,4.482193,"ERX1787318_ERR1717084_Siegal20_NODE_3020_length_1539_cov_11.7136","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1302","NODE_3043_length_1527_cov_5.99049",TRUE,2.445433,"ERX1787318_ERR1717084_Siegal20_NODE_3043_length_1527_cov_5.99049","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1303","NODE_3092_length_1491_cov_5.19638",TRUE,2.190367,"ERX1787318_ERR1717084_Siegal20_NODE_3092_length_1491_cov_5.19638","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1304","NODE_3100_length_1486_cov_3.5283",TRUE,1.496369,"ERX1787318_ERR1717084_Siegal20_NODE_3100_length_1486_cov_3.5283","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1305","NODE_3110_length_1481_cov_6.90112",TRUE,2.79686,"ERX1787318_ERR1717084_Siegal20_NODE_3110_length_1481_cov_6.90112","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1306","NODE_3118_length_1477_cov_4.38256",TRUE,2.069305,"ERX1787318_ERR1717084_Siegal20_NODE_3118_length_1477_cov_4.38256","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1307","NODE_3131_length_1468_cov_6.44374",TRUE,2.583856,"ERX1787318_ERR1717084_Siegal20_NODE_3131_length_1468_cov_6.44374","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1308","NODE_3178_length_1427_cov_2.41618",TRUE,0.874864,"ERX1787318_ERR1717084_Siegal20_NODE_3178_length_1427_cov_2.41618","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1309","NODE_3182_length_1425_cov_44.2869",TRUE,17.15889,"ERX1787318_ERR1717084_Siegal20_NODE_3182_length_1425_cov_44.2869","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1310","NODE_3198_length_1413_cov_32.4941",TRUE,13.18334,"ERX1787318_ERR1717084_Siegal20_NODE_3198_length_1413_cov_32.4941","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1311","NODE_3208_length_1409_cov_19.4247",TRUE,7.857459,"ERX1787318_ERR1717084_Siegal20_NODE_3208_length_1409_cov_19.4247","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1312","NODE_3217_length_1401_cov_27.3195",TRUE,10.170806,"ERX1787318_ERR1717084_Siegal20_NODE_3217_length_1401_cov_27.3195","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1313","NODE_3223_length_1398_cov_3.08042",TRUE,1.342996,"ERX1787318_ERR1717084_Siegal20_NODE_3223_length_1398_cov_3.08042","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1314","NODE_3230_length_1396_cov_6.31022",TRUE,2.565696,"ERX1787318_ERR1717084_Siegal20_NODE_3230_length_1396_cov_6.31022","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1315","NODE_3245_length_1385_cov_7.34662",TRUE,2.941882,"ERX1787318_ERR1717084_Siegal20_NODE_3245_length_1385_cov_7.34662","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1316","NODE_3247_length_1383_cov_11.1589",TRUE,4.153179,"ERX1787318_ERR1717084_Siegal20_NODE_3247_length_1383_cov_11.1589","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1317","NODE_3250_length_1383_cov_9.46913",TRUE,3.449909,"ERX1787318_ERR1717084_Siegal20_NODE_3250_length_1383_cov_9.46913","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1318","NODE_3266_length_1371_cov_3.8807",TRUE,1.709216,"ERX1787318_ERR1717084_Siegal20_NODE_3266_length_1371_cov_3.8807","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1319","NODE_3268_length_1369_cov_5.74886",TRUE,2.752947,"ERX1787318_ERR1717084_Siegal20_NODE_3268_length_1369_cov_5.74886","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1320","NODE_3271_length_1367_cov_3.39787",TRUE,1.304979,"ERX1787318_ERR1717084_Siegal20_NODE_3271_length_1367_cov_3.39787","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1321","NODE_3282_length_1358_cov_4.46048",TRUE,1.811457,"ERX1787318_ERR1717084_Siegal20_NODE_3282_length_1358_cov_4.46048","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1322","NODE_3295_length_1350_cov_5.98147",TRUE,2.398978,"ERX1787318_ERR1717084_Siegal20_NODE_3295_length_1350_cov_5.98147","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1323","NODE_3315_length_1341_cov_6.85303",TRUE,3.265356,"ERX1787318_ERR1717084_Siegal20_NODE_3315_length_1341_cov_6.85303","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1324","NODE_3322_length_1338_cov_3.82463",TRUE,1.691935,"ERX1787318_ERR1717084_Siegal20_NODE_3322_length_1338_cov_3.82463","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1325","NODE_3396_length_1293_cov_5.90307",TRUE,2.471988,"ERX1787318_ERR1717084_Siegal20_NODE_3396_length_1293_cov_5.90307","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1326","NODE_3402_length_1290_cov_4.1085",TRUE,1.661341,"ERX1787318_ERR1717084_Siegal20_NODE_3402_length_1290_cov_4.1085","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1327","NODE_3406_length_1289_cov_6.1013",TRUE,2.877005,"ERX1787318_ERR1717084_Siegal20_NODE_3406_length_1289_cov_6.1013","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1328","NODE_3410_length_1287_cov_7.69318",TRUE,3.120351,"ERX1787318_ERR1717084_Siegal20_NODE_3410_length_1287_cov_7.69318","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1329","NODE_3438_length_1267_cov_4.42657",TRUE,1.83205,"ERX1787318_ERR1717084_Siegal20_NODE_3438_length_1267_cov_4.42657","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1330","NODE_3452_length_1262_cov_23.1226",TRUE,8.174978,"ERX1787318_ERR1717084_Siegal20_NODE_3452_length_1262_cov_23.1226","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1331","NODE_3456_length_1260_cov_21.6315",TRUE,7.840146,"ERX1787318_ERR1717084_Siegal20_NODE_3456_length_1260_cov_21.6315","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1332","NODE_3464_length_1256_cov_13.1915",TRUE,3.597393,"ERX1787318_ERR1717084_Siegal20_NODE_3464_length_1256_cov_13.1915","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1333","NODE_3481_length_1250_cov_4.83933",TRUE,2.08099,"ERX1787318_ERR1717084_Siegal20_NODE_3481_length_1250_cov_4.83933","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1334","NODE_3510_length_1230_cov_3.21191",TRUE,1.33992,"ERX1787318_ERR1717084_Siegal20_NODE_3510_length_1230_cov_3.21191","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1335","NODE_3553_length_1211_cov_99.3521",TRUE,35.973393,"ERX1787318_ERR1717084_Siegal20_NODE_3553_length_1211_cov_99.3521","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1336","NODE_3598_length_1187_cov_4.67314",TRUE,1.95225,"ERX1787318_ERR1717084_Siegal20_NODE_3598_length_1187_cov_4.67314","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1337","NODE_3621_length_1176_cov_2.62623",TRUE,1.119798,"ERX1787318_ERR1717084_Siegal20_NODE_3621_length_1176_cov_2.62623","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1338","NODE_3630_length_1170_cov_2.5704",TRUE,1.156415,"ERX1787318_ERR1717084_Siegal20_NODE_3630_length_1170_cov_2.5704","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1339","NODE_3635_length_1168_cov_7.98922",TRUE,3.387083,"ERX1787318_ERR1717084_Siegal20_NODE_3635_length_1168_cov_7.98922","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1340","NODE_3656_length_1161_cov_4.55515",TRUE,1.856082,"ERX1787318_ERR1717084_Siegal20_NODE_3656_length_1161_cov_4.55515","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1341","NODE_3683_length_1142_cov_12.1187",TRUE,4.797167,"ERX1787318_ERR1717084_Siegal20_NODE_3683_length_1142_cov_12.1187","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1342","NODE_3691_length_1139_cov_12.3183",TRUE,4.349535,"ERX1787318_ERR1717084_Siegal20_NODE_3691_length_1139_cov_12.3183","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1343","NODE_3707_length_1133_cov_7.82653",TRUE,3.290913,"ERX1787318_ERR1717084_Siegal20_NODE_3707_length_1133_cov_7.82653","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1344","NODE_3715_length_1128_cov_2.30475",TRUE,1.023052,"ERX1787318_ERR1717084_Siegal20_NODE_3715_length_1128_cov_2.30475","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1345","NODE_3731_length_1121_cov_5.54972",TRUE,2.6242,"ERX1787318_ERR1717084_Siegal20_NODE_3731_length_1121_cov_5.54972","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1346","NODE_3762_length_1104_cov_3.6387",TRUE,1.655157,"ERX1787318_ERR1717084_Siegal20_NODE_3762_length_1104_cov_3.6387","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1347","NODE_3780_length_1098_cov_1.56376",TRUE,0.512704,"ERX1787318_ERR1717084_Siegal20_NODE_3780_length_1098_cov_1.56376","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1348","NODE_3783_length_1094_cov_2.60154",TRUE,1.223152,"ERX1787318_ERR1717084_Siegal20_NODE_3783_length_1094_cov_2.60154","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1349","NODE_3786_length_1091_cov_4.48456",TRUE,2.293103,"ERX1787318_ERR1717084_Siegal20_NODE_3786_length_1091_cov_4.48456","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1350","NODE_3800_length_1084_cov_2.62585",TRUE,1.302185,"ERX1787318_ERR1717084_Siegal20_NODE_3800_length_1084_cov_2.62585","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1351","NODE_3814_length_1077_cov_5.15264",TRUE,2.362661,"ERX1787318_ERR1717084_Siegal20_NODE_3814_length_1077_cov_5.15264","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1352","NODE_3832_length_1072_cov_1.66273",TRUE,0.660111,"ERX1787318_ERR1717084_Siegal20_NODE_3832_length_1072_cov_1.66273","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1353","NODE_3835_length_1072_cov_6.40806",TRUE,2.836121,"ERX1787318_ERR1717084_Siegal20_NODE_3835_length_1072_cov_6.40806","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1354","NODE_3847_length_1066_cov_3.23046",TRUE,1.429133,"ERX1787318_ERR1717084_Siegal20_NODE_3847_length_1066_cov_3.23046","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1355","NODE_3879_length_1054_cov_3.33433",TRUE,1.604053,"ERX1787318_ERR1717084_Siegal20_NODE_3879_length_1054_cov_3.33433","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1356","NODE_3885_length_1052_cov_5.31294",TRUE,1.892008,"ERX1787318_ERR1717084_Siegal20_NODE_3885_length_1052_cov_5.31294","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1357","NODE_3923_length_1030_cov_3.61231",TRUE,1.560914,"ERX1787318_ERR1717084_Siegal20_NODE_3923_length_1030_cov_3.61231","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1358","NODE_3925_length_1029_cov_5.23717",TRUE,2.153204,"ERX1787318_ERR1717084_Siegal20_NODE_3925_length_1029_cov_5.23717","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1359","NODE_3939_length_1026_cov_4.19876",TRUE,1.707948,"ERX1787318_ERR1717084_Siegal20_NODE_3939_length_1026_cov_4.19876","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1360","NODE_3951_length_1021_cov_2.9089",TRUE,1.227444,"ERX1787318_ERR1717084_Siegal20_NODE_3951_length_1021_cov_2.9089","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1361","NODE_3973_length_1014_cov_3.04067",TRUE,1.308819,"ERX1787318_ERR1717084_Siegal20_NODE_3973_length_1014_cov_3.04067","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1362","NODE_3977_length_1011_cov_4.28766",TRUE,1.633242,"ERX1787318_ERR1717084_Siegal20_NODE_3977_length_1011_cov_4.28766","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1363","NODE_4009_length_999_cov_2.33792",TRUE,1.225436,"ERX1787318_ERR1717084_Siegal20_NODE_4009_length_999_cov_2.33792","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1364","NODE_4010_length_998_cov_4.06469",TRUE,1.840465,"ERX1787318_ERR1717084_Siegal20_NODE_4010_length_998_cov_4.06469","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1365","NODE_4019_length_996_cov_3.11265",TRUE,1.301799,"ERX1787318_ERR1717084_Siegal20_NODE_4019_length_996_cov_3.11265","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1366","NODE_4031_length_992_cov_3.32551",TRUE,1.418131,"ERX1787318_ERR1717084_Siegal20_NODE_4031_length_992_cov_3.32551","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1367","NODE_4062_length_976_cov_3.05863",TRUE,1.299067,"ERX1787318_ERR1717084_Siegal20_NODE_4062_length_976_cov_3.05863","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1368","NODE_4118_length_957_cov_36.4568",TRUE,14.30812,"ERX1787318_ERR1717084_Siegal20_NODE_4118_length_957_cov_36.4568","ERX1787318_ERR1717084_Siegal20","Siegal20"
"1369","NODE_4119_length_956_cov_4.27858",TRUE,1.790851,"ERX1787318_ERR1717084_Siegal20_NODE_4119_length_956_cov_4.27858","ERX1787318_ERR1717084_Siegal20","Siegal20"
