"Name","SRX697834_SRR1571704_TPM","SRX697835_SRR1571705_TPM","SRX697836_SRR1571706_TPM","SRX697837_SRR1571707_TPM","SRX697838_SRR1571708_TPM","SRX697839_SRR1571709_TPM","SRX697840_SRR1571710_TPM","SRX697841_SRR1571711_TPM","pir","subfam"
"NODE_7326_length_385_cov_2.19697",0.195816,0,0.520962,0,0.23942,0,0,0.721441,FALSE,"none"
"NODE_7327_length_385_cov_2.34848",0.195816,0.23882,0,0.95314,0.23942,0,0.285052,0.18036,FALSE,"none"
"NODE_7328_length_385_cov_48.2727",1.958155,1.998385,0.587405,2.26825,2.154783,9.642281,7.366144,11.393936,FALSE,"none"
"NODE_7329_length_385_cov_5.51818",0.783262,0.23882,0.260481,0.95314,0.23942,0.24838,0.570103,1.082162,FALSE,"none"
"NODE_7330_length_385_cov_1.60606",0.195816,0,0,0.238285,0.23942,0.49676,0,0.360721,FALSE,"none"
"NODE_7331_length_385_cov_0.736364",0,0.23882,0.260481,0,0,0,0,0,FALSE,"none"
"NODE_7332_length_385_cov_1.97576",0.391631,0.477639,0.520962,0,0,0,0.285052,0,FALSE,"none"
"NODE_7333_length_385_cov_1.95758",0,0.477639,0.260481,0,0.23942,0.24838,0.285052,0.541081,FALSE,"none"
"NODE_7334_length_385_cov_2.65758",0.195816,0.607097,0.260481,0.714855,0,0.49676,0,0.18036,FALSE,"none"
"NODE_7335_length_385_cov_66.8333",6.765467,12.396549,9.665275,13.446092,4.387222,1.490281,0.285052,2.222744,FALSE,"none"
"NODE_7336_length_385_cov_2.38182",0.783262,0.477639,0.520962,0.714855,0.478841,0.24838,0,0,FALSE,"none"
"NODE_7337_length_385_cov_2.01212",0,0,0.260481,0.238285,0,0,0.570103,0.541081,FALSE,"none"
"NODE_7338_length_385_cov_2.08182",0.391631,0,0,0.238285,0.478841,0.24838,0,0,FALSE,"none"
"NODE_7339_length_385_cov_5.46364",2.119505,0.716459,0.260481,0,0.23942,0,0,0.18036,FALSE,"none"
"NODE_7340_length_385_cov_1.17273",0,0,0,0,0,0.24838,0,0.18036,FALSE,"none"
"NODE_7341_length_385_cov_53.9848",6.53161,4.39741,1.953583,1.429852,1.836458,2.769954,3.010829,3.066126,FALSE,"none"
"NODE_7342_length_385_cov_12.7606",2.355422,2.126049,2.35524,0.955845,0.240104,0,0.289475,0.909976,FALSE,"none"
"NODE_7343_length_385_cov_146.361",14.520866,21.392804,17.366128,26.069905,16.324843,11.010661,8.691427,10.306175,FALSE,"none"
"NODE_7344_length_385_cov_11.9333",0.606502,0.477639,0,0.952918,0.986713,0.745141,0.285052,0.185252,FALSE,"none"
"NODE_7345_length_384_cov_2.65653",0.393328,0.479727,0.784877,0.239354,0.24046,0,0,0.181108,FALSE,"none"
"NODE_7346_length_384_cov_1.58359",0,0.479727,0,0,0,0,0,0.181108,FALSE,"none"
"NODE_7347_length_384_cov_1.95745",0.393328,0.239864,0.523252,0,0,0,0,0.543324,FALSE,"none"
"NODE_7348_length_384_cov_3.36474",0.449482,0.239864,0.261626,0.718061,0.24046,0.249448,0.286267,0.362216,FALSE,"none"
"NODE_7349_length_384_cov_6.2614",2.163303,0.239864,1.046503,1.196768,0.72138,0,0,0,FALSE,"none"
"NODE_7350_length_384_cov_2.89666",0.196664,0,0.261626,0.957415,0,0,0,0.905539,FALSE,"none"
"NODE_7351_length_384_cov_3.69605",0.393328,0.719591,0.261626,0.957415,0,0,0.572533,0.362216,FALSE,"none"
"NODE_7352_length_384_cov_29.5532",2.753319,0.22727,0,3.599879,5.807908,3.506144,3.464608,1.277163,FALSE,"none"
"NODE_7353_length_384_cov_267.091",16.559067,2.398637,2.507299,1.436122,41.075631,74.566367,46.780879,20.147516,FALSE,"none"
"NODE_7354_length_384_cov_49.5866",4.203795,9.050769,6.747456,5.939922,2.64506,1.5305,2.003866,5.807726,FALSE,"none"
"NODE_7355_length_384_cov_1.96049",0.58988,0.239864,0,0.239354,0,0,0,0,FALSE,"none"
"NODE_7356_length_384_cov_2.21581",0.251911,0,0.261626,0,0.24046,0,0,0,FALSE,"none"
"NODE_7357_length_384_cov_4.12766",0.786656,0.239864,1.569755,0.239354,0.24046,0.249448,0,0.543324,FALSE,"none"
"NODE_7358_length_383_cov_2.25",0,0,0,0,0.966034,0,0.574983,0.545585,FALSE,"none"
"NODE_7359_length_383_cov_1.39939",0,0,0,0,0.241508,0,0,0.81249,FALSE,"none"
"NODE_7360_length_383_cov_6.09451",1.580159,0.481833,0.262782,0,0.483017,0.501052,0.574983,0.909308,FALSE,"none"
"NODE_7361_length_383_cov_2.75",0.592559,0.240916,0.525564,0.240432,0,0.250526,0,0.363723,FALSE,"none"
"NODE_7362_length_383_cov_37.872",1.58022,1.024129,1.693195,1.442589,0.724526,0.250526,0.574983,0.950318,FALSE,"none"
"NODE_7363_length_383_cov_2.69817",0.592559,0.460828,0,0.961726,0.483017,0,0,0.181862,FALSE,"none"
"NODE_7364_length_383_cov_2.46341",0.39504,0.240916,0,0,0,0,0,0.363723,FALSE,"none"
"NODE_7365_length_383_cov_7.90549",1.185119,0.722749,0.262782,0,0,0,0.287492,0.363723,FALSE,"none"
"NODE_7366_length_383_cov_710.463",67.767267,111.345186,16.110891,10.190588,12.629229,84.686947,135.747946,113.948434,FALSE,"none"
"NODE_7367_length_383_cov_8.42988",2.567758,0.963665,0,0.480863,0.241508,0.501052,0.574983,0.181862,FALSE,"none"
"NODE_7368_length_383_cov_55.8018",2.348833,1.852175,1.476021,2.455336,2.935906,2.48947,2.445382,2.052851,FALSE,"none"
"NODE_7369_length_383_cov_2.17683",0.39504,0,0.262782,0.721295,0.241508,1.002104,0,0.181862,FALSE,"none"
"NODE_7370_length_382_cov_43.7125",0.198383,0.483956,0,0,0.242566,0.75484,0.577455,0.182622,FALSE,"none"
"NODE_7371_length_382_cov_50.6728",6.091785,0.483956,1.5837,9.242287,12.821338,7.429054,3.717434,2.008839,FALSE,"none"
"NODE_7372_length_382_cov_1.77064",0.396848,0,0,0.724872,0,0,0,0.182644,FALSE,"none"
"NODE_7373_length_382_cov_3.49541",0.198383,0.483956,0.26395,0,0.727698,0,0.288727,0.547865,FALSE,"none"
"NODE_7374_length_382_cov_4.62997",0.793533,0.725933,0.5279,0.483039,0.485132,0.251613,0,0.547865,FALSE,"none"
"NODE_7375_length_382_cov_1.86544",0.396767,0.290239,0,0.724559,0,0,0,0,FALSE,"none"
"NODE_7376_length_382_cov_2.00306",0.396767,0.483956,0,0.483039,0.316611,0,0,0,FALSE,"none"
"NODE_7377_length_382_cov_11.7187",0.825402,0.732384,1.84765,1.925249,1.455396,0.75484,0.288727,0.730487,FALSE,"none"
"NODE_7378_length_382_cov_35.8379",5.282397,7.265793,2.1116,2.60448,2.256283,1.509679,2.259787,2.374083,FALSE,"none"
"NODE_7379_length_382_cov_1.81957",0.396767,0.241978,0.26395,0,0,0,0.288727,0.182622,FALSE,"none"
"NODE_7380_length_382_cov_16.5994",1.388683,1.451867,1.616596,2.430974,2.668236,1.258066,0.866181,1.278352,FALSE,"none"
"NODE_7381_length_382_cov_31.4924",4.471963,3.149944,3.237882,3.232099,2.961441,1.234462,0.610691,2.670593,FALSE,"none"
"NODE_7382_length_382_cov_52.3609",3.386539,2.45959,3.209795,4.780411,6.392109,6.812237,5.706868,3.469813,FALSE,"none"
"NODE_7383_length_382_cov_3.12844",0.59515,0.241978,0,0.24152,0.242566,0.251613,0,0,FALSE,"none"
"NODE_7384_length_382_cov_2.70336",0.396767,0.241978,0.26395,0.24152,0,0,0.288727,0,FALSE,"none"
"NODE_7385_length_382_cov_7.06728",1.388683,0.967911,0.26395,0,0,0,1.732363,0.547865,FALSE,"none"
"NODE_7386_length_382_cov_4.97554",0.793533,0.732707,0,1.208074,0.485132,0.251703,0.28877,0.365244,FALSE,"none"
"NODE_7387_length_382_cov_7.25076",0.198383,0.818611,0.26395,0.483039,0.727698,0.503226,0.866181,0.547865,FALSE,"none"
"NODE_7388_length_382_cov_9.40979",0.198383,1.693845,0.26395,0.483039,0,0.503226,0.288727,0.547865,FALSE,"none"
"NODE_7389_length_382_cov_26.0245",1.408768,2.661756,0.263959,2.898236,0.970264,0.745763,0.288727,1.278352,FALSE,"none"
"NODE_7390_length_381_cov_1.64417",0,0.486098,0.265129,0,0,0,0,0.366776,FALSE,"none"
"NODE_7391_length_381_cov_1.22086",0,0,0,0,0,0,0,0.916941,FALSE,"none"
"NODE_7392_length_381_cov_3.57975",0,0,0,0,0.243633,0.758128,0.86992,1.100329,FALSE,"none"
"NODE_7393_length_381_cov_3.24233",1.39478,0,0,0,0.487267,0,0.289973,0.366776,FALSE,"none"
"NODE_7394_length_381_cov_3.16871",0.597763,0.972196,0.530259,0.485237,0,0,0,0,FALSE,"none"
"NODE_7395_length_381_cov_27.8681",0.597763,0.243049,0,0.727856,1.140055,0.761301,0.579947,0.733552,FALSE,"none"
"NODE_7396_length_381_cov_8.00307",1.594034,2.43049,1.325646,0.242619,0.487267,0.252709,0,0.183388,FALSE,"none"
"NODE_7397_length_381_cov_4.70245",0.797017,0.972196,1.060517,0,0,0.505418,0,0.550164,FALSE,"none"
"NODE_7398_length_381_cov_0.92638",0,0.243049,0,0,0,0,0.289973,0,FALSE,"none"
"NODE_7399_length_381_cov_1.69939",0,0.243049,0.265129,0.242619,0,0,0,0.366776,FALSE,"none"
"NODE_7400_length_381_cov_34.3221",4.782102,2.916588,1.779486,1.566544,2.1927,0.758128,0.86992,2.151202,FALSE,"none"
"NODE_7401_length_381_cov_3.49693",0,0,0.795388,0,0.487267,1.010837,0.579947,0.733552,FALSE,"none"
"NODE_7402_length_381_cov_1.98466",0,0.243049,0.265129,0,0.243633,0,0,0.366776,FALSE,"none"
"NODE_7403_length_381_cov_58.8006",6.051195,3.965725,5.283943,8.686413,9.258326,5.236558,4.678057,4.570237,FALSE,"none"
"NODE_7404_length_381_cov_1.38957",0.199254,0,0.265129,0,0,0.505418,0,0.366776,FALSE,"none"
"NODE_7405_length_381_cov_2.74233",0.597763,0,0.265129,0.242619,0,0.505418,0.289973,0.366776,FALSE,"none"
"NODE_7406_length_381_cov_1.30368",0,0,0,0.242619,0,0,0,0.183388,FALSE,"none"
"NODE_7407_length_381_cov_9.65951",1.39478,0,0,0.727856,0.487267,0.505418,0.289973,0.733552,FALSE,"none"
"NODE_7408_length_381_cov_3.22699",0.996271,0.972196,0,0.485237,0.243633,0,1.449867,0.183388,FALSE,"none"
"NODE_7409_length_381_cov_378.135",48.572824,39.46944,32.875573,35.682113,45.138115,29.08231,32.227815,21.505072,FALSE,"none"
"NODE_7410_length_381_cov_63.9816",8.419215,6.056678,7.165318,7.056725,3.048407,3.191788,2.741571,3.909877,FALSE,"none"
"NODE_7411_length_380_cov_7.78769",1.601061,0.732391,0.532639,0.974914,0.73413,0.253814,0.582461,1.104968,FALSE,"none"
"NODE_7412_length_380_cov_27.2092",7.471555,4.390723,2.130502,2.76798,1.497274,0,1.164923,2.394097,FALSE,"none"
"NODE_7413_length_380_cov_2.60615",0,0.732391,0,0.243728,0,0.253814,0.582461,0.552484,FALSE,"none"
"NODE_7414_length_380_cov_0.898462",0.400265,0.48826,0,0,0,0,0,0,FALSE,"none"
"NODE_7415_length_380_cov_7.58462",0.800531,1.953041,2.082591,0.731185,0.24471,1.015255,0,0,TRUE,"none"
"NODE_7416_length_380_cov_1.88923",0.200133,0.24413,0,0,0.24471,0.253814,0,0.368323,FALSE,"none"
"NODE_7417_length_380_cov_6.26462",0.479689,1.220651,0.26632,1.949828,0,0.244383,0,0.637432,FALSE,"none"
"NODE_7418_length_380_cov_79.5108",2.423562,0.655987,0.384212,1.462048,1.385263,0,0.407354,0.248933,FALSE,"none"
"NODE_7419_length_380_cov_3.8",0,0,0,0,0.24471,0.253814,1.456153,1.657452,FALSE,"none"
"NODE_7420_length_380_cov_1.55077",0,0.48826,0,0,0,0.253814,0,0,FALSE,"none"
"NODE_7421_length_380_cov_3.36308",0,0.24413,0,0.543779,0.48942,0,0.291231,0.552484,FALSE,"none"
"NODE_7422_length_380_cov_1.05231",0.200133,0,0,0.487457,0,0,0,0,FALSE,"none"
"NODE_7423_length_380_cov_4.86462",1.000663,0.48826,0.798959,0.731185,0,0.253814,0.291231,0.368323,FALSE,"none"
"NODE_7424_length_380_cov_3.05231",0.400265,0.24413,0.26632,0,0,0.507628,0,0.736645,FALSE,"none"
"NODE_7425_length_380_cov_2.20308",0.400265,0.732391,0.26632,0,0.24471,0,0,0,FALSE,"none"
"NODE_7426_length_380_cov_24.1969",0,0.488631,0,0.243728,0.24471,1.019552,0.292349,1.104968,FALSE,"none"
"NODE_7427_length_380_cov_3.37846",0.600398,0.24413,0.26632,0.487457,0.24471,0.253814,0,0.184161,FALSE,"none"
"NODE_7428_length_380_cov_59.9046",12.208092,7.323905,3.728476,1.706099,2.202389,5.076276,4.077229,8.655582,FALSE,"none"
"NODE_7429_length_380_cov_7.24923",1.200796,1.220651,1.597918,0.487457,0.48942,0,0.291231,0.736645,FALSE,"none"
"NODE_7430_length_379_cov_3.31481",0.201018,0.490442,0,0.244849,0.737385,0.254929,0,0.184941,FALSE,"none"
"NODE_7431_length_379_cov_1.98148",0.603055,0.245221,0.535039,0,0,0,0.292499,0,FALSE,"none"
"NODE_7432_length_379_cov_4.54012",1.267642,0.735663,0.802559,0.244849,0,0,0,0.184941,FALSE,"none"
"NODE_7433_length_379_cov_3.24074",0.402037,0,0,0.244849,1.336208,0.764786,0,0,FALSE,"none"
"NODE_7434_length_379_cov_7.3858",0.402037,1.961769,1.070079,1.713941,0.737385,0.764786,0,0.554824,FALSE,"none"
"NODE_7435_length_379_cov_3.30864",0.603055,0,0,0.244849,0.49159,0.254929,0.584998,0.184941,FALSE,"none"
"NODE_7436_length_379_cov_2.88272",0.402037,0,0.26752,0.244849,0.49159,0.254929,0.584998,0.369883,FALSE,"none"
"NODE_7437_length_379_cov_53.25",6.343476,3.827899,7.80676,8.501174,8.735851,2.489447,3.467399,3.339442,FALSE,"none"
"NODE_7438_length_379_cov_2.98765",0.804074,0.490442,0,0.244849,0,0,0.584998,0.184941,FALSE,"none"
"NODE_7439_length_379_cov_156.133",18.037684,19.188123,13.713217,16.301961,8.867443,9.146561,9.176319,28.255608,FALSE,"none"
"NODE_7440_length_379_cov_2.0216",0.603055,0.245221,0.535039,0.244849,0,0,0,0.369883,FALSE,"none"
"NODE_7441_length_379_cov_3.12346",1.005092,0.245221,0.26752,0,0,0.509857,0.584998,0,FALSE,"none"
"NODE_7442_length_379_cov_2.20679",0,0.490442,0,0.489698,0.245795,0,0,0,FALSE,"none"
"NODE_7443_length_379_cov_10.1759",3.015276,1.226105,1.337598,1.224244,0,0.764786,0,1.109649,FALSE,"none"
"NODE_7444_length_379_cov_0.929012",0.402037,0,0,0,0,0,0,0,FALSE,"none"
"NODE_7445_length_379_cov_23.8611",0,0.490442,0.802559,0.489698,0,0.799603,0.292499,0.801469,FALSE,"none"
"NODE_7446_length_379_cov_83.8241",8.001539,4.901269,2.692286,2.772135,1.551834,3.365446,4.138589,4.995788,FALSE,"none"
"NODE_7447_length_379_cov_17.2438",1.608147,1.716547,3.210236,4.407278,0.98318,1.274643,0.292499,2.219298,FALSE,"none"
"NODE_7448_length_379_cov_590.67",87.619223,87.086842,61.733334,79.650376,62.38822,43.457098,32.3158,42.777525,FALSE,"none"
"NODE_7449_length_379_cov_5.5",0.402037,0.980884,0.802559,0,0.245795,0.779092,1.191378,0.554824,FALSE,"none"
"NODE_7450_length_378_cov_2.52941",0.605735,0,0,0,0.246889,0,0.293779,0.557184,FALSE,"none"
"NODE_7451_length_378_cov_1.68111",0,0,0.537455,0,0,0,0,0.742912,FALSE,"none"
"NODE_7452_length_378_cov_2.67183",0.201912,0.985286,0.268728,0.24598,0,0,0.293779,0.371456,FALSE,"none"
"NODE_7453_length_378_cov_3.30031",0.807647,0,0.268728,0.24598,0.246889,0.76816,0,0.185728,FALSE,"none"
"NODE_7454_length_378_cov_3.30341",0.605735,0.246321,0,0,0,0.256053,0,0.742912,FALSE,"none"
"NODE_7455_length_378_cov_8.9226",2.219728,0.738964,1.088541,1.721857,0.739473,0.512107,0.227563,0,FALSE,"none"
"NODE_7456_length_378_cov_1.88854",0,0,0.537455,0,0,0,0,0,FALSE,"none"
"NODE_7457_length_378_cov_3.9226",1.009559,0.492643,0.806183,0,0.246889,0,0.587559,0.371456,FALSE,"none"
"NODE_7458_length_378_cov_1.05573",0.201912,0,0,0.24598,0,0,0,0.185728,FALSE,"none"
"NODE_7459_length_378_cov_287.35",4.202213,7.045541,0.268728,0.904547,17.452898,41.594895,87.455243,70.901696,FALSE,"none"
"NODE_7460_length_378_cov_9.3096",1.026965,1.72425,0.806183,1.721857,0.987556,0.992619,0,0.557184,FALSE,"none"
"NODE_7461_length_378_cov_1.94737",0.807647,0.246321,0.268728,0,0.246889,0.256053,0,0,FALSE,"none"
"NODE_7462_length_378_cov_1.34985",0,0,0.806183,0.24598,0,0.256053,0,0,FALSE,"none"
"NODE_7463_length_378_cov_11.3127",2.422941,1.72425,0.537455,0.24598,0.740667,0.76816,1.762676,0.928641,FALSE,"none"
"NODE_7464_length_378_cov_5.77709",1.21147,0.492643,1.343639,1.475878,0.493778,0,0,0.371456,FALSE,"none"
"NODE_7465_length_378_cov_57.5449",6.277672,7.20078,10.143913,9.77256,4.339194,1.158232,2.207672,2.585825,FALSE,"none"
"NODE_7466_length_378_cov_6.73994",1.229432,1.72425,0.537455,0.737939,0.246889,0.256053,0.293779,0.185728,FALSE,"none"
"NODE_7467_length_378_cov_3.62848",0.403823,0.985286,0,0,0.246889,0.256053,0.724719,0.185728,FALSE,"none"
"NODE_7468_length_378_cov_81.4892",4.64397,0.739297,0,4.181653,17.29117,20.228244,7.932109,7.074401,FALSE,"none"
"NODE_7470_length_378_cov_4.97833",0.403823,0.268446,0,0.24598,0.493778,1.280267,0.881338,1.106133,FALSE,"none"
"NODE_7471_length_378_cov_7.74613",0.403823,0.492643,0.537464,0.24598,0,0.256053,0.587559,1.114369,FALSE,"none"
"NODE_7472_length_378_cov_18.5356",1.153314,1.859945,0,0.291217,1.423168,0,1.036705,0.431656,FALSE,"none"
"NODE_7473_length_378_cov_4.5418",1.69682,1.970572,1.017424,1.229898,0,0,0,0.742912,FALSE,"none"
"NODE_7474_length_377_cov_1.42547",0.405626,0.742294,0,0,0,0,0,0,FALSE,"none"
"NODE_7475_length_377_cov_3",1.216879,0.247431,0.269945,0.247121,0,0.257188,0.295071,0.186521,FALSE,"none"
"NODE_7476_length_377_cov_2.5559",0.60844,0.742294,0.269945,0,0,0,0,0.373042,FALSE,"none"
"NODE_7477_length_377_cov_2.0528",0.202813,0.247431,0,0.741362,0.247993,0,0.295071,0,FALSE,"none"
"NODE_7478_length_377_cov_45.764",10.546287,7.622381,9.448062,8.119214,2.18023,0.257188,0.885212,0.932606,FALSE,"none"
"NODE_7479_length_377_cov_1.55901",0.405626,0,0,0.247121,0.247993,0.257188,0,0.186521,FALSE,"none"
"NODE_7480_length_377_cov_1.24224",0.405626,0,0,0,0,0,0.295071,0,FALSE,"none"
"NODE_7481_length_377_cov_4.43168",0.202813,0.247431,0,0.741362,0.495985,1.02875,0.590141,1.796975,FALSE,"none"
"NODE_7482_length_377_cov_17.177",3.041778,2.473994,2.064797,2.223987,0.247993,1.02875,0.590141,1.119127,FALSE,"none"
"NODE_7483_length_377_cov_2.51553",0.405626,0.494863,0.315834,0,0.247993,0,0,0.186521,FALSE,"none"
"NODE_7484_length_377_cov_561.121",50.242246,68.687296,49.426993,29.022072,19.095098,67.951339,94.697071,59.845957,FALSE,"none"
"NODE_7485_length_377_cov_24.2205",1.216879,4.207658,2.569899,2.718329,1.888589,0.514375,0.646158,0.746085,FALSE,"none"
"NODE_7486_length_377_cov_8.68634",0.811253,0.494863,0,0,0.247993,0.514375,0.590141,0.746085,FALSE,"none"
"NODE_7487_length_376_cov_1.81308",0.203723,0.745653,0,0,0,0.258332,0.592745,0,FALSE,"none"
"NODE_7488_length_376_cov_1.71963",0,0,0.271173,1.094589,0,0,0,0.187321,FALSE,"none"
"NODE_7489_length_376_cov_2.29283",0,0,0,0,0.498214,0.258332,0.889118,0.187321,FALSE,"none"
"NODE_7490_length_376_cov_1.71651",0.407446,0.248551,0.271173,0,0.249107,0,0.296373,0,FALSE,"none"
"NODE_7491_length_376_cov_201.28",8.76009,8.781023,14.805756,24.421847,26.936692,14.039014,9.351259,9.225874,FALSE,"none"
"NODE_7492_length_376_cov_60.2025",8.615418,7.41078,4.821845,5.995629,5.889572,1.676343,2.28735,0.431959,FALSE,"none"
"NODE_7493_length_376_cov_1.09034",0,0,0,0.496546,0,0,0.296373,0.187321,FALSE,"none"
"NODE_7494_length_376_cov_4.82866",0.203723,0.590465,1.898212,0,0,0.258332,0.757405,0.374642,FALSE,"none"
"NODE_7495_length_376_cov_5.87227",1.018615,0.248551,0.542346,0.496546,0,0.516663,0.889118,0.749283,FALSE,"none"
"NODE_7496_length_376_cov_2.19938",0,0,0.281622,0.248273,0,0,0.296373,0.936604,FALSE,"none"
"NODE_7497_length_376_cov_20.8037",3.259568,4.722472,4.79387,1.489637,0,1.291658,1.481863,1.498566,FALSE,"none"
"NODE_7498_length_376_cov_2.34891",0.611169,0,0,0.248273,0,0,0.296373,0.187321,FALSE,"none"
"NODE_7499_length_376_cov_0.900312",0,0,0,0,0,0,0.296373,0.561962,FALSE,"none"
"NODE_7500_length_376_cov_2.26168",0.611169,0,0,0,0,0.774995,0.296373,0,FALSE,"none"
"NODE_7501_length_376_cov_47.9751",3.180559,4.544202,8.575412,9.35175,5.064246,2.324985,2.074608,3.184304,FALSE,"none"
"NODE_7502_length_376_cov_182.003",20.122445,34.814505,20.790471,28.477028,10.493492,5.807067,3.663031,9.105882,FALSE,"none"
"NODE_7503_length_376_cov_370.62",32.550174,2.23696,0.542346,4.220897,85.07346,89.953746,42.125845,25.250148,FALSE,"none"
"NODE_7504_length_376_cov_2.97819",0.407446,0.745653,0,0.496546,0,0.516663,0.592745,0.561962,FALSE,"none"
"NODE_7505_length_375_cov_0.8625",0.204641,0.249681,0,0,0,0,0,0.188127,FALSE,"none"
"NODE_7506_length_375_cov_1.14688",0.204641,0.249681,0.272416,0,0.250231,0,0,0,FALSE,"none"
"NODE_7507_length_375_cov_3.30313",0.409282,0,0.544831,0.249435,0.250231,0,0.297686,0.56438,FALSE,"none"
"NODE_7508_length_375_cov_2.07812",0,0.249681,0.544831,0.498871,0,0,0,0.56438,FALSE,"none"
"NODE_7509_length_375_cov_2.83125",0.409282,0,0.544831,1.098633,0.500462,0,0,0,FALSE,"none"
"NODE_7510_length_375_cov_3.14062",0.409282,0.749043,0,0,0,0.259487,1.190744,0.376254,FALSE,"none"
"NODE_7511_length_375_cov_1.50625",0,0.249681,0,0,0,0.778461,0,0,FALSE,"none"
"NODE_7512_length_375_cov_19.4531",2.25105,0.749043,2.074562,2.180635,3.753465,1.556921,1.786115,1.505015,FALSE,"none"
"NODE_7513_length_375_cov_7.11875",0.409282,1.747767,0.544831,0.88171,1.501386,0.259487,0,0.376254,FALSE,"none"
"NODE_7514_length_375_cov_281.694",18.73993,3.495534,1.921001,3.004242,42.716925,81.325776,67.499606,25.821775,FALSE,"none"
"NODE_7515_length_375_cov_1.9",0.818564,0,0,0,0,0,0,0.188127,FALSE,"none"
"NODE_7516_length_375_cov_91.0469",10.721016,1.498086,0.591114,7.612486,18.444627,19.279534,9.197473,5.884321,FALSE,"none"
"NODE_7517_length_375_cov_3.04062",0.613923,0,0.272416,0,0,0.518974,0.595372,0.188127,FALSE,"none"
"NODE_7518_length_375_cov_4.24688",0.204641,0.252244,0.249626,0.253173,0,0,0,0.193788,FALSE,"none"
"NODE_7519_length_375_cov_4.79063",0.818564,0.249681,0.272441,0.249536,0.750693,0.259487,0.595372,0.188127,FALSE,"none"
"NODE_7520_length_375_cov_3.91562",0.409282,0.249681,0.272416,0,0,0.259487,0,0.56438,FALSE,"none"
"NODE_7521_length_375_cov_4.45312",0.818564,0.249681,0,0,0,0,0.572998,0,FALSE,"none"
"NODE_7522_length_375_cov_3.80313",0.409282,0.499362,0,0.249435,0.663289,0,0,0.907022,FALSE,"none"
"NODE_7523_length_374_cov_1.70219",0.205567,0,0,0.250607,0.251364,0,0.598023,0.18894,FALSE,"none"
"NODE_7524_length_374_cov_1.40125",0.205567,0.250821,0,0.250607,0,0.521305,0,0,FALSE,"none"
"NODE_7525_length_374_cov_1.48589",0.822268,0.501643,0,0,0,0,0.299011,0.18894,FALSE,"none"
"NODE_7526_length_374_cov_5.38245",1.850102,0.752464,0.273672,0.501214,0,0.521305,0,0.56682,FALSE,"none"
"NODE_7527_length_374_cov_1.39498",0.205567,0,0,0.250607,0,0,0,0,FALSE,"none"
"NODE_7528_length_374_cov_3.10972",0.205567,0.250821,0,0.501214,0,0,0,0.18894,FALSE,"none"
"NODE_7529_length_374_cov_7.16928",1.850102,0.752464,0,0.250607,0.251364,1.04261,0.299011,0.37788,FALSE,"none"
"NODE_7530_length_374_cov_1.39185",0.411134,0,0.273672,0.250607,0,0,0,0,FALSE,"none"
"NODE_7531_length_374_cov_3.18182",0.833304,0,0.273672,0.487286,0,0.265021,0,0,FALSE,"none"
"NODE_7532_length_374_cov_6.38558",0.205655,0.250827,0.547352,0.250607,0.251554,0.521387,0,0.377908,FALSE,"none"
"NODE_7533_length_374_cov_5.23824",0.205567,1.003286,0,0.751822,1.256819,0,0.598023,0.37788,FALSE,"none"
"NODE_7534_length_374_cov_136.774",8.571543,3.209911,3.796001,3.460382,16.78553,24.30075,22.917372,25.854701,FALSE,"none"
"NODE_7535_length_374_cov_1.31034",0,0,0.273672,0,0.251364,0,0.384143,0,FALSE,"none"
"NODE_7536_length_374_cov_4.79937",0.822268,0.501643,0.821017,0.250607,0,0,0.596784,0.56682,FALSE,"none"
"NODE_7537_length_374_cov_127.426",14.915048,0,0.273672,7.098655,49.937492,24.56031,4.48517,1.954573,FALSE,"none"
"NODE_7538_length_374_cov_6.01254",0.822268,1.254107,0.273672,0.250607,0.251364,0,0.598023,0.37788,FALSE,"none"
"NODE_7539_length_374_cov_357.147",43.591051,28.946033,35.593663,60.034123,85.021554,39.856042,25.117747,29.644017,FALSE,"none"
"NODE_7540_length_374_cov_629.335",72.362711,98.604613,20.792648,10.865502,15.120621,78.690137,133.148364,106.988214,FALSE,"none"
"NODE_7541_length_374_cov_6.82132",0.205567,0,0.277534,0,0.976591,0.267626,0,0.18894,FALSE,"none"
"NODE_7542_length_374_cov_29.7116",1.027834,2.257393,0.821133,1.021093,1.508182,0.521305,0,1.70061,FALSE,"none"
"NODE_7543_length_373_cov_4.05031",0.619505,0.75592,1.099768,0.251788,0,0,0,0.569282,FALSE,"none"
"NODE_7544_length_373_cov_2.60377",0.206502,1.247916,0.274942,0,0,0,0.600698,0.189761,FALSE,"none"
"NODE_7545_length_373_cov_2.4434",0,0,0.549884,0.251788,0.352774,0.785486,0.300349,0,FALSE,"none"
"NODE_7546_length_373_cov_2.02201",0,0,0.274942,0,0.252505,0.261829,0.300349,0.569282,FALSE,"none"
"NODE_7547_length_373_cov_3.28931",0.206502,0.75592,0.274942,1.007154,0.252505,0,0.300349,0.379521,FALSE,"none"
"NODE_7548_length_373_cov_3.22327",0.413003,0,0,0.251788,0.270784,0.268986,0.600698,0.569282,FALSE,"none"
"NODE_7549_length_373_cov_1.74214",0.206502,0.503946,0,0.755365,0,0.261829,0,0,FALSE,"none"
"NODE_7550_length_373_cov_1.18239",0,0,0.274942,0,0.252505,0,0,0.379521,FALSE,"none"
