"Name","SRX697834_SRR1571704_TPM","SRX697835_SRR1571705_TPM","SRX697836_SRR1571706_TPM","SRX697837_SRR1571707_TPM","SRX697838_SRR1571708_TPM","SRX697839_SRR1571709_TPM","SRX697840_SRR1571710_TPM","SRX697841_SRR1571711_TPM","pir","subfam"
"NODE_1_length_50673_cov_96.1007",7.471656,4.394298,4.153894,6.964906,13.260677,10.79247,5.339621,4.630093,FALSE,"none"
"NODE_2_length_48627_cov_124.552",9.680375,9.544572,8.366895,11.567592,11.281994,8.861387,6.846508,7.083165,FALSE,"none"
"NODE_3_length_44929_cov_62.384",3.684635,1.87341,2.051274,3.175204,5.954446,8.689177,7.086084,4.860399,FALSE,"none"
"NODE_4_length_41334_cov_66.9246",5.804865,6.351244,6.140948,6.793246,5.142859,3.19355,2.5499,3.384611,FALSE,"none"
"NODE_5_length_41043_cov_82.2581",5.740229,5.404001,5.096257,8.270622,8.127506,6.508494,4.763323,5.33872,FALSE,"none"
"NODE_6_length_40411_cov_105.784",6.08444,7.722504,4.041541,4.571334,4.112889,7.660424,14.405766,14.272913,FALSE,"none"
"NODE_7_length_40138_cov_61.0854",4.213996,1.83399,1.904718,4.602105,8.481012,6.765815,4.581187,4.032947,FALSE,"none"
"NODE_8_length_39099_cov_37.5851",1.838732,1.6654,1.575201,2.340797,2.501501,3.059715,3.537838,5.192612,FALSE,"none"
"NODE_9_length_36835_cov_41.5407",2.231292,2.301158,2.372204,3.202997,3.629376,2.983682,3.095142,3.956079,FALSE,"none"
"NODE_10_length_36143_cov_97.5313",5.562393,4.078227,5.853632,11.473734,12.28495,8.335373,4.767094,5.515563,FALSE,"none"
"NODE_11_length_35916_cov_94.8208",6.731953,3.752444,3.517528,4.765733,10.817399,13.346692,8.523139,5.233325,FALSE,"none"
"NODE_12_length_34127_cov_105.052",10.341045,7.645602,5.748147,9.364216,12.692697,6.626209,3.275593,3.665215,FALSE,"none"
"NODE_13_length_33803_cov_43.3146",3.303835,3.198154,3.285798,4.31029,4.268465,3.487303,2.122344,1.941689,FALSE,"none"
"NODE_14_length_32436_cov_84.2028",7.682102,8.153448,6.6687,6.905945,5.395981,4.716365,4.855383,5.288289,FALSE,"none"
"NODE_15_length_32283_cov_92.6087",5.633932,1.959028,3.722113,11.5525,12.613487,8.580218,4.76716,5.568857,FALSE,"none"
"NODE_16_length_31379_cov_80.5067",7.204885,5.161145,5.286621,8.219983,9.095548,5.185904,2.895749,2.991172,FALSE,"none"
"NODE_17_length_31328_cov_68.9989",4.713422,4.601057,5.152577,7.494957,6.674455,4.429516,3.887458,4.486808,FALSE,"none"
"NODE_18_length_31045_cov_72.7505",3.908149,2.055085,2.317627,3.863549,9.100537,9.628796,6.345479,6.211568,FALSE,"none"
"NODE_19_length_31039_cov_115.905",8.422198,6.986643,7.569919,12.029228,13.987543,9.496199,5.467532,5.162582,FALSE,"none"
"NODE_20_length_30796_cov_60.6223",4.856832,5.582331,5.866226,7.421378,4.731857,2.648925,1.88741,2.635918,FALSE,"none"
"NODE_21_length_29588_cov_43.0194",4.081395,4.683258,3.772977,3.387125,1.8452,1.929186,2.234956,3.04388,FALSE,"none"
"NODE_22_length_29370_cov_61.6581",4.201496,4.333339,4.469911,6.569012,6.326467,4.445551,2.830259,3.567123,FALSE,"none"
"NODE_23_length_28864_cov_165.042",16.489854,16.989861,13.094715,14.973103,12.085483,10.035348,7.340058,6.900604,FALSE,"none"
"NODE_24_length_28848_cov_128.811",7.592237,5.904974,5.178053,8.238716,12.744058,13.987936,14.610884,9.90831,FALSE,"none"
"NODE_25_length_28717_cov_55.8783",3.351243,4.152506,4.55774,5.509478,4.255429,2.813688,3.080089,5.108756,FALSE,"none"
"NODE_26_length_28544_cov_71.4899",4.737404,1.117131,1.168678,4.666605,9.98054,9.822378,6.18941,4.891833,FALSE,"none"
"NODE_27_length_28322_cov_57.0637",2.774433,2.490524,2.069858,2.635652,4.225037,5.690511,5.688757,7.033177,FALSE,"none"
"NODE_28_length_28245_cov_104.866",6.642674,7.646369,7.720306,10.78608,9.088687,7.317476,6.169352,7.302924,FALSE,"none"
"NODE_29_length_28234_cov_55.6769",3.222143,5.429692,6.562428,7.077208,4.546129,2.429894,1.689215,2.155537,FALSE,"none"
"NODE_30_length_27984_cov_74.2661",3.487154,3.534944,3.828437,6.563995,6.997133,5.512331,5.048897,8.459324,FALSE,"none"
"NODE_31_length_27855_cov_45.0641",3.327012,3.183075,3.018833,4.213729,4.237225,2.955644,2.3389,3.254382,FALSE,"none"
"NODE_32_length_27847_cov_75.4436",6.235095,6.77967,6.455227,7.685461,5.863984,3.514614,3.131402,4.12151,FALSE,"none"
"NODE_33_length_27692_cov_53.2028",4.352711,3.854074,3.603671,5.138411,5.061357,3.254972,2.792987,3.475703,FALSE,"none"
"NODE_34_length_27573_cov_155.168",7.543218,7.476061,6.312592,7.599657,9.800482,12.701083,16.144473,22.903646,FALSE,"none"
"NODE_35_length_27332_cov_172.728",12.323726,13.452961,9.068372,7.263941,9.626809,15.620118,18.503804,14.925914,FALSE,"none"
"NODE_36_length_27239_cov_113.931",7.548477,7.235627,6.17628,7.969524,7.718683,6.369842,7.538289,12.776412,FALSE,"none"
"NODE_37_length_26886_cov_30.7835",2.145219,2.524718,2.412275,2.813657,2.10329,1.561028,1.757049,2.669355,FALSE,"none"
"NODE_38_length_26643_cov_199.637",9.424124,2.619396,1.603093,2.156227,17.11095,32.35296,33.353197,22.91283,FALSE,"none"
"NODE_39_length_26600_cov_118.556",9.752799,9.132064,8.477288,13.256233,12.862841,6.978139,4.978102,5.484618,FALSE,"none"
"NODE_40_length_26520_cov_55.9064",3.263973,1.60797,2.041208,4.078307,6.778852,6.290905,4.698091,4.271584,FALSE,"none"
"NODE_41_length_26459_cov_42.047",2.337716,2.610754,3.215633,5.870432,4.537892,2.550047,1.523653,1.757969,FALSE,"none"
"NODE_42_length_26392_cov_34.4101",1.841697,1.566464,2.397821,4.578105,3.144494,1.852219,1.797704,2.868119,FALSE,"none"
"NODE_43_length_26318_cov_75.6816",4.322064,4.688057,4.386847,5.783145,4.91416,4.450427,5.926624,9.186072,FALSE,"none"
"NODE_44_length_26216_cov_57.014",4.728069,5.066865,4.630362,5.973757,4.603181,2.540014,2.241969,3.088375,FALSE,"none"
"NODE_45_length_26162_cov_142.509",15.555392,18.709817,15.249055,13.754793,7.750566,3.594139,2.79473,3.351744,FALSE,"none"
"NODE_46_length_26091_cov_46.5379",2.89241,3.482712,3.231228,4.49974,4.612833,2.939681,2.178704,3.610881,FALSE,"none"
"NODE_47_length_26029_cov_92.5789",6.027054,5.253915,5.957373,12.022985,12.299252,6.267727,2.967443,3.607817,FALSE,"none"
"NODE_48_length_25821_cov_71.629",4.896377,3.316912,2.947207,5.012914,6.982609,5.941213,5.427916,7.243724,FALSE,"none"
"NODE_49_length_25699_cov_133.161",11.930839,13.075246,10.758456,10.986784,7.659341,5.486803,5.942653,8.319094,FALSE,"none"
"NODE_50_length_25661_cov_82.4764",7.624831,1.822705,1.783676,3.530041,13.761606,11.678288,5.145364,4.260773,FALSE,"none"
"NODE_51_length_25376_cov_45.6912",4.095756,4.989168,4.526249,4.745739,3.128334,1.735464,1.405216,2.05424,FALSE,"none"
"NODE_52_length_25330_cov_118.649",7.690246,7.920022,6.199341,11.38804,12.711695,8.897882,7.715847,8.321217,FALSE,"none"
"NODE_53_length_25306_cov_58.3469",5.246844,5.046901,3.877627,4.426616,3.75965,2.621783,2.663299,3.438196,FALSE,"none"
"NODE_54_length_25306_cov_64.1086",5.319773,5.632052,5.265449,6.320523,4.282784,2.76972,2.899905,4.04891,FALSE,"none"
"NODE_55_length_25304_cov_164.668",13.291998,16.080052,11.743185,11.053189,6.909186,7.662673,12.9925,16.32323,FALSE,"none"
"NODE_56_length_24894_cov_49.0265",2.199754,2.653671,3.69401,5.973073,5.470812,3.248416,2.815541,2.851281,FALSE,"none"
"NODE_57_length_24783_cov_157.398",15.16468,13.80907,8.715327,9.629421,9.388367,9.380633,12.835587,12.4673,FALSE,"none"
"NODE_58_length_24621_cov_31.4849",1.894321,1.493187,1.728463,3.083411,3.561597,2.813062,1.957612,2.023363,FALSE,"none"
"NODE_59_length_24506_cov_48.854",2.597332,2.727062,3.631568,7.425149,6.087695,3.340245,1.800911,1.814009,FALSE,"none"
"NODE_60_length_24443_cov_20.5334",0.893246,0.871275,0.726274,1.250772,1.693511,1.550723,1.633752,3.130271,FALSE,"none"
"NODE_61_length_23834_cov_139.11",10.343464,7.50626,6.908111,13.285827,20.514623,11.682985,5.136413,5.854676,FALSE,"none"
"NODE_62_length_23721_cov_64.9462",7.673066,7.512211,4.890833,5.147569,3.568817,3.388356,2.541164,2.994648,FALSE,"none"
"NODE_63_length_23561_cov_179.461",16.18328,15.523831,9.921048,14.267578,15.313853,11.511808,12.611819,13.354291,FALSE,"none"
"NODE_64_length_23538_cov_112.293",5.180961,7.396847,5.298019,5.919667,4.330176,7.102614,13.251764,16.231807,FALSE,"none"
"NODE_65_length_23508_cov_41.0371",3.227789,2.672167,2.578739,3.144619,4.249655,3.495523,2.882068,2.535036,FALSE,"none"
"NODE_66_length_23481_cov_133.957",11.349205,9.742345,8.061309,11.536295,12.680191,8.886161,7.805719,8.079052,FALSE,"none"
"NODE_67_length_23216_cov_51.1416",4.322357,4.503326,3.925969,4.572257,3.818125,2.829618,2.616919,3.760479,FALSE,"none"
"NODE_68_length_23198_cov_174.667",14.600669,15.132714,12.120599,14.103343,13.115957,10.044311,10.616682,11.702439,FALSE,"none"
"NODE_69_length_22936_cov_102.547",4.456794,5.752179,4.889815,6.743458,6.675452,7.773371,10.945004,13.72034,FALSE,"none"
"NODE_70_length_22889_cov_91.8699",5.284215,5.567995,5.074426,6.887567,7.01363,6.37765,9.142296,8.940198,FALSE,"none"
"NODE_71_length_22875_cov_34.1635",1.777614,1.722292,2.072689,3.708143,2.625703,2.736043,2.874871,2.911741,FALSE,"none"
"NODE_72_length_22767_cov_68.4386",6.484206,6.829985,5.518309,6.636243,5.258861,3.293364,2.884909,3.866184,FALSE,"none"
"NODE_73_length_22663_cov_71.765",5.742934,5.888837,5.449913,6.048809,5.71516,5.147248,4.452989,3.839367,FALSE,"none"
"NODE_74_length_22414_cov_71.1509",5.737392,6.458802,5.842105,6.121624,4.186071,3.28961,3.591646,5.151365,FALSE,"none"
"NODE_75_length_22361_cov_195.982",17.683087,18.478917,15.925833,19.558637,16.823124,10.467101,7.214237,9.036408,FALSE,"none"
"NODE_76_length_22197_cov_92.5907",7.702013,7.75292,7.52604,9.956124,8.43313,4.748039,3.587567,4.596751,FALSE,"none"
"NODE_77_length_22066_cov_56.2861",3.201584,3.10944,3.136902,5.634029,5.693851,4.413799,4.217437,4.159488,FALSE,"none"
"NODE_78_length_22008_cov_45.1846",3.107131,2.553455,2.931861,4.643619,4.71056,2.876781,2.675615,3.274858,FALSE,"none"
"NODE_79_length_21979_cov_479.834",24.741437,33.492412,23.94952,29.1708,31.189983,38.471802,53.332905,48.504115,FALSE,"none"
"NODE_80_length_21729_cov_43.2497",3.121431,2.039909,2.139326,4.075884,5.714175,3.555798,2.391969,2.570672,FALSE,"none"
"NODE_81_length_21718_cov_90.5036",7.360725,7.973431,6.642249,7.543842,6.645949,5.277277,5.723391,6.489188,FALSE,"none"
"NODE_82_length_21499_cov_54.0865",4.487786,5.210235,4.957146,5.475025,3.3046,2.257963,2.171098,2.799597,FALSE,"none"
"NODE_83_length_21407_cov_82.1213",5.894268,6.882958,7.358571,10.000226,7.055281,4.255242,3.092151,3.976541,FALSE,"none"
"NODE_84_length_21314_cov_38.0587",2.543047,1.946586,1.998441,3.86785,4.764176,3.012249,1.840901,1.929484,FALSE,"none"
"NODE_85_length_21253_cov_104.999",10.738997,9.713918,8.060858,9.469146,8.19477,5.469545,3.835034,4.314522,FALSE,"none"
"NODE_86_length_21236_cov_46.0549",2.677164,3.848856,4.498884,5.952291,3.467828,2.272616,1.893344,2.649152,FALSE,"none"
"NODE_87_length_21126_cov_95.8735",7.700523,6.529481,6.403878,10.712987,10.445237,6.815788,4.405235,3.826363,FALSE,"none"
"NODE_88_length_21091_cov_72.3428",5.30365,3.7692,3.940936,6.245932,9.309025,6.863439,4.293725,3.819406,FALSE,"none"
"NODE_89_length_21076_cov_70.1748",5.68863,5.973545,5.131827,7.341017,6.855146,4.503502,3.229727,3.530361,FALSE,"none"
"NODE_90_length_21053_cov_61.0642",3.496299,3.67246,2.936606,4.049133,4.814081,5.668514,6.631397,5.627467,FALSE,"none"
"NODE_91_length_20961_cov_47.5401",3.987162,3.368738,3.4119,5.17077,4.099239,2.792518,1.85618,2.88664,FALSE,"none"
"NODE_92_length_20753_cov_108.288",10.106826,9.064861,8.461418,12.342161,11.533042,5.810752,2.821179,3.27198,FALSE,"none"
"NODE_93_length_20743_cov_60.3478",5.660904,5.985991,5.336866,5.464118,4.118708,2.396605,2.467921,3.471781,FALSE,"none"
"NODE_94_length_20580_cov_110.002",11.661201,8.633361,7.086551,9.819258,10.123991,6.745553,3.801359,4.251936,FALSE,"none"
"NODE_95_length_20559_cov_79.8755",6.291839,7.860974,7.622584,6.125687,4.830049,5.341401,4.740074,4.719243,FALSE,"none"
"NODE_96_length_20336_cov_150.154",13.100561,13.70464,10.897971,13.066069,11.712533,9.061243,7.543183,9.280241,FALSE,"none"
"NODE_97_length_20313_cov_166.146",9.791047,13.798814,7.84722,7.726078,6.384242,11.395327,21.256903,20.498494,FALSE,"none"
"NODE_98_length_20261_cov_79.2977",5.840406,3.442982,3.114571,4.172741,9.142974,9.888092,8.559731,5.14405,FALSE,"none"
"NODE_99_length_20249_cov_90.5102",9.35808,9.164216,7.75001,9.562281,7.331,2.93728,2.041103,2.942933,FALSE,"none"
"NODE_100_length_20172_cov_82.7987",4.648969,6.251428,4.749332,6.272089,4.394414,4.69757,7.118501,7.563285,FALSE,"none"
"NODE_101_length_20061_cov_199.241",20.685635,10.228127,8.954881,15.445192,23.077993,14.688354,11.208348,11.523419,FALSE,"none"
"NODE_102_length_20012_cov_84.4056",5.767811,5.136338,4.738534,6.296597,6.441538,4.560988,3.746824,4.505194,FALSE,"none"
"NODE_103_length_19956_cov_70.0239",5.572102,3.856836,3.314283,4.696212,7.488078,7.832272,5.468498,4.315903,FALSE,"none"
"NODE_104_length_19928_cov_41.3647",1.682147,1.698244,1.459396,1.68177,2.043591,3.963101,4.479254,6.897911,FALSE,"none"
"NODE_105_length_19713_cov_179.751",18.189001,18.119439,13.942821,17.952567,15.268068,8.604379,5.825528,6.451589,FALSE,"none"
"NODE_106_length_19648_cov_36.5284",2.652127,1.85204,1.809736,3.427338,4.861396,2.803005,1.943857,2.135144,FALSE,"none"
"NODE_107_length_19557_cov_101.685",8.532243,6.732169,6.304524,8.182011,10.066578,6.959758,4.762929,6.497845,FALSE,"none"
"NODE_108_length_19530_cov_147.09",10.366427,5.927859,6.847349,14.285961,19.881029,13.681628,9.002343,8.144473,FALSE,"none"
"NODE_109_length_19501_cov_44.0636",1.424999,1.454811,3.412007,6.505974,5.698349,2.976539,2.229134,2.750221,FALSE,"none"
"NODE_110_length_19498_cov_49.3958",1.529504,1.547375,1.04792,1.411988,3.259,5.169801,7.076136,8.239832,FALSE,"none"
"NODE_111_length_19516_cov_92.6481",5.509769,6.85073,7.055867,10.235438,8.547042,5.652816,4.92633,5.79667,FALSE,"none"
"NODE_112_length_19489_cov_159.72",19.781458,19.390864,14.123249,13.823143,8.718835,5.000491,4.915238,6.908448,FALSE,"none"
"NODE_113_length_19319_cov_117.839",9.733269,13.231813,11.35624,12.151254,8.254953,6.039485,4.63196,5.340306,FALSE,"none"
"NODE_114_length_19306_cov_123.029",13.069099,13.190985,8.954331,9.044655,8.548119,5.326246,4.731957,6.101212,FALSE,"none"
"NODE_115_length_19283_cov_48.8674",2.866079,2.529669,2.439995,3.313363,4.485009,4.467834,3.963084,5.060606,FALSE,"none"
"NODE_116_length_19252_cov_99.4694",9.288214,9.066611,7.360107,10.542413,9.517018,5.221413,2.709143,3.350529,FALSE,"none"
"NODE_117_length_19197_cov_73.8289",6.862144,5.893129,6.092289,7.458034,7.955462,4.480025,2.431703,2.924602,FALSE,"none"
"NODE_118_length_19189_cov_102.42",6.642573,3.667163,3.506759,5.184794,12.254657,10.267796,8.164214,9.8835,FALSE,"none"
"NODE_119_length_19159_cov_43.5292",3.198016,3.688257,3.531839,4.631528,3.891049,2.512038,2.039186,2.506729,FALSE,"none"
"NODE_120_length_19137_cov_26.0755",1.70501,1.311633,1.030929,2.051677,2.528092,2.069441,1.779812,2.301188,FALSE,"none"
"NODE_121_length_19087_cov_75.481",7.435605,6.772986,6.193486,7.991295,7.351581,3.710834,2.797556,3.074571,FALSE,"none"
"NODE_122_length_19085_cov_49.7813",4.429116,4.949296,3.205367,2.335854,1.960629,2.884625,4.217017,5.363741,FALSE,"none"
"NODE_123_length_19050_cov_57.9755",4.066302,2.57233,3.065474,7.56646,8.057881,4.076752,2.066493,2.06433,FALSE,"none"
"NODE_124_length_19041_cov_55.0624",5.048467,4.927438,4.55955,5.426723,4.641896,3.106629,2.409698,2.340683,FALSE,"none"
"NODE_125_length_19005_cov_169.671",16.760211,15.939282,11.699565,13.433433,15.2857,11.606946,8.417048,8.186769,FALSE,"none"
"NODE_126_length_18940_cov_90.9161",8.395976,10.343117,9.450123,9.275897,5.396603,3.57431,3.646322,4.243582,FALSE,"none"
"NODE_127_length_18893_cov_57.6831",4.035341,4.15659,4.285807,6.481922,5.910424,3.616879,2.350953,3.139058,FALSE,"none"
"NODE_128_length_18874_cov_115.946",9.595477,9.640985,8.756061,12.895898,10.650676,6.084161,4.596974,6.523641,FALSE,"none"
"NODE_129_length_18802_cov_31.8489",1.334188,3.015807,2.681602,2.715748,1.410372,1.916816,3.074461,3.032028,FALSE,"none"
"NODE_130_length_18800_cov_55.696",5.094499,4.981223,4.825818,6.096545,4.770298,2.676481,2.014495,2.551574,FALSE,"none"
"NODE_131_length_18658_cov_77.1095",3.118613,3.429645,3.357103,3.526858,4.053098,6.867784,10.746521,10.174276,FALSE,"none"
"NODE_132_length_18568_cov_98.9087",10.100526,8.965519,7.726208,10.181068,8.658156,4.700382,3.062954,3.341211,FALSE,"none"
"NODE_133_length_18489_cov_118.596",8.724016,3.87866,3.492446,8.477988,18.300068,11.988579,8.051023,7.766831,FALSE,"none"
"NODE_134_length_18463_cov_135.187",12.207686,13.140695,12.535898,15.983098,11.119355,5.272296,4.236892,4.672411,FALSE,"none"
"NODE_135_length_18453_cov_60.4968",3.630784,3.818753,4.361352,6.701849,6.969804,3.610924,2.469708,2.716528,FALSE,"none"
"NODE_136_length_18401_cov_280.359",24.063317,28.890103,18.942895,20.117332,16.318871,9.684452,7.493464,8.171274,FALSE,"none"
"NODE_137_length_18385_cov_55.0277",5.128869,6.324039,5.259437,4.802113,2.588105,2.204228,2.619953,3.424307,FALSE,"none"
"NODE_138_length_18363_cov_90.5191",9.367153,8.597095,7.433576,7.064863,6.802347,4.72007,3.991084,4.248376,FALSE,"none"
"NODE_139_length_18334_cov_36.4588",2.485565,1.107579,1.089341,2.639194,5.860239,4.405081,2.128896,1.966996,FALSE,"none"
"NODE_140_length_18264_cov_64.811",4.098391,4.229031,4.800425,5.52737,5.670516,5.000573,3.918075,3.682574,FALSE,"none"
"NODE_141_length_18249_cov_66.5654",5.676919,5.736404,5.540104,7.369086,6.642535,3.619076,2.138078,3.040909,FALSE,"none"
"NODE_142_length_18183_cov_100.673",6.887199,6.689325,4.600002,5.934874,8.055046,8.309182,10.522107,8.944504,FALSE,"none"
"NODE_143_length_18119_cov_79.6494",4.871107,4.92627,4.351615,5.405551,5.385278,5.700226,6.256601,9.686095,FALSE,"none"
"NODE_144_length_18087_cov_26.1649",1.517384,1.566543,1.775435,2.736714,2.396377,1.567326,1.699314,2.102712,FALSE,"none"
"NODE_145_length_18058_cov_80.1521",6.464968,6.826703,5.906064,7.436399,7.193292,5.301091,4.599285,4.444495,FALSE,"E_24"
"NODE_146_length_18010_cov_65.6302",4.243737,4.478998,3.888152,5.284511,4.800494,3.925314,4.597337,7.263574,FALSE,"none"
"NODE_147_length_17999_cov_70.8638",3.830573,3.837105,3.210255,4.493103,4.802848,5.291276,7.48183,9.074516,FALSE,"none"
"NODE_148_length_17962_cov_61.6901",3.390984,3.203779,3.895348,7.441036,7.947016,5.056974,2.496181,3.089895,FALSE,"none"
"NODE_149_length_17901_cov_98.1138",3.47327,3.556339,3.937039,7.896133,10.561145,9.592763,10.291544,9.78695,FALSE,"none"
"NODE_150_length_17778_cov_73.9005",4.450753,5.771024,6.19841,8.667272,6.408549,4.463763,4.714806,4.254562,FALSE,"none"
"NODE_151_length_17641_cov_67.7666",4.405388,3.442082,3.074756,5.078699,6.666532,6.460953,6.149781,4.235886,FALSE,"none"
"NODE_152_length_17640_cov_40.5223",2.845959,2.935971,3.121435,4.860451,3.697457,2.095181,1.781208,2.250446,FALSE,"none"
"NODE_153_length_17583_cov_108.124",7.891024,10.277476,11.145922,14.991572,7.734263,4.15048,3.735713,5.137559,FALSE,"none"
"NODE_154_length_17559_cov_125.413",5.452727,4.25488,3.290648,3.727528,7.118341,13.012905,20.005182,14.265548,FALSE,"none"
"NODE_155_length_17538_cov_30.1481",2.356998,2.631391,2.527502,3.018436,1.802042,1.445603,1.70725,2.250302,FALSE,"none"
"NODE_156_length_17492_cov_105.135",8.404327,6.955665,6.482485,10.274206,10.735354,8.106092,5.40426,5.044116,FALSE,"none"
"NODE_157_length_17489_cov_28.9953",1.559396,1.302882,1.511221,2.956625,2.603681,2.239822,2.495502,2.56966,FALSE,"none"
"NODE_158_length_17487_cov_32.0525",2.177717,2.620121,2.918864,4.189252,2.00425,1.476271,1.25745,1.48611,FALSE,"none"
"NODE_159_length_17461_cov_26.2481",1.45329,2.15325,2.025343,1.971371,1.533739,1.730749,2.442123,2.261279,FALSE,"none"
"NODE_160_length_17432_cov_43.2607",2.914586,3.508718,3.330522,3.799335,3.046042,2.623286,2.964944,3.259715,FALSE,"none"
"NODE_161_length_17344_cov_70.8864",4.235201,4.005353,4.059881,5.919729,6.720352,5.761069,5.306727,5.016713,FALSE,"none"
"NODE_162_length_17292_cov_118.067",9.503003,6.86964,6.356656,10.74063,14.603464,11.015923,6.561096,5.438629,FALSE,"none"
"NODE_163_length_17208_cov_48.9548",3.856279,4.117286,4.235757,5.347708,4.093286,2.541047,2.00832,2.733977,FALSE,"none"
"NODE_164_length_17135_cov_107.515",8.516598,8.497842,8.428344,11.853217,11.767416,6.230543,3.350872,4.283014,FALSE,"none"
"NODE_165_length_17025_cov_32.1156",3.156119,3.760315,3.207094,2.81481,1.35445,1.089176,1.248691,1.862947,FALSE,"none"
"NODE_166_length_17001_cov_83.2706",8.531575,7.894421,6.673406,7.384095,6.516451,4.128455,3.366045,4.160313,FALSE,"none"
"NODE_167_length_16995_cov_145.523",16.408967,15.55892,13.696044,15.209123,11.390204,4.586879,2.759177,3.32226,FALSE,"none"
"NODE_168_length_16936_cov_153.289",13.343138,13.80829,12.396636,14.053515,14.318238,9.329271,5.455481,7.053862,FALSE,"none"
"NODE_169_length_16878_cov_49.0819",3.200595,4.058787,4.069706,6.087033,4.809975,2.55006,1.976647,2.580336,FALSE,"none"
"NODE_170_length_16849_cov_63.7725",3.251565,4.19183,4.178863,5.674189,5.222861,4.978576,5.224294,5.260627,FALSE,"none"
"NODE_171_length_16802_cov_249.019",12.859042,4.888649,2.977799,9.553241,27.432037,35.427933,34.82419,25.290318,FALSE,"none"
"NODE_172_length_16767_cov_167.098",16.549777,18.745038,14.322462,16.475226,9.54964,6.712364,6.260766,9.771884,FALSE,"none"
"NODE_173_length_16761_cov_57.9315",4.10857,4.696899,5.0259,7.290074,5.362742,2.85413,2.174072,2.604192,FALSE,"none"
"NODE_174_length_16635_cov_150.921",12.21307,9.39999,9.159614,15.240853,18.285096,12.39647,7.191134,6.677118,FALSE,"none"
"NODE_175_length_16606_cov_45.9286",2.794556,2.655781,3.221996,4.125965,5.323308,4.126279,2.681672,2.511334,FALSE,"none"
"NODE_176_length_16586_cov_56.3977",5.009584,5.040142,4.112765,5.055422,4.025909,3.602411,3.435119,3.434999,FALSE,"none"
"NODE_177_length_16577_cov_91.0366",6.652568,6.840669,7.585623,10.653643,10.196166,5.083228,2.844816,3.834491,FALSE,"none"
"NODE_178_length_16510_cov_100.162",7.011597,8.027522,5.797275,8.213932,6.783476,6.135363,7.225808,9.933375,FALSE,"none"
"NODE_179_length_16472_cov_57.5061",4.215136,4.331861,3.894071,4.801526,5.073819,4.285851,3.345983,3.176843,FALSE,"none"
"NODE_180_length_16460_cov_114.348",4.207547,5.881776,4.921389,6.613542,6.588277,9.262613,14.466809,16.605703,FALSE,"none"
"NODE_181_length_16457_cov_70.0639",3.566495,1.75993,1.845538,4.246838,7.80885,7.34696,6.274055,7.63035,FALSE,"none"
"NODE_182_length_16428_cov_28.3222",2.212028,3.144152,3.325568,3.535737,1.390748,0.953259,1.03397,1.226312,FALSE,"none"
"NODE_183_length_16405_cov_201.773",5.19721,9.836812,4.357191,4.717576,12.024111,19.98714,32.661003,28.312774,FALSE,"none"
"NODE_184_length_16386_cov_135.656",6.766493,6.452868,5.521236,7.517571,7.912633,10.033404,13.383655,21.109281,FALSE,"none"
"NODE_185_length_16337_cov_102.303",7.077857,8.46264,8.956936,12.739368,8.590258,4.464125,3.815358,5.363507,FALSE,"none"
"NODE_186_length_16328_cov_66.9025",5.643263,0.950485,1.051141,2.612194,9.183219,10.083495,6.192835,4.84663,FALSE,"none"
"NODE_187_length_16289_cov_58.531",4.112328,5.049082,5.480548,7.94144,5.036318,2.582847,1.98311,2.280564,FALSE,"none"
"NODE_188_length_16249_cov_42.8955",3.64042,4.286482,4.591866,5.210138,2.948008,1.39422,1.115442,1.672982,FALSE,"none"
"NODE_189_length_16146_cov_91.5176",4.922581,2.237407,1.601796,1.410516,9.27437,15.621353,11.429341,9.326759,FALSE,"none"
"NODE_190_length_16103_cov_68.1564",4.409623,4.54128,4.493216,7.639746,7.406483,5.12974,3.799585,3.678522,FALSE,"none"
"NODE_191_length_16056_cov_63.9114",2.121055,2.079873,4.112519,7.468834,5.932327,4.479728,4.270661,6.515987,FALSE,"none"
"NODE_192_length_16009_cov_37.6596",3.898542,4.010593,4.068113,4.063961,2.325298,1.285349,1.082187,1.392491,FALSE,"none"
"NODE_193_length_15982_cov_46.3154",4.151695,3.540066,2.928338,4.758121,4.987078,3.043036,1.771761,1.719099,FALSE,"none"
"NODE_194_length_15953_cov_64.3484",4.619349,6.104098,5.167582,6.803462,4.994912,3.131047,3.024164,4.129799,FALSE,"none"
"NODE_195_length_15874_cov_69.5636",5.395623,5.395924,4.983745,7.141508,5.550945,3.246655,2.667594,3.951717,FALSE,"none"
"NODE_196_length_15824_cov_108.981",8.834705,10.746786,10.279463,11.341667,8.508713,5.463547,4.129441,4.333056,FALSE,"none"
"NODE_197_length_15821_cov_86.7828",3.570919,4.408762,4.144408,5.171932,5.976055,7.892959,9.319893,10.572353,FALSE,"none"
"NODE_198_length_15744_cov_59.1212",1.915308,1.671548,3.349824,7.223432,6.690829,4.75749,4.710078,5.113068,FALSE,"none"
"NODE_199_length_15725_cov_66.6108",6.230383,7.314426,4.841542,3.886644,4.535802,4.073441,4.135408,4.705631,FALSE,"none"
"NODE_200_length_15692_cov_176.506",18.632918,18.049212,13.678532,14.1003,13.312052,7.960425,6.920901,8.724669,FALSE,"none"
"NODE_201_length_15684_cov_80.4472",5.181641,6.27063,6.707719,9.515269,7.062229,4.96886,3.664294,4.578205,FALSE,"none"
