UniqueCount	AmbigCount
2077	1
908	0
7455	0
1395	0
4942	20
2692	0
16244	2
2569	5
877	1
1535	0
2459	0
2293	1
2103	2
2640	3
2924	0
1769	0
1883	1
1882	8
1681	3
3027	12
2648	2
1418	0
755	1
3582	4
3044	0
1999	2
2271	0
702	11
14245	0
5352	0
1179	1
673	0
2522	12
3407	0
1794	0
1746	1
645	0
736	2
1734	5
964	0
950	0
3877	1
1535	18
1962	2
802	1
1305	0
1493	0
597	0
1495	0
654	0
1427	0
674	1
968	0
1461	6
1966	0
1081	4
1240	1
1919	0
1144	0
328	0
439	0
1999	0
1110	0
7580	2
1710	3
2726	0
881	0
2718	6
596	1
449	0
905	0
467	0
950	1
745	0
1271	5
1228	0
1353	0
952	0
691	2
327	0
768	0
7623	0
833	0
844	1
921	2
1133	3
697	0
1817	0
1138	0
300	3
609	0
3896	8
592	1
3208	0
496	0
1056	0
1095	0
465	3
5188	7
676	0
1177	0
1011	0
2287	2
257	0
1680	0
1110	0
2815	1
567	1
1034	4
281	6
863	2
813	0
307	0
1028	0
850	2
23085	3
377	0
836	0
1364	0
2648	1
598	0
558	0
706	1
559	0
706	0
563	0
758	0
956	0
903	1
544	4
306	0
710	1
2424	4
901	0
431	2
1311	0
611	0
644	0
540	2
669	0
783	1
1095	0
332	0
825	0
310	3
277	0
460	0
211	2
6972	1
251	0
1368	0
850	0
16932	7
485	1
410	0
345	0
1608	4
877	0
1004	0
603	0
1070	0
383	0
421	0
959	0
1076	0
1186	0
265	0
453	0
1871	0
648	0
206	0
367	2
812	0
401	1
230	0
325	0
2881	2
440	0
858	2
716	3
213	0
986	0
635	0
1493	1
590	0
445	3
566	0
280	0
534	0
842	0
521	0
417	1
2427	5
818	0
528	0
2227	0
1586	0
536	0
6061	8
1301	0
375	1
268	1
509	20
232	0
419	0
246	0
274	0
220	0
487	0
207	3
1466	2
1827	0
395	0
1971	3
357	0
721	0
430	0
194	6
260	0
1085	0
533	0
408	0
2891	1
313	0
1762	0
164	20
502	0
885	1
293	0
141	1
336	0
867	0
220	0
798	2
745	0
929	0
254	0
566	0
252	0
199	0
213	0
316	2
363	0
165	0
320	0
264	0
564	0
1370	1
430	0
528	9
839	0
333	0
281	0
526	1
329	0
924	0
200	1
716	1
267	0
836	0
2173	10
199	1
1213	4
190	0
520	0
763	0
578	0
379	4
140	0
347	0
199	0
274	0
247	0
252	1
652	0
239	0
294	4
4210	8
446	2
1625	4
3437	0
272	0
5926	0
238	0
1660	0
609	0
199	0
700	5
354	1
233	17
249	0
273	0
364	0
1318	2
675	0
545	0
840	0
1652	0
208	0
884	0
135	6
185	0
4190	3
1828	0
268	0
268	0
193	0
257	2
258	0
159	0
2441	42
407	0
2014	0
261	0
3644	1
420	2
357	0
614	4
3024	0
169	0
110	0
1018	3
619	0
682	3
129	0
364	0
731	0
236	0
837	1
677	0
2158	0
203	5
322	0
595	0
298	5
2127	0
352	0
807	0
508	0
278	0
2657	7
2328	3
1255	2
306	0
683	2
1001	0
190	0
168	0
540	2
183	0
179	1
278	0
329	0
194	0
985	0
834	0
234	0
369	0
296	1
369	0
319	1
146	0
163	0
820	0
409	0
613	0
327	0
1812	4
2361	4
230	0
351	0
453	0
1182	0
167	0
354	0
184	6
184	0
733	0
447	0
318	0
113	0
599	1
1505	447
340	0
239	0
229	0
461	0
133	0
177	0
583	0
342	0
194	0
153	0
316	0
336	0
258	0
1300	0
508	5
240	3
466	1
327	6
285	1
562	0
537	0
1888	0
904	0
133	0
679	0
268	1
172	0
1530	2
200	0
350	0
748	1
475	1
4901	0
1785	0
343	0
473	0
377	3
1566	0
325	0
397	0
808	6
168	3
125	1
274	0
137	0
108	0
514	0
506	2
291	0
357	0
144	0
1062	1
572	0
509	4
161	0
262	0
182	0
183	5
205	0
240	0
163	1
350	0
145	3
737	23
249	0
378	1
425	0
296	0
2810	10
173	0
138	0
225	0
299	0
375	0
2036	1
376	2
607	0
373	0
193	0
195	1
214	0
1305	0
743	7
287	1
129	0
451	0
527	68
87	0
345	0
417	0
1047	6
679	4
475	4
438	1
415	0
759	6
246	0
170	0
323	0
1291	1
157	0
252	0
315	0
482	0
258	3
197	0
1031	0
10771	2
279	0
210	0
823	3
432	0
292	2
102	0
714	3
954	23
780	0
243	0
660	0
187	1
60	0
218	0
290	3
387	0
281	0
114	0
156	0
397	1
202	0
378	0
141	2
240	0
461	0
246	0
246	0
320	0
430	0
259	0
110	0
1571	1
264	1
139	0
357	9
532	0
390	0
213	0
679	0
668	18
334	5381
140	0
126	0
1174	2
735	0
143	0
527	0
217	0
480	0
276	0
258	0
152	0
1044	1
214	0
966	1
247	0
80	0
693	0
817	0
278	3
132	0
805	3
585	0
388	0
408	0
103	0
247	0
1764	0
99	0
162	0
161	0
438	0
174	0
446	3
4390	2
468	0
281	0
203	0
119	0
221	0
377	1
179	4
2592	0
669	1
394	1
273	0
1386	0
389	2
299	0
230	2
562	0
230	0
344	2
107	0
247	0
296	0
748	0
253	0
421	0
341	0
249	0
207	0
92	0
339	0
290	0
2049	0
116	0
167	0
263	0
1800	0
372	0
149	0
318	0
171	2
317	4
104	0
155	12
617	2
180	0
441	0
286	0
112	0
167	0
382	0
1604	1
504	2
911	0
202	0
4906	89
862	0
359	0
292	0
164	0
894	0
99	0
241	0
387	0
119	1
412	0
130	0
110	0
623	0
193	0
1914	0
430	9
289	1
84	0
1897	0
267	0
363	0
136	1
213	0
207	1
267	0
69	2
268	0
202	2
204	18
742	0
121	0
241	0
198	0
365	2
258	14
84	0
202	0
416	1
125	0
195	0
1227	4
619	0
275	0
217	0
105	0
219	0
228	0
237	2
432	0
240	0
252	1
856	0
290	48
270	0
340	0
431	0
125	0
183	0
269	0
152	5
181	0
134	0
332	0
527	0
758	1
94	0
124	0
119	0
494	0
192	0
484	2
506	0
275	0
122	0
392	0
179	1
390	0
1361	16
233	0
217	0
161	1
423	0
556	0
3228	0
258	0
97	0
716	0
743	0
265	0
145	1
274	0
559	4
318	0
309	0
274	2
44	0
116	0
93	1
123	0
159	0
363	0
210	0
2017	3
218	0
323	0
364	1
196	0
99	0
313	0
164	0
219	0
201	0
93	0
128	0
815	6
267	0
121	0
204	0
190	0
5582	3
324	0
152	0
1355	1
136	0
91	0
378	0
104	0
1111	0
177	0
173	0
189	0
3271	3
139	0
361	2
620	5
395	0
106	0
334	0
102	0
116	12
71	0
167	0
111	0
471	0
427	1
331	0
109	0
336	0
228	0
163	0
353	2
1107	0
1290	1323
85	0
294	8
311	0
401	0
125	0
164	3
133	0
338	0
5728	1
176	0
225	0
148	0
108	0
252	0
152	0
162	2
153	3
855	1
226	0
100	8
440	0
220	0
142	0
125	0
137	0
938	0
253	0
191	0
276	0
256	1
265	0
925	0
808	0
103	1
433	0
157	0
454	1
181	0
2530	12
83	0
393	0
67	0
91	0
220	1
218	5
104	0
321	0
156	0
2884	4
492	1
284	0
224	0
1061	0
235	0
974	0
132	0
363	22
179	0
295	0
445	13
141	0
126	0
186	0
67	0
1691	0
128	0
127	3
161	0
227	0
774	0
495	0
89	0
182	0
359	0
434	4
241	0
476	0
151	0
141	0
427	0
171	0
145	0
1037	1
506	0
124	1
38	0
50	1
130	0
144	0
108	0
137	0
600	0
131	0
190	0
323	6
294	1
89	1
167	0
2515	0
156	0
160	0
353	1
309	0
316	0
226	0
242	2
153	0
214	0
96	0
220	5
96	0
443	0
391	0
244	0
261	0
63	0
200	0
509	0
184	1
96	0
229	2
199	0
340	2
93	1
115	0
317	0
153	0
75	0
103	0
1269	0
110	0
393	0
191	0
132	0
125	0
275	1
192	0
100	0
434	2
320	0
131	1
243	2
324	0
139	0
179	1
119	0
67	0
107	0
116	0
177	0
79	0
126	0
1737	0
232	0
61	0
127	4
320	0
188	0
226	0
2812	36
32	0
103	0
122	0
85	1
139	1
203	2
225	0
5541	41
91	0
357	3
2198	0
33	1
143	0
359	0
289	0
152	10
137	0
8024	17
109	0
457	1
335	0
158	0
341	1
655	0
137	0
72	0
62	1
40	0
215	0
291	37
786	0
188	0
84	0
