"Name","ERX1787319_ERR1717085_TPM","pir","subfam"
"NODE_1_length_58713_cov_192.871",82.966901,FALSE,"none"
"NODE_2_length_55143_cov_81.0864",48.039965,FALSE,"none"
"NODE_3_length_48094_cov_44.1808",12.116156,FALSE,"none"
"NODE_4_length_41986_cov_123.741",47.030695,FALSE,"none"
"NODE_5_length_41119_cov_229.105",177.673506,FALSE,"none"
"NODE_6_length_40409_cov_91.9907",60.927786,FALSE,"none"
"NODE_7_length_40289_cov_45.6645",23.961987,FALSE,"none"
"NODE_8_length_39586_cov_76.4847",6.774824,FALSE,"none"
"NODE_9_length_38057_cov_64.3657",47.335244,FALSE,"none"
"NODE_10_length_37448_cov_52.7703",16.399403,FALSE,"none"
"NODE_11_length_37012_cov_85.6274",9.670143,FALSE,"none"
"NODE_12_length_36028_cov_47.4397",22.396598,FALSE,"none"
"NODE_13_length_35793_cov_140.325",87.349177,FALSE,"none"
"NODE_14_length_35425_cov_80.2825",4.27465,FALSE,"none"
"NODE_15_length_34974_cov_144.125",6.451351,FALSE,"none"
"NODE_16_length_34926_cov_206.433",25.87892,FALSE,"none"
"NODE_17_length_34090_cov_64.0992",24.122548,FALSE,"none"
"NODE_18_length_33906_cov_78.2227",37.124887,FALSE,"none"
"NODE_19_length_32761_cov_74.8233",40.260806,FALSE,"none"
"NODE_20_length_32350_cov_16.0879",7.060447,FALSE,"none"
"NODE_21_length_32200_cov_57.2459",31.154951,FALSE,"none"
"NODE_22_length_32158_cov_28.2397",10.283289,FALSE,"none"
"NODE_23_length_31420_cov_53.2097",41.982355,FALSE,"none"
"NODE_24_length_30726_cov_70.0602",1.967319,FALSE,"none"
"NODE_25_length_29947_cov_54.891",35.318102,FALSE,"none"
"NODE_26_length_29286_cov_62.8524",30.532138,FALSE,"none"
"NODE_27_length_29242_cov_134.112",86.016555,FALSE,"none"
"NODE_28_length_29197_cov_97.7671",84.844742,FALSE,"none"
"NODE_29_length_29192_cov_70.1731",11.332021,FALSE,"none"
"NODE_30_length_29204_cov_27.1716",4.595735,FALSE,"none"
"NODE_31_length_28196_cov_36.5667",8.887495,FALSE,"none"
"NODE_32_length_28059_cov_32.8241",7.031329,FALSE,"none"
"NODE_33_length_27894_cov_17.9236",13.329197,FALSE,"none"
"NODE_34_length_27753_cov_30.07",15.480989,FALSE,"none"
"NODE_35_length_27656_cov_56.0218",41.746598,FALSE,"none"
"NODE_36_length_27288_cov_173.739",11.55348,FALSE,"none"
"NODE_37_length_27107_cov_47.7173",12.396524,FALSE,"none"
"NODE_38_length_26988_cov_96.433",68.02101,FALSE,"none"
"NODE_39_length_26531_cov_43.561",22.135101,FALSE,"none"
"NODE_40_length_26509_cov_20.5457",6.481586,FALSE,"none"
"NODE_41_length_26349_cov_81.7944",41.509049,FALSE,"none"
"NODE_42_length_26333_cov_440.116",387.344739,FALSE,"none"
"NODE_43_length_26306_cov_169.016",26.988694,FALSE,"none"
"NODE_44_length_26177_cov_99.1942",16.263254,FALSE,"none"
"NODE_45_length_26159_cov_149.265",77.05899,FALSE,"none"
"NODE_46_length_26152_cov_94.3315",10.425249,FALSE,"none"
"NODE_47_length_26075_cov_21.0242",5.284766,FALSE,"none"
"NODE_48_length_26029_cov_31.2253",22.733936,FALSE,"none"
"NODE_49_length_25901_cov_65.7624",48.311458,FALSE,"none"
"NODE_50_length_25871_cov_298.653",250.447169,FALSE,"none"
"NODE_51_length_25807_cov_189.612",119.868913,FALSE,"none"
"NODE_52_length_25611_cov_36.5365",25.343663,FALSE,"none"
"NODE_53_length_25289_cov_50.1666",40.942456,FALSE,"none"
"NODE_54_length_25274_cov_32.2229",16.945786,FALSE,"none"
"NODE_55_length_25261_cov_32.2791",11.525819,FALSE,"none"
"NODE_56_length_25096_cov_56.9554",38.673557,FALSE,"none"
"NODE_57_length_24917_cov_21.5459",3.721991,FALSE,"none"
"NODE_58_length_24781_cov_43.1158",19.864053,FALSE,"none"
"NODE_59_length_24765_cov_134.915",55.118287,FALSE,"none"
"NODE_60_length_24609_cov_104.014",55.393342,FALSE,"none"
"NODE_61_length_24452_cov_42.6956",15.547522,FALSE,"none"
"NODE_62_length_24293_cov_190.448",14.389115,FALSE,"none"
"NODE_63_length_24034_cov_144.847",90.665534,FALSE,"none"
"NODE_64_length_23903_cov_53.7985",9.190032,FALSE,"none"
"NODE_65_length_23817_cov_111.62",71.466315,FALSE,"none"
"NODE_66_length_23568_cov_75.9231",57.057458,FALSE,"none"
"NODE_67_length_23516_cov_59.1447",40.683516,FALSE,"none"
"NODE_68_length_23461_cov_137.368",47.961734,FALSE,"none"
"NODE_69_length_23320_cov_127.54",56.853725,FALSE,"none"
"NODE_70_length_23069_cov_59.8484",50.387525,FALSE,"none"
"NODE_71_length_22998_cov_23.173",8.678519,FALSE,"none"
"NODE_72_length_22994_cov_204.727",17.432017,FALSE,"none"
"NODE_73_length_22993_cov_51.7028",5.455449,FALSE,"none"
"NODE_74_length_22931_cov_43.0576",5.422628,FALSE,"none"
"NODE_75_length_22723_cov_65.6511",27.378612,FALSE,"none"
"NODE_76_length_22646_cov_107.885",30.128048,FALSE,"none"
"NODE_77_length_22590_cov_52.6757",17.171455,FALSE,"none"
"NODE_78_length_22454_cov_96.5623",52.748063,FALSE,"none"
"NODE_79_length_22384_cov_175.478",22.135509,FALSE,"none"
"NODE_80_length_22347_cov_26.8018",5.610452,FALSE,"none"
"NODE_81_length_22346_cov_34.1399",23.675597,FALSE,"none"
"NODE_82_length_22107_cov_115.479",97.098676,FALSE,"none"
"NODE_83_length_21901_cov_58.2122",19.714726,FALSE,"none"
"NODE_84_length_21881_cov_12.5464",2.897202,FALSE,"none"
"NODE_85_length_21830_cov_31.9086",20.579774,FALSE,"none"
"NODE_86_length_21809_cov_181.081",12.152,FALSE,"none"
"NODE_87_length_21738_cov_130.961",57.927069,FALSE,"none"
"NODE_88_length_21715_cov_46.1401",15.889179,FALSE,"none"
"NODE_89_length_21680_cov_258.458",66.440185,FALSE,"none"
"NODE_90_length_21552_cov_181.184",11.021296,FALSE,"none"
"NODE_91_length_21455_cov_137.269",114.656979,FALSE,"none"
"NODE_92_length_21440_cov_75.2672",61.725865,FALSE,"none"
"NODE_93_length_21350_cov_127.505",105.535728,FALSE,"none"
"NODE_94_length_21299_cov_57.0681",5.500632,FALSE,"none"
"NODE_95_length_21247_cov_242.943",1.03649,FALSE,"none"
"NODE_96_length_21175_cov_109.031",82.900916,FALSE,"none"
"NODE_97_length_21038_cov_36.0023",24.829712,FALSE,"none"
"NODE_98_length_21031_cov_92.8183",22.17987,FALSE,"none"
"NODE_99_length_21013_cov_45.5405",23.612852,FALSE,"none"
"NODE_100_length_21001_cov_165.902",22.418407,FALSE,"none"
"NODE_101_length_20979_cov_83.7759",69.566998,FALSE,"none"
"NODE_102_length_20959_cov_118.874",96.498937,TRUE,"unassigned_8"
"NODE_103_length_20870_cov_22.2404",13.553332,FALSE,"none"
"NODE_104_length_20790_cov_285.535",5.127393,FALSE,"none"
"NODE_105_length_20602_cov_93.1466",33.191568,FALSE,"none"
"NODE_106_length_20551_cov_88.002",24.540334,FALSE,"none"
"NODE_107_length_20533_cov_402.402",347.048634,FALSE,"none"
"NODE_108_length_20526_cov_108.197",91.281822,FALSE,"none"
"NODE_109_length_20481_cov_145.163",41.36319,FALSE,"none"
"NODE_110_length_20450_cov_58.1272",23.752567,FALSE,"none"
"NODE_111_length_20422_cov_42.0797",14.394891,FALSE,"none"
"NODE_112_length_20369_cov_37.4926",11.185337,FALSE,"none"
"NODE_113_length_20341_cov_81.7885",5.532029,FALSE,"none"
"NODE_114_length_20213_cov_58.3176",3.925972,FALSE,"none"
"NODE_115_length_20181_cov_58.8743",12.766338,FALSE,"none"
"NODE_116_length_20173_cov_75.5037",47.615556,FALSE,"none"
"NODE_117_length_20163_cov_119.555",81.951823,FALSE,"none"
"NODE_118_length_20159_cov_39.0921",19.433648,FALSE,"none"
"NODE_119_length_20111_cov_83.4429",22.513377,FALSE,"none"
"NODE_120_length_20084_cov_23.2664",9.338209,FALSE,"none"
"NODE_121_length_20074_cov_45.757",32.81453,FALSE,"none"
"NODE_122_length_20069_cov_21.0258",10.240189,FALSE,"none"
"NODE_123_length_20014_cov_76.1056",47.507439,FALSE,"none"
"NODE_124_length_20000_cov_85.3981",50.378907,FALSE,"none"
