"Name","ERX2560126_ERR2541708_TPM","pir","subfam"
"NODE_1_length_6046_cov_214.959",76.046189,FALSE,"none"
"NODE_2_length_5459_cov_26.7256",11.60855,FALSE,"none"
"NODE_3_length_5083_cov_15.6836",5.398894,FALSE,"none"
"NODE_4_length_3765_cov_59.1496",21.666717,FALSE,"none"
"NODE_5_length_3730_cov_27.674",11.087372,FALSE,"none"
"NODE_6_length_3536_cov_91.4203",33.439678,FALSE,"none"
"NODE_7_length_3209_cov_8.59258",3.16864,FALSE,"none"
"NODE_8_length_3182_cov_14.4682",5.391488,FALSE,"none"
"NODE_9_length_3103_cov_11.6342",5.13925,FALSE,"none"
"NODE_10_length_3077_cov_24.0844",9.010504,FALSE,"none"
"NODE_11_length_3050_cov_50.999",20.750757,FALSE,"none"
"NODE_12_length_2905_cov_151.168",55.160298,FALSE,"none"
"NODE_13_length_2873_cov_74.4304",26.904348,FALSE,"none"
"NODE_14_length_2858_cov_23.7713",8.657217,FALSE,"none"
"NODE_15_length_2857_cov_49.0667",18.230193,FALSE,"none"
"NODE_16_length_2779_cov_36.0679",13.56752,FALSE,"none"
"NODE_17_length_2757_cov_14.6458",5.688461,FALSE,"none"
"NODE_18_length_2488_cov_27.2984",11.060088,FALSE,"none"
"NODE_19_length_2479_cov_24.9158",9.088826,FALSE,"none"
"NODE_20_length_2413_cov_44.6111",17.543512,FALSE,"none"
"NODE_21_length_2409_cov_8.19711",3.063239,FALSE,"none"
"NODE_22_length_2397_cov_44.4193",16.546618,FALSE,"none"
"NODE_23_length_2380_cov_17.4555",5.996239,FALSE,"none"
"NODE_24_length_2349_cov_140.088",59.021752,FALSE,"none"
"NODE_25_length_2272_cov_7.08435",2.856337,FALSE,"none"
"NODE_26_length_2244_cov_344.892",145.246311,FALSE,"none"
"NODE_27_length_2225_cov_16.6175",6.332537,FALSE,"none"
"NODE_28_length_2221_cov_10.5845",3.908859,FALSE,"none"
"NODE_29_length_2160_cov_11.3872",3.974404,FALSE,"none"
"NODE_30_length_2072_cov_64.4412",23.569019,FALSE,"none"
"NODE_31_length_2066_cov_18.1358",8.299595,FALSE,"none"
"NODE_32_length_2035_cov_39.649",14.694098,FALSE,"none"
"NODE_33_length_1991_cov_25.7345",9.805315,FALSE,"none"
"NODE_34_length_1989_cov_131.431",55.108543,FALSE,"none"
"NODE_35_length_1985_cov_5.18031",2.23884,FALSE,"none"
"NODE_36_length_1952_cov_71.5303",26.162757,FALSE,"none"
"NODE_37_length_1952_cov_13.7296",5.178896,FALSE,"none"
"NODE_38_length_1918_cov_11.2201",4.349306,FALSE,"none"
"NODE_39_length_1918_cov_38.4713",14.043943,FALSE,"none"
"NODE_40_length_1902_cov_7.97943",3.048988,TRUE,"unassigned_8"
"NODE_41_length_1897_cov_6.31596",2.284915,FALSE,"none"
"NODE_42_length_1884_cov_40.5364",15.945669,FALSE,"none"
"NODE_43_length_1863_cov_33.5315",12.097893,FALSE,"none"
"NODE_44_length_1859_cov_19.5826",8.107127,FALSE,"none"
"NODE_45_length_1854_cov_26.9822",9.509164,FALSE,"none"
"NODE_46_length_1853_cov_3.95717",1.516848,FALSE,"none"
"NODE_47_length_1851_cov_11.3391",4.383346,FALSE,"none"
"NODE_48_length_1837_cov_26.3614",10.023058,FALSE,"none"
"NODE_49_length_1822_cov_26.7102",10.394325,FALSE,"none"
"NODE_50_length_1802_cov_23.9674",8.743603,FALSE,"none"
"NODE_51_length_1800_cov_27.0865",10.497984,FALSE,"none"
"NODE_52_length_1795_cov_11.1328",4.604664,FALSE,"none"
"NODE_53_length_1789_cov_147.431",54.635197,FALSE,"none"
"NODE_54_length_1784_cov_10.166",4.096762,FALSE,"none"
"NODE_55_length_1783_cov_25.3576",10.114537,FALSE,"none"
"NODE_56_length_1775_cov_5.53372",2.16819,FALSE,"none"
"NODE_57_length_1763_cov_31.8694",12.56029,FALSE,"none"
"NODE_58_length_1761_cov_15.2673",6.816534,FALSE,"none"
"NODE_59_length_1750_cov_19.9021",7.193961,FALSE,"none"
