UniqueCount	AmbigCount
1312	0
1490	0
637	0
1011	0
720	0
375	0
1296	8
533	0
2626	0
28	0
786	0
144	0
406	0
133	0
236	0
0	0
14	0
228	0
47	0
141	0
1	0
406	0
0	0
977	0
353	0
2825	0
722	0
279	0
142	10
1	1
1	0
225	1
246	0
497	0
2149	0
759	2
2052	0
169	0
321	1
2	0
15	0
251	0
345	0
1454	2
446	5
0	0
244	0
224	0
226	13
582	14
389	0
211	0
3	0
3	0
398	0
3	0
565	1
203	0
3	0
1775	0
429	1
577	0
5	0
609	0
458	1
39	1
5	0
221	0
456	4
509	1
318	1
594	0
2	0
10	0
10	0
108	1
6	0
419	0
16	4
0	0
1042	0
316	0
258	2
255	0
193	0
398	1
126	0
3	0
70	0
387	1
647	1
16	0
377	0
532	0
728	0
0	0
79	1
10	0
1248	0
49	0
924	0
172	0
5	0
153	0
53	0
1	0
2	0
454	0
1	0
269	1
0	0
1344	0
0	0
402	0
3	0
0	0
108	0
231	3
134	0
205	0
0	0
376	0
161	0
46	0
12	0
127	0
354	0
2	0
151	0
366	0
410	0
539	0
1	0
278	17
94	0
176	0
0	0
293	1
0	0
328	0
784	0
82	0
276	0
71	0
0	0
3	0
3	0
0	0
106	6
190	5
881	15
3	0
141	0
81	0
7	0
67	0
54	11
1	0
112	1
286	0
646	0
37	0
3031	0
550	0
163	3
91	0
595	0
2	0
444	1
290	0
290	7
242	0
95	1
251	0
0	0
472	0
569	5
34	0
332	5
235	1
214	0
611	0
516	6
274	0
2	0
292	0
1	0
106	0
510	0
47	0
2	0
511	0
821	7
356	0
90	0
350	2
18	0
605	3
2	0
515	0
32	0
34	0
4	0
1112	0
1212	0
158	0
1	0
102	0
3033	9
97186	0
0	0
8	0
14	0
112	0
133	0
307	0
392	0
55	1
391	0
2	0
0	0
140	0
21	0
433	0
3	0
56	0
442	0
158	0
70	0
419	0
745	0
1130	0
2	0
190	4
0	0
1	0
72	0
2827	3
151	1
266	0
281	15
192	1
307	0
244	8
442	0
2	0
99	0
523	0
24	0
194	0
224	1
779	0
716	1
176	0
228	0
375	21
174	1
140	0
254	0
2757	0
165	0
0	0
1396	0
82	0
202	0
230	0
395	0
114	0
1	0
111	0
591	1
0	0
170	0
51	0
391	0
123	1
83	1
9	0
0	0
168	2
127	0
193	2
7	0
111	0
0	0
285	2
459	0
0	0
268	0
0	0
696	0
232	0
101	0
264	1
270	0
283	0
66	0
156	1
1	0
207	0
85	0
0	0
1	0
310	1
5	0
100	0
73	0
1368	2
263	0
0	0
1167	3
12	0
156	0
0	0
146	1
89	0
44	0
0	0
210	0
766	2
282	0
0	0
157	0
93	0
391	0
221	0
56	1
153	0
222	0
11	0
279	1
185	0
252	0
570	0
149	4
125	0
135	0
0	0
1	0
2	0
1983	130
271	0
34	0
22	0
211	0
3	0
253	0
128	0
193	0
286	0
25	0
345	0
113	0
250	0
2831	0
170	0
47	1
273	0
157	1
164	2
1	0
0	0
23	0
11	0
0	0
45	0
261	7
160	0
503	0
3	0
14	1
1550	0
1	0
0	0
7	0
291	0
450	1
116	0
1	0
0	0
35	0
5	0
314	0
3	0
326	1
314	0
4	0
225	0
35	0
38	0
1379	19
2	0
114	0
140	0
327	0
54	0
239	0
1	0
181	0
243	0
168	0
248	1
1	0
301	0
266	0
0	0
2	0
66	0
270	0
178	0
2	0
0	1
11	0
339	0
329	0
246	0
21	0
10	0
4	0
297	1
26	0
412	0
19	0
237	0
7	0
91	0
6	0
7	3
103	0
146	0
0	0
231	0
128	7
5	0
169	1
233	0
0	0
12	0
66	2
0	0
114	0
175	4
165	0
6	0
241	4
544	0
0	0
3	0
3	0
165	0
105	0
118	0
149	0
0	0
4058	2
7	0
4	0
64	0
3	0
108	0
116	0
125	0
7	0
26	0
1354	0
0	0
0	0
10	0
2934	141
408	0
306	0
571	0
76	4
10	0
447	0
387	0
0	0
361	0
15	0
0	0
139	0
230	1
213	0
220	3
162	0
103	4
20	0
373	2
432	0
39	0
810	0
279	9
169	0
261	0
3	0
352	0
22	0
228	0
93	1
1	0
103	3
77	0
274	2
31	0
0	0
2768	0
218	0
141	2
75	1
0	0
148	0
2691	38
4	0
139	0
75	0
242	1
1	0
1018	13
134	0
335	0
4477	1
16	0
82	0
2	0
216	0
11	0
3	0
0	0
33	0
771	0
81	2
1	0
635	2
16	4
210	0
90	0
121	1
290	11
102	0
110	1
20	0
88	0
154	0
35	0
0	0
187	0
326	0
1	0
1	0
74	1
50	1
1	0
459	0
123	0
8	0
0	0
339	0
408	0
89	0
74	0
220	0
155	0
85	0
486	1
123	0
0	0
125	0
366	6
0	0
43	0
6	0
96	0
35	0
138	2
187	0
187	1
15	0
144	0
0	0
320	0
127	0
396	0
235	0
284	2
0	0
0	0
22	1
3	0
128	0
289	1
7	0
0	0
266	0
92	1
60	0
8	2
99	0
528	0
282	0
1	0
390	0
1023	1
87	0
144	0
97	0
48	0
583	16
265	0
290	0
278	0
384	0
88	1
4	0
88	0
73	0
195	0
1	0
0	0
1	0
3214	0
38	0
503	0
0	0
125	0
2252	0
0	0
0	0
241	0
137	0
240	0
107	0
128	0
436	0
3679	1
168	0
345	0
0	0
54	0
0	0
8	2
105	0
1	0
587	0
7	0
189	0
145	0
158	3
34	0
1009	0
31	0
1	0
161	3
136	1
407	0
59	0
45	0
158	13
164	0
5	0
5	0
36	0
90	12
119	1
93	0
60	0
279	0
78	0
67	0
0	0
7	0
177	3
16	0
64	0
154	1
148	0
93	0
0	0
187	7
22	0
121	0
85	0
404	2
0	0
230	0
151	0
6	0
193	0
28	0
72	0
10	0
0	0
66	0
153	0
115	0
77	0
6	0
408	0
6	0
50	8
85	0
0	0
176	0
2184	0
250	0
1	0
46	0
324	0
1	0
68	0
64	0
101	0
4	0
1	0
204	0
3	0
0	0
134	9
3	0
67	0
23	0
753	0
13	0
12	0
107	0
46	0
0	0
84	0
89	0
3	0
6	0
76	0
0	0
89	0
155	1
4520	0
243	1
42	0
0	0
108	0
185	0
8	0
161	0
0	0
1	0
135	0
62	0
154	0
0	0
13	0
0	0
189	0
128	0
1	0
46	1
213	9
285	0
132	0
2	0
160	0
180	0
728	0
85	0
27	0
606	0
4	0
0	0
34	0
0	0
1	0
126	0
167	1
7	0
134	0
0	0
5	0
65	0
3	0
241	0
2	0
13	0
335	7
1240	1
300	0
1	0
10	0
1813	0
1101	3
86	0
47	3
0	0
238	0
178	0
0	0
205	0
65	0
103	0
94	0
139	0
515	19
41	0
121	0
388	1
221	0
4	0
329	1
178	1
83	0
0	0
89	0
324	2
21	1
2	0
223	3
61	0
119	2
0	0
152	1
77	0
32	0
291	0
48	0
0	0
3	0
17	2
818	0
0	0
90	1
82	0
77	0
180	4
1	0
0	0
10	0
5	0
0	0
0	0
143	0
73	0
2	0
514	0
1	0
66	0
57	0
93	0
842	1
130	0
176	6
2	0
134	3
191	0
0	0
2959	44
2	0
149	0
57	0
151	0
100	0
1	0
252	0
0	0
430	0
290	0
102	0
0	0
266	0
55	0
666	0
93	0
1	0
2	0
54	0
7	0
1	0
786	0
202	4
301	0
2	0
3930	19
26	0
2	0
4	0
97	0
111	0
1044	4
324	0
88	0
1001	13
0	0
3	0
4	0
4	0
93	0
162	9
2	0
406	0
360	4
0	0
406	0
27	0
180	0
1936	3
443	0
28	0
98	0
127	0
355	0
102	0
5	0
70	2
0	0
4	7
110	1
0	0
620	0
217	0
850	0
384	0
174	3
355	0
593	0
146	2
514	0
0	0
0	0
167	0
0	0
4	0
166	0
12	0
28	0
15	0
7	0
0	0
189	0
105	0
430	0
83	0
0	0
204	4
62	0
1306	0
3	0
8	0
152	0
2	0
1	0
5	0
63	0
944	0
1	0
125	3
575	0
1	0
3	0
1400	0
249	0
87	0
7	0
131	0
152	0
262	0
21	2
220	1
64	1
0	0
128	1
14	0
0	0
3	0
68	0
4	0
21	4
145	0
13	0
93	0
171	0
7	0
185	0
22	0
119	0
45	0
120	2
116	0
90	0
216	0
996	1
4	0
388	5
35	0
26	0
88	0
1	0
126	1
0	0
124	0
216	0
792	17
107	0
81	0
0	0
10	0
947	8
0	0
66	0
137	0
124	0
70	0
0	0
