"Name","SRX697842_SRR1571712_TPM","SRX697843_SRR1571713_TPM","SRX697844_SRR1571714_TPM","SRX697845_SRR1571715_TPM","pir","subfam"
"NODE_6863_length_535_cov_136.098",9.544594,9.418382,8.190095,8.769519,FALSE,"noCluster"
"NODE_6864_length_535_cov_7.99583",0.473736,1.061339,1.064687,0.665654,FALSE,"noCluster"
"NODE_6865_length_535_cov_1.71667",0.067677,0.070756,0.340079,0.147923,FALSE,"noCluster"
"NODE_6866_length_535_cov_2.46875",0.270707,0.212268,0.456306,0.147923,FALSE,"noCluster"
"NODE_6867_length_535_cov_336.377",28.39621,32.216848,32.936813,32.721518,FALSE,"noCluster"
"NODE_6868_length_535_cov_4.78958",0.473736,0.283024,0.456306,0.517731,FALSE,"noCluster"
"NODE_6869_length_535_cov_11.1708",0.947473,1.273607,1.216817,1.035462,FALSE,"noCluster"
"NODE_6870_length_534_cov_2.75783",0.271386,0.28374,0.22874,0.296587,FALSE,"noCluster"
"NODE_6871_length_534_cov_2.45929",0.339233,0.28374,0.152493,0.222598,FALSE,"noCluster"
"NODE_6872_length_534_cov_6.99791",0.474926,0.638416,0.762467,1.038054,FALSE,"noCluster"
"NODE_6873_length_534_cov_16.263",1.166173,1.349865,1.494877,1.082641,FALSE,"noCluster"
"NODE_6874_length_534_cov_4.67223",0.271386,0.28374,0.381364,0.593174,FALSE,"noCluster"
"NODE_6875_length_533_cov_2.96444",0.136035,0.143965,0.553762,0.297331,FALSE,"noCluster"
"NODE_6876_length_533_cov_0.924686",0.068017,0.071115,0.152887,0.148666,FALSE,"noCluster"
"NODE_6877_length_533_cov_3.33264",0.476122,0.497806,0.152887,0.148666,FALSE,"noCluster"
"NODE_6878_length_533_cov_25.0021",2.244573,3.260327,1.795752,2.973311,FALSE,"noCluster"
"NODE_6879_length_533_cov_14.8536",0.748191,1.027748,2.214248,1.427941,FALSE,"noCluster"
"NODE_6880_length_533_cov_18.8536",0.663848,0.758733,0.641505,0.35584,FALSE,"noCluster"
"NODE_6881_length_532_cov_4.26415",0.28286,0.36964,0.795193,0.308959,FALSE,"noCluster"
"NODE_6882_length_532_cov_4.48218",0.204567,0.35648,0.229923,0.596158,FALSE,"noCluster"
"NODE_6883_length_532_cov_74.6457",4.395956,4.936408,5.135623,6.619895,FALSE,"noCluster"
"NODE_6884_length_532_cov_1.77358",0,0.071296,0.459847,0.281802,FALSE,"noCluster"
"NODE_6885_length_532_cov_2.87002",0.477323,0.213888,0.383206,0.298079,FALSE,"noCluster"
"NODE_6886_length_532_cov_4.00629",0.477323,0.285184,0.68977,0.482704,FALSE,"noCluster"
"NODE_6887_length_532_cov_1.05451",0.204567,0.142592,0.229923,0.07452,FALSE,"noCluster"
"NODE_6888_length_532_cov_15.4717",1.772915,1.568514,2.222593,1.043277,FALSE,"noCluster"
"NODE_6889_length_532_cov_3.63941",0.545512,0.427777,0.383206,0.372599,FALSE,"noCluster"
"NODE_6890_length_532_cov_82.3396",0.875925,1.751889,1.694147,1.516409,FALSE,"noCluster"
"NODE_6891_length_532_cov_6.12788",0.431559,0.641665,1.050673,0.298079,FALSE,"noCluster"
"NODE_6892_length_532_cov_553.883",47.374721,45.64104,57.387092,46.294616,FALSE,"noCluster"
"NODE_6893_length_531_cov_3.27521",0.273446,0.285911,0.61472,0.074708,FALSE,"noCluster"
"NODE_6894_length_531_cov_2.37395",0.136723,0.357389,0.07684,0.373538,FALSE,"noCluster"
"NODE_6895_length_531_cov_8.41387",1.025422,0.571822,1.07576,0.821784,FALSE,"noCluster"
"NODE_6896_length_531_cov_22.7563",1.914121,2.072857,3.073599,2.166522,FALSE,"noCluster"
"NODE_6897_length_531_cov_45.5105",0.982035,0.790898,0.982932,1.304639,FALSE,"noCluster"
"NODE_6898_length_531_cov_138.006",11.416691,13.568549,12.702974,12.467459,FALSE,"noCluster"
"NODE_6899_length_531_cov_195.937",16.458972,18.171521,18.990043,16.857777,FALSE,"noCluster"
"NODE_6900_length_531_cov_375.504",37.337795,38.734634,42.894501,33.829849,FALSE,"noCluster"
"NODE_6901_length_531_cov_769.168",71.312292,68.127276,79.222412,70.805322,FALSE,"noCluster"
"NODE_6902_length_531_cov_6.53151",0.341807,0.285911,0.46104,0.522954,FALSE,"noCluster"
"NODE_6903_length_530_cov_15.7032",1.233625,1.146555,0.924478,0.762174,FALSE,"noCluster"
"NODE_6904_length_530_cov_1.75368",0.137069,0.214981,0.15408,0.224689,FALSE,"noCluster"
"NODE_6905_length_530_cov_24.6674",0.781493,0.362178,0.770411,0.5382,FALSE,"noCluster"
"NODE_6906_length_530_cov_18.2842",0.890951,0.502278,0.463341,0.449379,FALSE,"noCluster"
"NODE_6907_length_530_cov_6.64421",0.548278,0.143321,0.539279,0.374482,FALSE,"noCluster"
"NODE_6908_length_530_cov_8.10316",1.096487,0.859925,0.616319,0.898648,FALSE,"noCluster"
"NODE_6909_length_530_cov_1290.86",112.486517,122.990147,135.029716,117.76259,FALSE,"noCluster"
"NODE_6910_length_530_cov_14.1305",0.137069,0.573283,0.616322,0.149793,FALSE,"noCluster"
"NODE_6911_length_529_cov_1.55274",0.137418,0.215532,0.077241,0.225259,FALSE,"noCluster"
"NODE_6912_length_529_cov_1.93671",0.137418,0.287376,0.154481,0.150172,FALSE,"noCluster"
"NODE_6913_length_529_cov_56.27",6.555998,5.704057,7.414788,6.286676,FALSE,"noCluster"
"NODE_6914_length_528_cov_27.1607",1.749829,1.885407,1.629973,1.955717,FALSE,"noCluster"
"NODE_6915_length_528_cov_2.75476",0.34442,0.432171,0.232327,0.150554,FALSE,"noCluster"
"NODE_6916_length_528_cov_2.13742",0,0.288114,0.387212,0.301108,FALSE,"noCluster"
"NODE_6917_length_528_cov_24.277",1.515447,1.728682,2.787924,2.107757,FALSE,"noCluster"
"NODE_6918_length_528_cov_48.296",4.314076,3.724183,4.747263,4.036527,FALSE,"noCluster"
"NODE_6919_length_528_cov_3.40169",0.275536,0.216085,0.311346,0.376385,FALSE,"noCluster"
"NODE_6920_length_527_cov_4.59534",0.41436,0.505497,0.465871,0.301875,FALSE,"noCluster"
"NODE_6921_length_527_cov_1.94492",0.27624,0.216642,0.232935,0.075469,FALSE,"noCluster"
"NODE_6922_length_527_cov_3.67585",0.27624,0.505497,0.543516,0.301875,FALSE,"noCluster"
"NODE_6923_length_527_cov_31.1843",1.861361,2.408937,2.385091,2.26066,FALSE,"noCluster"
"NODE_6924_length_527_cov_8.99364",0.82872,1.010994,1.242322,0.60375,FALSE,"noCluster"
"NODE_6925_length_527_cov_3.15678",0.62154,0.722139,0.232935,0.075469,FALSE,"noCluster"
"NODE_6926_length_526_cov_1.73673",0,0.289601,0.311396,0.075662,FALSE,"noCluster"
"NODE_6927_length_526_cov_6.53928",0.346185,1.086004,0.700641,0.605292,FALSE,"noCluster"
"NODE_6928_length_526_cov_2.64331",0,0.434402,0.544943,0.151323,FALSE,"noCluster"
"NODE_6929_length_526_cov_2.63694",0.346185,0.144801,0.389245,0.151323,FALSE,"noCluster"
"NODE_6930_length_526_cov_5.55839",0.484658,0.724003,0.544943,0.680746,FALSE,"noCluster"
"NODE_6931_length_526_cov_2.01911",0.276948,0.0724,0.233547,0.453969,FALSE,"noCluster"
"NODE_6932_length_526_cov_95.1168",8.678636,8.544028,7.894061,8.546436,FALSE,"noCluster"
"NODE_6933_length_526_cov_9.26964",0.975636,0.434402,0.467094,0.302646,FALSE,"noCluster"
"NODE_6934_length_526_cov_20.7197",1.118101,1.882407,1.68629,1.740215,FALSE,"noCluster"
"NODE_6935_length_525_cov_1.84043",0.069415,0.362938,0.234162,0.075855,FALSE,"noCluster"
"NODE_6936_length_525_cov_4.1234",0.763562,0.580702,0.624433,0.379277,FALSE,"noCluster"
"NODE_6937_length_525_cov_1.17021",0.208244,0,0.234162,0.303421,FALSE,"noCluster"
"NODE_6938_length_525_cov_10.5149",0.347074,0.219505,0.234162,0.530988,FALSE,"noCluster"
"NODE_6939_length_525_cov_6.96383",0.485903,0.508114,0.468325,0.075855,FALSE,"noCluster"
"NODE_6940_length_525_cov_5.04043",0.485903,0.725877,0.468325,0.758554,FALSE,"noCluster"
"NODE_6941_length_525_cov_43.1",4.92808,4.355261,4.839362,4.020335,FALSE,"noCluster"
"NODE_6942_length_524_cov_14.177",1.739836,1.237194,1.330424,0.836553,FALSE,"noCluster"
"NODE_6943_length_524_cov_3.59062",0.626341,0.218328,0.469561,0.1521,FALSE,"noCluster"
"NODE_6944_length_524_cov_147.849",12.895663,13.043755,15.325807,16.101606,FALSE,"noCluster"
"NODE_6945_length_524_cov_5.93603",0.626341,0.509433,0.782602,0.380251,FALSE,"noCluster"
"NODE_6946_length_524_cov_2.33475",0.20878,0.072776,0.391301,0.228151,FALSE,"noCluster"
"NODE_6947_length_524_cov_3.77612",0.487154,0.291104,0.391301,0.380251,FALSE,"noCluster"
"NODE_6948_length_524_cov_6.07463",0.487154,0.582209,0.782602,0.608402,FALSE,"noCluster"
"NODE_6949_length_524_cov_1.23667",0.626341,0.218328,0.469561,0.760502,FALSE,"noCluster"
"NODE_6950_length_524_cov_21.3774",2.226991,1.973203,3.130408,2.053356,FALSE,"noCluster"
"NODE_6951_length_524_cov_2.78465",0.20878,0.436657,0.391301,0.235466,FALSE,"noCluster"
"NODE_6952_length_524_cov_129.499",10.270659,11.653272,14.171703,12.471825,FALSE,"noCluster"
"NODE_6953_length_524_cov_26.6397",1.60065,2.328836,1.799985,1.216804,FALSE,"noCluster"
"NODE_6954_length_524_cov_1.56077",0.20878,0.072776,0.15652,0.1521,FALSE,"noCluster"
"NODE_6955_length_523_cov_2.11325",0.348866,0.218897,0.235402,0,FALSE,"noCluster"
"NODE_6956_length_523_cov_2.4765",0.348866,0.291862,0.313869,0.075514,FALSE,"noCluster"
"NODE_6957_length_523_cov_2.99786",0.139546,0.291862,0.549271,0.38123,FALSE,"noCluster"
"NODE_6958_length_523_cov_4.89957",0.418639,0.291862,0.605667,0.585142,FALSE,"noCluster"
"NODE_6959_length_523_cov_1.79915",0.209319,0.218897,0.078467,0.076246,FALSE,"noCluster"
"NODE_6960_length_523_cov_13.797",0.627958,1.167483,1.333944,1.026051,FALSE,"noCluster"
"NODE_6961_length_523_cov_20.6517",1.186144,1.386374,1.605847,1.480286,FALSE,"noCluster"
"NODE_6962_length_523_cov_24.8056",2.651379,2.91862,3.374094,2.363626,FALSE,"noCluster"
"NODE_6963_length_522_cov_1.14561",0,0.219468,0.236026,0,FALSE,"noCluster"
"NODE_6964_length_522_cov_1.9636",0.139908,0.146312,0.236026,0.229328,FALSE,"noCluster"
"NODE_6965_length_522_cov_2.83298",0.279815,0.292623,0.393377,0.152885,FALSE,"noCluster"
"NODE_6966_length_522_cov_8.09636",0.349769,0.58677,0.369445,0.611541,FALSE,"noCluster"
"NODE_6967_length_522_cov_2.03426",0.279815,0.073156,0.157351,0.305771,FALSE,"noCluster"
"NODE_6968_length_522_cov_5.80942",0.489677,0.438935,0.865429,0.687984,FALSE,"noCluster"
"NODE_6969_length_522_cov_4.25268",0.279815,0.512091,0.788356,0.33165,FALSE,"noCluster"
"NODE_6970_length_522_cov_4.74946",0.55963,0.292623,0.550728,0.458656,FALSE,"noCluster"
"NODE_6971_length_522_cov_5.11777",0.489677,0.224433,0.550733,0.382213,FALSE,"noCluster"
"NODE_6972_length_522_cov_6.95717",0.419723,0.438935,0.314702,0.611541,FALSE,"noCluster"
"NODE_6973_length_522_cov_121.837",10.674691,10.516787,10.396708,11.948284,FALSE,"noCluster"
"NODE_6974_length_522_cov_109.675",7.661443,7.355589,8.636594,8.203565,FALSE,"noCluster"
"NODE_6975_length_521_cov_2.89914",0.140271,0.366737,0.394423,0.229921,FALSE,"noCluster"
"NODE_6976_length_521_cov_1.59227",0,0.306207,0.247171,0.159899,FALSE,"noCluster"
"NODE_6977_length_521_cov_2.16953",0.070135,0.293389,0.078885,0.383201,FALSE,"noCluster"
"NODE_6978_length_521_cov_9.91202",0.960147,0.586778,1.262154,0.996324,FALSE,"noCluster"
"NODE_6979_length_521_cov_6.6867",0.491041,0.586778,0.631077,0.613122,FALSE,"noCluster"
"NODE_6980_length_521_cov_631.339",4.460339,4.11408,3.740458,4.527124,FALSE,"noCluster"
"NODE_6981_length_521_cov_86.7382",7.58265,6.543125,9.483831,6.718991,FALSE,"noCluster"
"NODE_6982_length_520_cov_1.62796",0.088123,0.22062,0.079095,0.307356,FALSE,"noCluster"
"NODE_6983_length_520_cov_18.6",1.501634,1.468462,1.697646,1.648549,FALSE,"noCluster"
"NODE_6984_length_520_cov_2.41935",0.140636,0.294159,0.15819,0.384195,FALSE,"noCluster"
"NODE_6985_length_520_cov_2.62581",0.348787,0.14708,0.395475,0.307356,FALSE,"noCluster"
"NODE_6986_length_520_cov_17.9333",1.757952,1.739662,2.293757,1.274386,FALSE,"noCluster"
"NODE_6987_length_520_cov_10.0022",0.210954,0.588319,0.790951,0.384195,FALSE,"noCluster"
"NODE_6988_length_520_cov_1.6086",0.140636,0.22062,0.15819,0.076839,FALSE,"noCluster"
"NODE_6989_length_519_cov_2.70474",0.141003,0.516134,0.319709,0.077039,FALSE,"noCluster"
"NODE_6990_length_519_cov_5.00431",0.493511,0.737334,0.245247,0.539271,FALSE,"noCluster"
"NODE_6991_length_519_cov_4.65302",0.493511,0.442392,0.554648,0.154077,FALSE,"noCluster"
"NODE_6992_length_519_cov_115.651",9.531499,10.592007,13.183701,9.408969,FALSE,"noCluster"
"NODE_6993_length_519_cov_1.79957",0,0.147467,0.396533,0.077039,FALSE,"noCluster"
"NODE_6994_length_519_cov_119.222",10.402193,10.553033,13.479627,11.779617,FALSE,"noCluster"
"NODE_6995_length_519_cov_6.1444",0.568683,0.49388,0.851251,0.847426,FALSE,"noCluster"
"NODE_6996_length_519_cov_51.4224",3.276572,6.930691,7.190881,5.392712,FALSE,"noCluster"
"NODE_6997_length_519_cov_9.72629",0.211505,0.147467,0.158613,0.231116,FALSE,"noCluster"
"NODE_6998_length_519_cov_7.74353",0.84602,0.589867,0.872374,0.693349,FALSE,"noCluster"
"NODE_6999_length_518_cov_7.66523",0.518162,0.443568,0.079928,0.490418,FALSE,"noCluster"
"NODE_7000_length_518_cov_1.62635",0.24731,0.147856,0.159039,0.154479,FALSE,"noCluster"
"NODE_7001_length_518_cov_29.6782",2.567496,3.324455,3.424086,2.626148,FALSE,"noCluster"
"NODE_7002_length_518_cov_4.16847",0.353431,0.443568,0.477116,0.386198,FALSE,"noCluster"
"NODE_7003_length_518_cov_8.32181",0.494975,0.665352,0.321076,0.624173,FALSE,"noCluster"
"NODE_7004_length_518_cov_1.40389",0.141381,0.073931,0.159039,0,FALSE,"noCluster"
"NODE_7005_length_518_cov_2.55076",0.494646,0.295712,0.159039,0.07724,FALSE,"noCluster"
"NODE_7006_length_518_cov_3.85097",0.070686,0.147856,0.318077,0.154479,FALSE,"noCluster"
"NODE_7007_length_518_cov_5.86177",0.565489,0.767145,0.884831,0.772396,FALSE,"noCluster"
"NODE_7008_length_518_cov_42.8726",4.185579,3.501218,3.854685,4.982254,FALSE,"noCluster"
"NODE_7009_length_517_cov_1.95238",0.283487,0.222371,0.159466,0.232325,FALSE,"noCluster"
"NODE_7010_length_517_cov_1.38745",0.070872,0.148247,0.239199,0.232325,FALSE,"noCluster"
"NODE_7011_length_517_cov_17.5887",0.865508,2.116277,2.114125,1.306885,FALSE,"noCluster"
"NODE_7012_length_517_cov_5.4697",0.637845,0.296494,0.637865,0.696974,FALSE,"noCluster"
"NODE_7013_length_517_cov_3.72511",0.141743,0.296332,0.717598,0.464649,FALSE,"noCluster"
"NODE_7014_length_517_cov_2.14069",0.070872,0.296494,0.558543,0.309766,FALSE,"noCluster"
"NODE_7015_length_517_cov_13.0801",1.254044,2.068,2.071176,1.965702,FALSE,"noCluster"
"NODE_7016_length_517_cov_4.96537",0.354358,0.675211,0.318443,0.387208,FALSE,"noCluster"
"NODE_7017_length_517_cov_109.636",9.900011,8.293583,12.816822,10.43658,FALSE,"noCluster"
"NODE_7018_length_516_cov_2.3102",0.355291,0.14864,0.159896,0.167201,FALSE,"noCluster"
"NODE_7019_length_516_cov_2.3167",0.142116,0.07432,0.276459,0.465867,FALSE,"noCluster"
"NODE_7020_length_516_cov_2.83514",0.071058,0.371601,0.399741,0.310578,FALSE,"noCluster"
"NODE_7021_length_516_cov_3.8308",0.568465,0.594561,0.399741,0.233624,FALSE,"noCluster"
"NODE_7022_length_516_cov_3.95228",0.639523,0.222961,0.319793,0.395625,FALSE,"noCluster"
"NODE_7023_length_516_cov_3.49892",0.284233,0.520241,0.319793,0.232933,FALSE,"noCluster"
"NODE_7024_length_516_cov_4.36876",0.568465,0.743202,0.639585,0.155289,FALSE,"noCluster"
"NODE_7025_length_516_cov_3.34707",0.165107,0.371601,0.319793,0.388222,FALSE,"noCluster"
"NODE_7026_length_516_cov_27.9653",1.283802,1.412083,1.419476,1.093916,FALSE,"noCluster"
"NODE_7027_length_516_cov_2.11063",0.213174,0.14864,0.399741,0.310578,FALSE,"noCluster"
"NODE_7028_length_516_cov_2.49675",0.213174,0.222961,0.159896,0.310578,FALSE,"noCluster"
"NODE_7029_length_516_cov_5.73753",0.432706,0.989518,0.319793,0.235103,FALSE,"noCluster"
"NODE_7030_length_516_cov_15.6182",1.529659,1.572604,2.095513,1.454318,FALSE,"noCluster"
"NODE_7031_length_516_cov_165.022",15.570653,14.663662,15.73241,14.140484,FALSE,"noCluster"
"NODE_7032_length_515_cov_1.75652",0.071246,0.149036,0.240493,0.233545,FALSE,"noCluster"
"NODE_7033_length_515_cov_1.92609",0.284982,0.149036,0.240493,0.077848,FALSE,"noCluster"
"NODE_7034_length_515_cov_4.22174",0.569965,0.596142,0.080164,0.389242,FALSE,"noCluster"
"NODE_7035_length_515_cov_1.5413",0.284982,0,0.320658,0.155697,FALSE,"noCluster"
"NODE_7036_length_515_cov_114.343",10.065772,9.382485,12.703182,10.311836,FALSE,"noCluster"
"NODE_7037_length_515_cov_4.13913",0.427473,0.447107,0.400822,0.389242,FALSE,"noCluster"
"NODE_7038_length_515_cov_14.4174",1.235059,2.235328,1.999181,1.322978,FALSE,"noCluster"
"NODE_7039_length_515_cov_45.5761",3.798966,4.396548,5.61151,4.026873,FALSE,"noCluster"
"NODE_7040_length_515_cov_158.978",11.096482,10.644113,8.134607,10.156765,FALSE,"noCluster"
"NODE_7041_length_515_cov_25.3196",2.636086,2.384568,2.348521,2.802544,FALSE,"noCluster"
"NODE_7042_length_514_cov_1.83442",0.285736,0.074716,0.080382,0.312214,FALSE,"noCluster"
"NODE_7043_length_514_cov_2.75163",0.142868,0.298865,0.643054,0.078054,FALSE,"noCluster"
"NODE_7044_length_514_cov_1.6841",0.071434,0.373582,0.321527,0.078054,FALSE,"noCluster"
"NODE_7045_length_514_cov_1.77778",0.071434,0.298865,0.080382,0.234161,FALSE,"noCluster"
"NODE_7046_length_514_cov_3.23094",0.35717,0.448298,0.321527,0.234161,FALSE,"noCluster"
"NODE_7047_length_514_cov_5.44009",0.428604,0.523014,0.482291,0.702482,FALSE,"noCluster"
"NODE_7048_length_514_cov_7.13508",0.785774,0.373582,0.482291,1.170804,FALSE,"noCluster"
"NODE_7049_length_514_cov_3.74074",0.213028,0.462675,0.481318,0.390268,FALSE,"noCluster"
"NODE_7050_length_514_cov_5.00654",0.500038,0.747164,0.321527,0.546375,FALSE,"noCluster"
"NODE_7051_length_514_cov_1.71242",0.214302,0.149433,0.321527,0,FALSE,"noCluster"
"NODE_7052_length_514_cov_224.739",24.185582,19.522078,24.851417,19.041237,FALSE,"noCluster"
"NODE_7053_length_514_cov_55.9782",4.771959,5.300974,5.039099,5.695846,FALSE,"noCluster"
"NODE_7054_length_513_cov_1.60262",0,0.299664,0.0806,0.234779,FALSE,"noCluster"
"NODE_7055_length_513_cov_21.5808",1.36707,1.07423,1.422358,1.695008,FALSE,"noCluster"
"NODE_7056_length_513_cov_2.24017",0.358117,0.299664,0.322401,0,FALSE,"noCluster"
"NODE_7057_length_513_cov_2.65502",0.42974,0.149832,0.0806,0.313039,FALSE,"noCluster"
"NODE_7058_length_513_cov_7.72271",0.737737,0.771835,0.664663,0.806016,FALSE,"noCluster"
"NODE_7059_length_513_cov_51.6201",5.088919,4.404741,5.553422,3.317125,FALSE,"noCluster"
"NODE_7060_length_513_cov_15.4651",0.362725,0.233113,0.483601,0.626078,FALSE,"noCluster"
"NODE_7061_length_513_cov_6.80349",0.573029,0.299664,0.483601,0.313062,FALSE,"noCluster"
"NODE_7062_length_512_cov_2.11379",0.215441,0.22535,0.242459,0.156934,FALSE,"noCluster"
"NODE_7063_length_512_cov_1.60832",0.071814,0.075117,0.16164,0.313868,FALSE,"noCluster"
"NODE_7064_length_512_cov_3.62144",0.430883,0.075117,0.646559,0.313868,FALSE,"noCluster"
"NODE_7065_length_512_cov_3.05252",0.359069,0.300466,0.323279,0.235401,FALSE,"noCluster"
"NODE_7066_length_512_cov_2.28446",0.071814,0.150233,0.323279,0.392335,FALSE,"noCluster"
"NODE_7067_length_512_cov_5.88184",0.648235,0.525816,0.727378,0.630319,FALSE,"noCluster"
"NODE_7068_length_512_cov_21.4508",2.400421,1.820192,3.159365,2.275546,FALSE,"noCluster"
"NODE_7069_length_512_cov_7.22976",0.476351,0.750827,1.050658,0.54927,FALSE,"noCluster"
"NODE_7070_length_512_cov_12.0744",1.220834,1.276981,1.712277,1.412408,FALSE,"noCluster"
"NODE_7071_length_512_cov_1.53611",0.143628,0.300466,0.484919,0.392335,FALSE,"noCluster"
"NODE_7072_length_512_cov_5.68928",0.359069,0.22535,0.323279,0.313868,FALSE,"noCluster"
"NODE_7073_length_512_cov_53.7681",4.821633,5.294731,5.518212,5.444499,FALSE,"noCluster"
"NODE_7074_length_512_cov_60.4376",4.380641,5.268717,7.09082,3.923355,FALSE,"noCluster"
"NODE_7075_length_512_cov_2.28009",0.215441,0.150233,0.484919,0.313868,FALSE,"noCluster"
"NODE_7076_length_511_cov_1.29386",0.216016,0.225955,0.081041,0,FALSE,"noCluster"
"NODE_7077_length_511_cov_3.42105",0.14401,0.451909,0.243122,0.472053,FALSE,"noCluster"
"NODE_7078_length_511_cov_244.145",20.922685,20.812637,25.639752,22.270826,FALSE,"noCluster"
"NODE_7079_length_511_cov_4.32018",0.35938,0.753024,1.0331,0.550729,FALSE,"noCluster"
"NODE_7080_length_511_cov_12.2368",0.432031,0.527227,0.243122,0.314702,FALSE,"noCluster"
"NODE_7081_length_511_cov_46.9868",3.785099,5.330425,4.862433,3.619075,FALSE,"noCluster"
"NODE_7082_length_511_cov_137.792",11.069232,11.791803,13.723773,12.832147,FALSE,"noCluster"
"NODE_7083_length_511_cov_74.4956",3.220052,3.215752,3.537222,2.81995,FALSE,"noCluster"
"NODE_7084_length_511_cov_40.7018",3.374504,2.047169,3.23828,3.42878,FALSE,"noCluster"
"NODE_7085_length_510_cov_21.189",1.569324,1.316275,0.977504,1.025506,FALSE,"noCluster"
"NODE_7086_length_510_cov_3.63956",0.360988,0.528647,0.32505,0.394425,FALSE,"noCluster"
"NODE_7087_length_510_cov_5.34505",0.28879,0.830731,0.568837,0.47331,FALSE,"noCluster"
"NODE_7088_length_510_cov_8.83516",0.794173,1.132815,0.893887,0.709965,FALSE,"noCluster"
"NODE_7089_length_510_cov_25.4879",2.599113,2.456937,3.185535,2.129896,FALSE,"noCluster"
"NODE_7090_length_510_cov_1.45495",0.144395,0.151042,0.243787,0.078885,FALSE,"noCluster"
"NODE_7091_length_510_cov_4.5011",0.505383,0.528647,0.32505,0.394425,FALSE,"noCluster"
"NODE_7092_length_510_cov_5.21319",0.433185,1.057294,0.325716,0.236655,FALSE,"noCluster"
"NODE_7093_length_510_cov_5.55165",0.721976,0.528647,0.487575,0.31554,FALSE,"noCluster"
"NODE_7094_length_510_cov_1.94725",0.216593,0.226563,0.081262,0.236655,FALSE,"noCluster"
"NODE_7095_length_510_cov_11.3538",0.790321,0.759038,1.463692,1.657695,FALSE,"noCluster"
"NODE_7096_length_510_cov_38.2527",3.392578,3.221236,4.301837,3.540367,FALSE,"noCluster"
"NODE_7097_length_509_cov_3.05286",0.151685,0.317468,0.598333,0.165707,FALSE,"noCluster"
"NODE_7098_length_509_cov_2.37004",0.217173,0.378625,0.407427,0.158191,FALSE,"noCluster"
"NODE_7099_length_509_cov_52.7004",0.539952,0.575151,0.734643,1.27303,FALSE,"noCluster"
"NODE_7100_length_509_cov_6.89648",0.7963,0.832974,0.407427,0.790955,FALSE,"noCluster"
"NODE_7101_length_509_cov_4.87225",0.506736,0.530074,0.325942,0.474573,FALSE,"noCluster"
"NODE_7102_length_509_cov_2.82159",0.361955,0.378625,0.162971,0.237287,FALSE,"noCluster"
"NODE_7103_length_509_cov_2.4185",0.144782,0.227175,0.325942,0.237287,FALSE,"noCluster"
"NODE_7104_length_509_cov_24.5396",2.106969,2.007834,2.340979,2.312941,FALSE,"noCluster"
"NODE_7105_length_509_cov_12.3678",1.158255,1.059331,1.564938,1.081835,FALSE,"noCluster"
"NODE_7106_length_509_cov_144.839",14.459926,14.542612,12.931967,13.117452,FALSE,"noCluster"
"NODE_7107_length_509_cov_31.2709",2.175699,1.975352,1.973651,3.011093,FALSE,"noCluster"
"NODE_7108_length_509_cov_81.5485",7.332294,8.744686,9.370734,9.239001,FALSE,"noCluster"
"NODE_7109_length_508_cov_3.30464",0.290341,0.45558,0.326839,0.237921,FALSE,"noCluster"
"NODE_7110_length_508_cov_10.7329",0.145171,0.537427,0.735388,0.482944,FALSE,"noCluster"
"NODE_7111_length_508_cov_22.3863",1.524291,2.20182,2.778131,1.34822,FALSE,"noCluster"
"NODE_7112_length_508_cov_3.99779",0.290341,0.37965,0.735388,0.237921,FALSE,"noCluster"
"NODE_7113_length_508_cov_1.94702",0.145171,0.07593,0.490258,0.079307,FALSE,"noCluster"
"NODE_7114_length_508_cov_2.06623",0.145171,0.22779,0,0.475842,FALSE,"noCluster"
"NODE_7115_length_508_cov_13.053",1.360074,1.063019,1.879324,0.872378,FALSE,"noCluster"
"NODE_7116_length_508_cov_1.34658",0.072585,0,0.163419,0.317228,FALSE,"noCluster"
"NODE_7117_length_508_cov_1.42384",0.217756,0.07593,0.163419,0.079307,FALSE,"noCluster"
"NODE_7118_length_508_cov_3.98675",0.580682,0.60744,0.653678,0.396535,FALSE,"noCluster"
"NODE_7119_length_508_cov_197.781",16.051321,17.192632,19.947947,18.77396,FALSE,"noCluster"
"NODE_7120_length_508_cov_8.19205",1.016194,1.139057,0.980517,0.810997,FALSE,"noCluster"
"NODE_7121_length_508_cov_20.9139",1.310461,1.157294,1.545814,1.712083,FALSE,"noCluster"
"NODE_7122_length_508_cov_3.92053",0.362926,0.37965,0.653678,0.237921,FALSE,"noCluster"
"NODE_7123_length_507_cov_1.49558",0.145561,0.152272,0.327741,0,FALSE,"noCluster"
"NODE_7124_length_507_cov_2.25",0.145561,0.076136,0.327741,0.318079,FALSE,"noCluster"
"NODE_7125_length_507_cov_3.4469",0.291137,0.304544,0.491611,0.23856,FALSE,"noCluster"
"NODE_7126_length_507_cov_1.91593",0.218342,0.228408,0.16387,0.15904,FALSE,"noCluster"
"NODE_7127_length_507_cov_5.87832",0.655026,0.685225,0.655482,0.397599,FALSE,"noCluster"
"NODE_7128_length_507_cov_7.90265",0.88636,0.791856,0.737491,0.795235,FALSE,"noCluster"
"NODE_7129_length_507_cov_45.2655",4.221279,5.557933,4.342567,4.055512,FALSE,"noCluster"
"NODE_7130_length_507_cov_138.615",0.873368,0.618651,0.409676,0.159041,FALSE,"noCluster"
"NODE_7131_length_507_cov_623.338",9.279284,11.008048,13.286658,7.689979,FALSE,"noCluster"
